ndc	atc	description
56151-1612-11	V06DC	Carbohydrates
56151-1612-51	A11CC	Vitamin D and analogues
56151-1612-51	B05CX	Other irrigating solutions
56151-1612-51	V04CA	Tests for diabetes
56151-1612-51	V06DC	Carbohydrates
56151-1613-11	A11CC	Vitamin D and analogues
56151-1613-11	B05CX	Other irrigating solutions
56151-1613-11	V04CA	Tests for diabetes
56151-1613-11	V06DC	Carbohydrates
56151-1613-51	A11CC	Vitamin D and analogues
56151-1613-51	B05CX	Other irrigating solutions
56151-1613-51	V04CA	Tests for diabetes
56151-1613-51	V06DC	Carbohydrates
58016-4840-01	C01BB	Antiarrhythmics, class Ib
58016-4840-01	C05AD	Local anesthetics
58016-4840-01	D04AB	Anesthetics for topical use
58016-4840-01	N01BB	Amides
58016-4840-01	R02AD	Anesthetics, local
58016-4840-01	S01HA	Local anesthetics
58016-4840-01	S02DA	Analgesics and anesthetics
59779-0441-01	R06AA	Aminoalkyl ethers
59779-0458-13	R06AE	Piperazine derivatives
59779-0458-66	R06AE	Piperazine derivatives
59779-0851-35	A02AB	Aluminium compounds
59779-0851-35	A02AA	Magnesium compounds
59779-0851-35	G04BX	Other urologicals
60505-4362-38	J01XX	Other antibacterials
62451-0081-30	R01AX	Other nasal preparations
62451-0081-30	R03BB	Anticholinergics
62451-0086-76	R01AX	Other nasal preparations
62451-0086-76	R03BB	Anticholinergics
62451-0101-50	C01BA	Antiarrhythmics, class Ia
62451-0105-10	C07AA	Beta blocking agents, non-selective
62451-0106-10	C07AA	Beta blocking agents, non-selective
62451-0107-10	C07AA	Beta blocking agents, non-selective
62451-0109-10	C07AA	Beta blocking agents, non-selective
62451-0733-19	C05AE	Muscle relaxants
62451-0733-19	C08DB	Benzothiazepine derivatives
62451-0734-19	C05AE	Muscle relaxants
62451-0734-19	C08DB	Benzothiazepine derivatives
62451-0787-06	A12BA	Potassium
62451-0787-06	B05XA	Electrolyte solutions
62451-3305-35	C01DA	Organic nitrates
62451-3305-35	C05AE	Muscle relaxants
62451-3310-35	C01DA	Organic nitrates
62451-3310-35	C05AE	Muscle relaxants
62451-3320-35	C01DA	Organic nitrates
62451-3320-35	C05AE	Muscle relaxants
62451-3330-35	C01DA	Organic nitrates
62451-3330-35	C05AE	Muscle relaxants
62451-3650-30	C03DB	Other potassium-sparing agents
62451-3650-30	C03AA	Thiazides, plain
62451-3805-13	G04CA	Alpha-adrenoreceptor antagonists
62451-3806-13	G04CA	Alpha-adrenoreceptor antagonists
62451-3807-13	G04CA	Alpha-adrenoreceptor antagonists
62451-3808-13	G04CA	Alpha-adrenoreceptor antagonists
62451-4385-15	S01ED	Beta blocking agents
62451-5390-13	N05BA	Benzodiazepine derivatives
62451-5391-13	N05BA	Benzodiazepine derivatives
62451-7804-13	A12BA	Potassium
62451-7804-13	B05XA	Electrolyte solutions
62451-8841-54	C08CA	Dihydropyridine derivatives
62451-8841-72	C08CA	Dihydropyridine derivatives
62451-8851-54	C08CA	Dihydropyridine derivatives
62451-8851-72	C08CA	Dihydropyridine derivatives
63629-1260-10	G02CC	Antiinflammatory products for vaginal administration
63629-1260-10	M01AE	Propionic acid derivatives
63629-1260-10	M02AA	Antiinflammatory preparations, non-steroids for topical use
63629-1308-10	M03BA	Carbamic acid esters
63629-1339-10	M03BX	Other centrally acting agents
63629-1369-10	N06AA	Non-selective monoamine reuptake inhibitors
63629-1477-10	G02CC	Antiinflammatory products for vaginal administration
63629-1477-10	M01AE	Propionic acid derivatives
63629-1477-10	M02AA	Antiinflammatory preparations, non-steroids for topical use
63629-1494-10	N02BE	Anilides
63629-1494-10	R05DA	Opium alkaloids and derivatives
63629-1494-10	N02AJ	Opioids in combination with non-opioid analgesics
63629-1524-10	N05BA	Benzodiazepine derivatives
63629-1564-10	M03BC	Ethers, chemically close to antihistamines
63629-1579-10	A07EA	Corticosteroids acting locally
63629-1579-10	H02AB	Glucocorticoids
63629-1584-10	A08AA	Centrally acting antiobesity products
63629-1673-10	M03BX	Other centrally acting agents
63629-1724-10	J01MA	Fluoroquinolones
63629-1724-10	S01AE	Fluoroquinolones
63629-1724-10	S02AA	Antiinfectives
63629-1724-10	S03AA	Antiinfectives
63629-1765-10	J01EC	Intermediate-acting sulfonamides
63629-1765-10	J01EA	Trimethoprim and derivatives
63629-1765-10	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives
63629-2593-10	N03AX	Other antiepileptics
63629-2607-10	A02BC	Proton pump inhibitors
63629-2946-10	N02BE	Anilides
63629-2946-10	R05DA	Opium alkaloids and derivatives
63629-2947-10	N02BE	Anilides
63629-2947-10	R05DA	Opium alkaloids and derivatives
63629-3021-10	L01XX	Other antineoplastic agents
63629-3021-10	M01AH	Coxibs
63629-3056-10	N03AX	Other antiepileptics
63629-3063-10	N03AX	Other antiepileptics
63629-3066-10	N02BE	Anilides
63629-3066-10	N02AA	Natural opium alkaloids
63629-3248-10	M01AC	Oxicams
63629-3328-10	M01AC	Oxicams
63629-3771-10	N07BC	Drugs used in opioid dependence
63629-3798-10	N02AA	Natural opium alkaloids
63629-3953-10	N02BE	Anilides
63629-3953-10	N02AA	Natural opium alkaloids
63629-4068-10	N02BE	Anilides
63629-4068-10	N02AA	Natural opium alkaloids
63629-5432-10	N02BE	Anilides
63629-5432-10	R05DA	Opium alkaloids and derivatives
63629-5435-10	N02BE	Anilides
63629-5435-10	R05DA	Opium alkaloids and derivatives
63629-5436-10	N02BE	Anilides
63629-5436-10	R05DA	Opium alkaloids and derivatives
63629-5437-10	R05DA	Opium alkaloids and derivatives
63629-5437-10	C01EB	Other cardiac preparations
63629-5437-10	G02CC	Antiinflammatory products for vaginal administration
63629-5437-10	M01AE	Propionic acid derivatives
63629-5437-10	M02AA	Antiinflammatory preparations, non-steroids for topical use
63629-5437-10	R02AX	Other throat preparations
63874-1002-01	N03AE	Benzodiazepine derivatives
63874-1002-03	N03AE	Benzodiazepine derivatives
63874-1002-04	N03AE	Benzodiazepine derivatives
63874-1002-06	N03AE	Benzodiazepine derivatives
63874-1002-08	N03AE	Benzodiazepine derivatives
63874-1002-09	N03AE	Benzodiazepine derivatives
63874-1004-01	N05AD	Butyrophenone derivatives
63874-1006-06	N05AE	Indole derivatives
63874-1007-01	N05AE	Indole derivatives
63874-1007-06	N05AE	Indole derivatives
63874-1008-06	N05AE	Indole derivatives
63874-1014-03	C02AC	Imidazoline receptor agonists
63874-1014-03	N02CX	Other antimigraine preparations
63874-1014-03	S01EA	Sympathomimetics in glaucoma therapy
63874-1014-06	C02AC	Imidazoline receptor agonists
63874-1014-06	N02CX	Other antimigraine preparations
63874-1014-06	S01EA	Sympathomimetics in glaucoma therapy
63874-1016-01	N05BA	Benzodiazepine derivatives
63874-1016-02	N05BA	Benzodiazepine derivatives
63874-1016-03	N05BA	Benzodiazepine derivatives
63874-1016-04	N05BA	Benzodiazepine derivatives
63874-1016-05	N05BA	Benzodiazepine derivatives
63874-1016-06	N05BA	Benzodiazepine derivatives
63874-1016-08	N05BA	Benzodiazepine derivatives
63874-1016-09	N05BA	Benzodiazepine derivatives
63874-1025-00	M03BX	Other centrally acting agents
63874-1025-01	M03BX	Other centrally acting agents
63874-1025-02	M03BX	Other centrally acting agents
63874-1025-03	M03BX	Other centrally acting agents
63874-1025-04	M03BX	Other centrally acting agents
63874-1025-06	M03BX	Other centrally acting agents
63874-1025-09	M03BX	Other centrally acting agents
63874-1027-01	N06BA	Centrally acting sympathomimetics
63874-1033-01	N06AA	Non-selective monoamine reuptake inhibitors
63874-1033-03	N06AA	Non-selective monoamine reuptake inhibitors
63874-1033-04	N06AA	Non-selective monoamine reuptake inhibitors
63874-1033-06	N06AA	Non-selective monoamine reuptake inhibitors
63874-1038-01	A03FA	Propulsives
63874-1038-03	A03FA	Propulsives
63874-1053-01	N06AB	Selective serotonin reuptake inhibitors
63874-1053-02	N06AB	Selective serotonin reuptake inhibitors
63874-1053-03	N06AB	Selective serotonin reuptake inhibitors
63874-1053-04	N06AB	Selective serotonin reuptake inhibitors
63874-1053-05	N06AB	Selective serotonin reuptake inhibitors
63874-1053-06	N06AB	Selective serotonin reuptake inhibitors
63874-1053-08	N06AB	Selective serotonin reuptake inhibitors
63874-1053-09	N06AB	Selective serotonin reuptake inhibitors
63874-1055-01	D11AX	Other dermatologicals
63874-1055-01	M01AB	Acetic acid derivatives and related substances
63874-1055-01	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1055-01	S01BC	Antiinflammatory agents, non-steroids
63874-1055-02	D11AX	Other dermatologicals
63874-1055-02	M01AB	Acetic acid derivatives and related substances
63874-1055-02	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1055-02	S01BC	Antiinflammatory agents, non-steroids
63874-1055-03	D11AX	Other dermatologicals
63874-1055-03	M01AB	Acetic acid derivatives and related substances
63874-1055-03	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1055-03	S01BC	Antiinflammatory agents, non-steroids
63874-1055-04	D11AX	Other dermatologicals
63874-1055-04	M01AB	Acetic acid derivatives and related substances
63874-1055-04	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1055-04	S01BC	Antiinflammatory agents, non-steroids
63874-1055-05	D11AX	Other dermatologicals
63874-1055-05	M01AB	Acetic acid derivatives and related substances
63874-1055-05	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1055-05	S01BC	Antiinflammatory agents, non-steroids
63874-1055-06	D11AX	Other dermatologicals
63874-1055-06	M01AB	Acetic acid derivatives and related substances
63874-1055-06	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1055-06	S01BC	Antiinflammatory agents, non-steroids
63874-1055-09	D11AX	Other dermatologicals
63874-1055-09	M01AB	Acetic acid derivatives and related substances
63874-1055-09	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1055-09	S01BC	Antiinflammatory agents, non-steroids
63874-1061-01	G03BA	3-oxoandrosten (4) derivatives
63874-1062-02	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1062-03	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1062-06	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1062-09	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1070-01	N05CF	Benzodiazepine related drugs
63874-1072-03	N06BC	Xanthine derivatives
63874-1072-03	N02CA	Ergot alkaloids
63874-1073-00	N03AX	Other antiepileptics
63874-1073-01	N03AX	Other antiepileptics
63874-1073-02	N03AX	Other antiepileptics
63874-1073-03	N03AX	Other antiepileptics
63874-1073-04	N03AX	Other antiepileptics
63874-1073-05	N03AX	Other antiepileptics
63874-1073-06	N03AX	Other antiepileptics
63874-1073-07	N03AX	Other antiepileptics
63874-1073-08	N03AX	Other antiepileptics
63874-1073-09	N03AX	Other antiepileptics
63874-1075-00	M03BX	Other centrally acting agents
63874-1075-01	M03BX	Other centrally acting agents
63874-1075-02	M03BX	Other centrally acting agents
63874-1075-03	M03BX	Other centrally acting agents
63874-1075-04	M03BX	Other centrally acting agents
63874-1075-05	M03BX	Other centrally acting agents
63874-1075-06	M03BX	Other centrally acting agents
63874-1075-07	M03BX	Other centrally acting agents
63874-1075-08	M03BX	Other centrally acting agents
63874-1075-09	M03BX	Other centrally acting agents
63874-1079-01	N06AA	Non-selective monoamine reuptake inhibitors
63874-1079-06	N06AA	Non-selective monoamine reuptake inhibitors
63874-1081-01	N06AA	Non-selective monoamine reuptake inhibitors
63874-1081-06	N06AA	Non-selective monoamine reuptake inhibitors
63874-1086-01	J01MA	Fluoroquinolones
63874-1086-01	S01AE	Fluoroquinolones
63874-1086-01	S02AA	Antiinfectives
63874-1086-01	S03AA	Antiinfectives
63874-1086-02	J01MA	Fluoroquinolones
63874-1086-02	S01AE	Fluoroquinolones
63874-1086-02	S02AA	Antiinfectives
63874-1086-02	S03AA	Antiinfectives
63874-1086-03	J01MA	Fluoroquinolones
63874-1086-03	S01AE	Fluoroquinolones
63874-1086-03	S02AA	Antiinfectives
63874-1086-03	S03AA	Antiinfectives
63874-1086-04	J01MA	Fluoroquinolones
63874-1086-04	S01AE	Fluoroquinolones
63874-1086-04	S02AA	Antiinfectives
63874-1086-04	S03AA	Antiinfectives
63874-1086-05	J01MA	Fluoroquinolones
63874-1086-05	S01AE	Fluoroquinolones
63874-1086-05	S02AA	Antiinfectives
63874-1086-05	S03AA	Antiinfectives
63874-1086-06	J01MA	Fluoroquinolones
63874-1086-06	S01AE	Fluoroquinolones
63874-1086-06	S02AA	Antiinfectives
63874-1086-06	S03AA	Antiinfectives
63874-1090-02	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1090-03	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1090-06	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1090-09	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1092-03	N02BE	Anilides
63874-1092-03	R05DA	Opium alkaloids and derivatives
63874-1092-04	N02BE	Anilides
63874-1092-04	R05DA	Opium alkaloids and derivatives
63874-1092-05	N02BE	Anilides
63874-1092-05	R05DA	Opium alkaloids and derivatives
63874-1092-06	N02BE	Anilides
63874-1092-06	R05DA	Opium alkaloids and derivatives
63874-1092-09	N02BE	Anilides
63874-1092-09	R05DA	Opium alkaloids and derivatives
63874-1097-03	N06AX	Other antidepressants
63874-1098-03	N06AX	Other antidepressants
63874-1102-01	N03AX	Other antiepileptics
63874-1102-02	N03AX	Other antiepileptics
63874-1102-03	N03AX	Other antiepileptics
63874-1102-04	N03AX	Other antiepileptics
63874-1102-06	N03AX	Other antiepileptics
63874-1102-08	N03AX	Other antiepileptics
63874-1102-09	N03AX	Other antiepileptics
63874-1103-01	N03AX	Other antiepileptics
63874-1103-02	N03AX	Other antiepileptics
63874-1103-03	N03AX	Other antiepileptics
63874-1103-04	N03AX	Other antiepileptics
63874-1103-06	N03AX	Other antiepileptics
63874-1103-08	N03AX	Other antiepileptics
63874-1103-09	N03AX	Other antiepileptics
63874-1104-01	N03AX	Other antiepileptics
63874-1104-02	N03AX	Other antiepileptics
63874-1104-03	N03AX	Other antiepileptics
63874-1104-04	N03AX	Other antiepileptics
63874-1104-06	N03AX	Other antiepileptics
63874-1104-08	N03AX	Other antiepileptics
63874-1104-09	N03AX	Other antiepileptics
63874-1105-03	N02BE	Anilides
63874-1105-03	R05DA	Opium alkaloids and derivatives
63874-1105-04	N02BE	Anilides
63874-1105-04	R05DA	Opium alkaloids and derivatives
63874-1105-06	N02BE	Anilides
63874-1105-06	R05DA	Opium alkaloids and derivatives
63874-1105-09	N02BE	Anilides
63874-1105-09	R05DA	Opium alkaloids and derivatives
63874-1106-01	R05DA	Opium alkaloids and derivatives
63874-1106-01	C01EB	Other cardiac preparations
63874-1106-01	G02CC	Antiinflammatory products for vaginal administration
63874-1106-01	M01AE	Propionic acid derivatives
63874-1106-01	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1106-01	R02AX	Other throat preparations
63874-1106-02	R05DA	Opium alkaloids and derivatives
63874-1106-02	C01EB	Other cardiac preparations
63874-1106-02	G02CC	Antiinflammatory products for vaginal administration
63874-1106-02	M01AE	Propionic acid derivatives
63874-1106-02	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1106-02	R02AX	Other throat preparations
63874-1106-03	R05DA	Opium alkaloids and derivatives
63874-1106-03	C01EB	Other cardiac preparations
63874-1106-03	G02CC	Antiinflammatory products for vaginal administration
63874-1106-03	M01AE	Propionic acid derivatives
63874-1106-03	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1106-03	R02AX	Other throat preparations
63874-1106-04	R05DA	Opium alkaloids and derivatives
63874-1106-04	C01EB	Other cardiac preparations
63874-1106-04	G02CC	Antiinflammatory products for vaginal administration
63874-1106-04	M01AE	Propionic acid derivatives
63874-1106-04	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1106-04	R02AX	Other throat preparations
63874-1106-05	R05DA	Opium alkaloids and derivatives
63874-1106-05	C01EB	Other cardiac preparations
63874-1106-05	G02CC	Antiinflammatory products for vaginal administration
63874-1106-05	M01AE	Propionic acid derivatives
63874-1106-05	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1106-05	R02AX	Other throat preparations
63874-1106-06	R05DA	Opium alkaloids and derivatives
63874-1106-06	C01EB	Other cardiac preparations
63874-1106-06	G02CC	Antiinflammatory products for vaginal administration
63874-1106-06	M01AE	Propionic acid derivatives
63874-1106-06	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1106-06	R02AX	Other throat preparations
63874-1106-08	R05DA	Opium alkaloids and derivatives
63874-1106-08	C01EB	Other cardiac preparations
63874-1106-08	G02CC	Antiinflammatory products for vaginal administration
63874-1106-08	M01AE	Propionic acid derivatives
63874-1106-08	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1106-08	R02AX	Other throat preparations
63874-1106-09	R05DA	Opium alkaloids and derivatives
63874-1106-09	C01EB	Other cardiac preparations
63874-1106-09	G02CC	Antiinflammatory products for vaginal administration
63874-1106-09	M01AE	Propionic acid derivatives
63874-1106-09	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1106-09	R02AX	Other throat preparations
63874-1107-02	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1107-03	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1107-06	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1107-09	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
63874-1108-00	M01AE	Propionic acid derivatives
63874-1108-00	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1108-01	M01AE	Propionic acid derivatives
63874-1108-01	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1108-02	M01AE	Propionic acid derivatives
63874-1108-02	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1108-03	M01AE	Propionic acid derivatives
63874-1108-03	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1108-04	M01AE	Propionic acid derivatives
63874-1108-04	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1108-05	M01AE	Propionic acid derivatives
63874-1108-05	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1108-06	M01AE	Propionic acid derivatives
63874-1108-06	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1108-08	M01AE	Propionic acid derivatives
63874-1108-08	M02AA	Antiinflammatory preparations, non-steroids for topical use
63874-1109-00	M01AC	Oxicams
63874-1109-01	M01AC	Oxicams
63874-1109-02	M01AC	Oxicams
63874-1109-03	M01AC	Oxicams
63874-1109-04	M01AC	Oxicams
63874-1109-05	M01AC	Oxicams
63874-1109-06	M01AC	Oxicams
63874-1109-09	M01AC	Oxicams
63874-1110-00	M01AC	Oxicams
63874-1110-01	M01AC	Oxicams
63874-1110-02	M01AC	Oxicams
63874-1110-03	M01AC	Oxicams
63874-1110-04	M01AC	Oxicams
63874-1110-05	M01AC	Oxicams
63874-1110-06	M01AC	Oxicams
63874-1110-09	M01AC	Oxicams
63874-1112-02	J01CA	Penicillins with extended spectrum
63874-1113-01	N06AB	Selective serotonin reuptake inhibitors
63874-1113-03	N06AB	Selective serotonin reuptake inhibitors
63874-1113-06	N06AB	Selective serotonin reuptake inhibitors
63874-1114-09	C09AA	ACE inhibitors, plain
63874-1116-03	M01AB	Acetic acid derivatives and related substances
63874-1123-01	C09AA	ACE inhibitors, plain
63874-1123-03	C09AA	ACE inhibitors, plain
63874-1125-03	N06AB	Selective serotonin reuptake inhibitors
63874-1128-06	N03AX	Other antiepileptics
63874-1129-01	N03AX	Other antiepileptics
63874-1129-03	N03AX	Other antiepileptics
63874-1129-06	N03AX	Other antiepileptics
63874-1129-09	N03AX	Other antiepileptics
63874-1131-01	N03AX	Other antiepileptics
63874-1131-03	N03AX	Other antiepileptics
63874-1131-06	N03AX	Other antiepileptics
63874-1131-09	N03AX	Other antiepileptics
63874-1155-03	N06AX	Other antidepressants
63874-1157-00	N06AB	Selective serotonin reuptake inhibitors
63874-1157-03	N06AB	Selective serotonin reuptake inhibitors
63874-1163-00	N02AX	Other opioids
63874-1163-00	N02BE	Anilides
63874-1163-00	N02AJ	Opioids in combination with non-opioid analgesics
63874-1163-01	N02AX	Other opioids
63874-1163-01	N02BE	Anilides
63874-1163-01	N02AJ	Opioids in combination with non-opioid analgesics
63874-1163-02	N02AX	Other opioids
63874-1163-02	N02BE	Anilides
63874-1163-02	N02AJ	Opioids in combination with non-opioid analgesics
63874-1163-03	N02AX	Other opioids
63874-1163-03	N02BE	Anilides
63874-1163-03	N02AJ	Opioids in combination with non-opioid analgesics
63874-1163-04	N02AX	Other opioids
63874-1163-04	N02BE	Anilides
63874-1163-04	N02AJ	Opioids in combination with non-opioid analgesics
63874-1163-06	N02AX	Other opioids
63874-1163-06	N02BE	Anilides
63874-1163-06	N02AJ	Opioids in combination with non-opioid analgesics
63874-1163-08	N02AX	Other opioids
63874-1163-08	N02BE	Anilides
63874-1163-08	N02AJ	Opioids in combination with non-opioid analgesics
63874-1163-09	N02AX	Other opioids
63874-1163-09	N02BE	Anilides
63874-1163-09	N02AJ	Opioids in combination with non-opioid analgesics
63874-1186-06	M03BX	Other centrally acting agents
63874-1186-09	M03BX	Other centrally acting agents
63874-1197-06	J01FA	Macrolides
63874-1197-06	S01AA	Antibiotics
63874-1216-06	A02BA	H2-receptor antagonists
63874-1226-02	J01CA	Penicillins with extended spectrum
63874-1227-00	N02BE	Anilides
63874-1227-00	N02AA	Natural opium alkaloids
63874-1227-01	N02BE	Anilides
63874-1227-01	N02AA	Natural opium alkaloids
63874-1227-03	N02BE	Anilides
63874-1227-03	N02AA	Natural opium alkaloids
63874-1227-06	N02BE	Anilides
63874-1227-06	N02AA	Natural opium alkaloids
63874-1227-09	N02BE	Anilides
63874-1227-09	N02AA	Natural opium alkaloids
63874-1233-00	N02BE	Anilides
63874-1233-00	N02AA	Natural opium alkaloids
63874-1233-03	N02BE	Anilides
63874-1233-03	N02AA	Natural opium alkaloids
63874-1233-06	N02BE	Anilides
63874-1233-06	N02AA	Natural opium alkaloids
63874-1233-09	N02BE	Anilides
63874-1233-09	N02AA	Natural opium alkaloids
63874-1234-03	N02AA	Natural opium alkaloids
63874-1234-06	N02AA	Natural opium alkaloids
63874-1235-03	N02AA	Natural opium alkaloids
63874-1235-06	N02AA	Natural opium alkaloids
63874-1238-03	N02AA	Natural opium alkaloids
63874-1238-06	N02AA	Natural opium alkaloids
63874-1239-03	N05BA	Benzodiazepine derivatives
63874-1239-06	N05BA	Benzodiazepine derivatives
63874-1242-03	N05BA	Benzodiazepine derivatives
63874-1242-06	N05BA	Benzodiazepine derivatives
63874-1246-00	N05CF	Benzodiazepine related drugs
63874-1246-01	N05CF	Benzodiazepine related drugs
63874-1246-02	N05CF	Benzodiazepine related drugs
63874-1246-03	N05CF	Benzodiazepine related drugs
63874-1246-06	N05CF	Benzodiazepine related drugs
63874-1247-01	N05CF	Benzodiazepine related drugs
63874-1247-02	N05CF	Benzodiazepine related drugs
63874-1247-03	N05CF	Benzodiazepine related drugs
63874-1247-06	N05CF	Benzodiazepine related drugs
63874-1247-08	N05CF	Benzodiazepine related drugs
63874-1247-09	N05CF	Benzodiazepine related drugs
63874-1253-03	N06AX	Other antidepressants
63874-1265-03	N07BC	Drugs used in opioid dependence
63874-1265-06	N07BC	Drugs used in opioid dependence
63874-1266-02	N02AA	Natural opium alkaloids
63874-1266-03	N02AA	Natural opium alkaloids
63874-1266-06	N02AA	Natural opium alkaloids
63874-1267-02	N02AA	Natural opium alkaloids
63874-1267-03	N02AA	Natural opium alkaloids
63874-1267-06	N02AA	Natural opium alkaloids
63874-1277-05	N01AH	Opioid anesthetics
63874-1277-05	N02AB	Phenylpiperidine derivatives
63874-1278-05	N01AH	Opioid anesthetics
63874-1278-05	N02AB	Phenylpiperidine derivatives
63874-1279-05	N01AH	Opioid anesthetics
63874-1279-05	N02AB	Phenylpiperidine derivatives
63874-1280-05	N01AH	Opioid anesthetics
63874-1280-05	N02AB	Phenylpiperidine derivatives
66267-0100-90	A10BB	Sulfonylureas
66267-1006-00	N06AA	Non-selective monoamine reuptake inhibitors
66267-1017-30	A02BC	Proton pump inhibitors
66267-1297-60	B01AC	Platelet aggregation inhibitors excl. heparin
68071-1310-00	D11AX	Other dermatologicals
68071-1310-00	M01AB	Acetic acid derivatives and related substances
68071-1310-00	M02AA	Antiinflammatory preparations, non-steroids for topical use
68071-1310-00	S01BC	Antiinflammatory agents, non-steroids
68071-1310-00	A02BB	Prostaglandins
68071-1310-00	G02AD	Prostaglandins
68071-1311-00	N06AX	Other antidepressants
68071-1312-00	N06AX	Other antidepressants
68071-1313-00	N06AX	Other antidepressants
68071-1314-00	N06AX	Other antidepressants
68071-1315-00	G04BD	Drugs for urinary frequency and incontinence
68071-1317-00	N06AB	Selective serotonin reuptake inhibitors
68071-1318-00	N06AB	Selective serotonin reuptake inhibitors
68071-1319-00	N03AF	Carboxamide derivatives
68071-1320-00	N02AX	Other opioids
68071-1321-00	A02BA	H2-receptor antagonists
68071-1341-00	M02AB	Capsaicin and similar agents
68071-1341-00	N01BX	Other local anesthetics
68071-1342-00	M02AB	Capsaicin and similar agents
68071-1342-00	N01BX	Other local anesthetics
68071-3237-30	N06AX	Other antidepressants
68722-1248-10	B03BB	Folic acid and derivatives
68722-1248-10	V04CX	Other diagnostic agents
68788-6402-20	G04BD	Drugs for urinary frequency and incontinence
68788-8928-10	C03AA	Thiazides, plain
70092-1018-03	J01DB	First-generation cephalosporins
70092-1030-36	N05CD	Benzodiazepine derivatives
70092-1087-46	M03AB	Choline derivatives
70092-1097-43	N01AH	Opioid anesthetics
70092-1097-43	N02AB	Phenylpiperidine derivatives
70092-1175-46	C01BB	Antiarrhythmics, class Ib
70092-1175-46	C05AD	Local anesthetics
70092-1175-46	D04AB	Anesthetics for topical use
70092-1175-46	N01BB	Amides
70092-1175-46	R02AD	Anesthetics, local
70092-1175-46	S01HA	Local anesthetics
70092-1175-46	S02DA	Analgesics and anesthetics
70092-1238-47	J01DB	First-generation cephalosporins
70092-1442-04	A07AA	Antibiotics
70092-1442-04	J01XA	Glycopeptide antibacterials
70092-1442-04	S01AA	Antibiotics
70092-1474-46	B05CX	Other irrigating solutions
70092-1474-46	V04CA	Tests for diabetes
70092-1474-46	V06DC	Carbohydrates
70092-1532-43	N02AA	Natural opium alkaloids
70092-9442-04	A07AA	Antibiotics
70092-9442-04	J01XA	Glycopeptide antibacterials
70092-9442-04	S01AA	Antibiotics
