CPT_CODE	CPT_DESCR
33755	MAJOR VESSEL SHUNT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33762	MAJOR VESSEL SHUNT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33764	MAJOR VESSEL SHUNT & GRA Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33766	MAJOR VESSEL SHUNT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33767	MAJOR VESSEL SHUNT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33768	CAVOPULMONARY SHUNTING Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33770	REPAIR GREAT VESSELS DEF Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33771	REPAIR GREAT VESSELS DEF Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33774	REPAIR GREAT VESSELS DEF Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33775	REPAIR GREAT VESSELS DEF Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33776	REPAIR GREAT VESSELS DEF Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33777	REPAIR GREAT VESSELS DEF Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33778	REPAIR GREAT VESSELS DEF Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33779	REPAIR GREAT VESSELS DEF Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33780	REPAIR GREAT VESSELS DEF Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33781	REPAIR GREAT VESSELS DEF Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33786	REPAIR ARTERIAL TRUNK Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33788	REVISION OF PULMONARY AR Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33800	AORTIC SUSPENSION Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33802	REPAIR VESSEL DEFECT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33803	REPAIR VESSEL DEFECT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33813	REPAIR SEPTAL DEFECT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33814	REPAIR SEPTAL DEFECT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33840	REMOVE AORTA CONSTRICTIO Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33845	REMOVE AORTA CONSTRICTIO Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33851	REMOVE AORTA CONSTRICTIO Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33852	REPAIR SEPTAL DEFECT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33853	REPAIR SEPTAL DEFECT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33860	ASCENDING AORTIC GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33863	ASCENDING AORTIC GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33864	ASCENDING AORTIC GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33870	TRANSVERSE AORTIC ARCH G Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33875	THORACIC AORTIC GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33877	THORACOABDOMINAL GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33889	ARTERY TRANSPOSE/ENDOVAS Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33891	CAR-CAR BP GRFT/ENDOVAS Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33910	REMOVE LUNG ARTERY EMBOL Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33915	REMOVE LUNG ARTERY EMBOL Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33916	SURGERY OF GREAT VESSEL Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33917	REPAIR PULMONARY ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33920	REPAIR PULMONARY ATRESIA Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33922	TRANSECT PULMONARY ARTER Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33924	REMOVE PULMONARY SHUNT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33925	RPR PUL ART UNIFOCAL W/O Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33926	REPR PUL ART, UNIFOCAL W Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33967	INSERT IA PERCUT DEVICE Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33968	REMOVE AORTIC ASSIST DEV Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33970	AORTIC CIRCULATION ASSIS Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33971	AORTIC CIRCULATION ASSIS Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33973	INSERT BALLOON DEVICE Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
33974	REMOVE INTRA-AORTIC BALL Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34001	REMOVAL OF ARTERY CLOT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34051	REMOVAL OF ARTERY CLOT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34101	REMOVAL OF ARTERY CLOT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34111	REMOVAL OF ARM ARTERY CL Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34151	REMOVAL OF ARTERY CLOT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34201	REMOVAL OF ARTERY CLOT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34203	REMOVAL OF LEG ARTERY CL Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34401	REMOVAL OF VEIN CLOT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34421	REMOVAL OF VEIN CLOT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34451	REMOVAL OF VEIN CLOT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34471	REMOVAL OF VEIN CLOT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34490	REMOVAL OF VEIN CLOT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34501	REPAIR VALVE, FEMORAL VE Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34502	RECONSTRUCT VENA CAVA Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34510	TRANSPOSITION OF VEIN VA Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34520	CROSS-OVER VEIN GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34530	LEG VEIN FUSION Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34812	XPOSE FOR ENDOPROSTH, FE Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34813	FEMORAL ENDOVAS GRAFT AD Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34820	XPOSE FOR ENDOPROSTH, IL Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34825	ENDOVASC EXTEND PROSTH, Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34826	ENDOVASC EXTEN PROSTH, A Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34830	OPEN AORTIC TUBE PROSTH Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34831	OPEN AORTOILIAC PROSTH R Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34832	OPEN AORTOFEMOR PROSTH R Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34833	XPOSE FOR ENDOPROSTH, IL Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34834	XPOSE, ENDOPROSTH, BRACH Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
34900	ENDOVASC ILIAC REPR W/GR Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35001	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35002	REPAIR ARTERY RUPTURE, N Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35005	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35011	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35013	REPAIR ARTERY RUPTURE, A Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35021	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35022	REPAIR ARTERY RUPTURE, C Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35045	REPAIR DEFECT OF ARM ART Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35081	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35082	REPAIR ARTERY RUPTURE, A Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35091	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35092	REPAIR ARTERY RUPTURE, A Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35102	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35103	REPAIR ARTERY RUPTURE, G Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35111	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35112	REPAIR ARTERY RUPTURE,SP Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35121	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35122	REPAIR ARTERY RUPTURE, B Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35131	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35132	REPAIR ARTERY RUPTURE, G Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35141	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35142	REPAIR ARTERY RUPTURE, T Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35151	REPAIR DEFECT OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35152	REPAIR ARTERY RUPTURE, K Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35180	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35182	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35184	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35189	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35190	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35211	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35216	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35221	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35241	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35246	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35251	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35271	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35276	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35281	REPAIR BLOOD VESSEL LESI Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35301	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35302	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35303	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35304	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35305	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35306	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35311	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35321	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35331	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35341	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35351	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35355	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35361	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35363	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35371	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35372	RECHANNELING OF ARTERY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35390	REOPERATION, CAROTID ADD Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35400	ANGIOSCOPY Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35450	REPAIR ARTERIAL BLOCKAGE Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35452	REPAIR ARTERIAL BLOCKAGE Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35458	REPAIR ARTERIAL BLOCKAGE Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35501	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35506	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35508	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35509	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35510	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35511	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35512	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35515	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35516	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35518	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35521	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35522	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35523	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35525	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35526	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
35531	ARTERY BYPASS GRAFT Fast Certify Contact Customer Service at 1-855-999-1522 for authorization
