HCPC	Seq Num	RIC	Long Description	Short Description	PI1	PI2	PI3	PI4	MPI	CIM1	CIM2	CIM3	MCM1	MCM2	MCM3	Statute	Lab Cert1	Lab Cert2	Lab Cert3	Lab Cert4	Lab Cert5	Lab Cert6	Lab Cert7	Lab Cert8	X-Ref1	X-Ref2	X-Ref3	X-Ref4	X-Ref5	Coverage	ASC Pay Grp	ASC Pay Grp Eff Date	MOG Pay Grp	MOG Pay Ind	MOG Eff Date	Proc Note	BETOS	FILLER	TOS1	TOS2	TOS3	TOS4	TOS5	Anest Base Units	Code Add Date	Action Eff Date	Term Date	Action Code
A9538	00100	3	"TECHNETIUM TC-99M PYROPHOSPHATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 25"	Tc99m pyrophosphate	57				A																					C							I1E		4					  0	20060101	20060101		N
A9538	00200	4	MILLICURIES																																													
A9539	00100	3	"TECHNETIUM TC-99M PENTETATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 25 MILLICURIES"	Tc99m pentetate	57				A																					C							I1E		4					  0	20060101	20060101		N
A9540	00100	3	"TECHNETIUM TC-99M MACROAGGREGATED ALBUMIN, DIAGNOSTIC, PER STUDY DOSE, UP TO 10"	Tc99m MAA	57				A																					C							I1E		4					  0	20060101	20060101		N
A9540	00200	4	MILLICURIES																																													
A9541	00100	3	"TECHNETIUM TC-99M SULFUR COLLOID, DIAGNOSTIC, PER STUDY DOSE, UP TO 20"	Tc99m sulfur colloid	57				A																					C							I1E		4					  0	20060101	20060101		N
A9541	00200	4	MILLICURIES																																													
A9542	00100	3	"INDIUM IN-111 IBRITUMOMAB TIUXETAN, DIAGNOSTIC, PER STUDY DOSE, UP TO 5"	"In111 ibritumomab, dx"	51				A																					C							I1E		4					  0	20060101	20060101		N
A9542	00200	4	MILLICURIES																																													
A9543	00100	3	"YTTRIUM Y-90 IBRITUMOMAB TIUXETAN, THERAPEUTIC, PER TREATMENT DOSE, UP TO 40"	"Y90 ibritumomab, rx"	51				A																					C							I1E		6					  0	20060101	20060101		N
A9543	00200	4	MILLICURIES																																													
A9544	00100	3	"IODINE I-131 TOSITUMOMAB, DIAGNOSTIC, PER STUDY DOSE"	"I131 tositumomab, dx"	57				A																					C							I1E		4					  0	20060101	20060101		N
A9545	00100	3	"IODINE I-131 TOSITUMOMAB, THERAPEUTIC, PER TREATMENT DOSE"	"I131 tositumomab, rx"	57				A																					C							I1E		6					  0	20060101	20060101		N
A9546	00100	3	"COBALT CO-57/58, CYANOCOBALAMIN, DIAGNOSTIC, PER STUDY DOSE, UP TO 1 MICROCURIE"	Co57/58	53				A																					C							I1E		4					  0	20060101	20060101		N
A9547	00100	3	"INDIUM IN-111 OXYQUINOLINE, DIAGNOSTIC, PER 0.5 MILLICURIE"	In111 oxyquinoline	53				A																					C							I1E		4					  0	20060101	20060101		N
A9548	00100	3	"INDIUM IN-111 PENTETATE, DIAGNOSTIC, PER 0.5 MILLICURIE"	In111 pentetate	53				A																					C							I1E		4					  0	20060101	20060101		N
A9550	00100	3	"TECHNETIUM TC-99M SODIUM GLUCEPTATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 25"	Tc99m gluceptate	53				A																					C							I1E		4					  0	20060101	20060101		N
A9550	00200	4	MILLICURIE																																													
A9551	00100	3	"TECHNETIUM TC-99M SUCCIMER, DIAGNOSTIC, PER STUDY DOSE, UP TO 10 MILLICURIES"	Tc99m succimer	53				A																					C							I1E		4					  0	20060101	20060101		N
A9552	00100	3	"FLUORODEOXYGLUCOSE F-18 FDG, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES"	F18 fdg	53				A																					C							I1E		4					  0	20060101	20060101		N
A9553	00100	3	"CHROMIUM CR-51 SODIUM CHROMATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 250"	Cr51 chromate	53				A																					C							I1E		4					  0	20060101	20060101		N
A9553	00200	4	MICROCURIES																																													
A9554	00100	3	"IODINE I-125 SODIUM IOTHALAMATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 10"	"I125 iothalamate, dx"	53				A																					C							I1E		4					  0	20060101	20060101		N
A9554	00200	4	MICROCURIES																																													
A9555	00100	3	"RUBIDIUM RB-82, DIAGNOSTIC, PER STUDY DOSE, UP TO 60 MILLICURIES"	Rb82 rubidium	99				9																					C							I1E		4					  0	20060101	20060101		N
A9556	00100	3	"GALLIUM GA-67 CITRATE, DIAGNOSTIC, PER MILLICURIE"	Ga67 gallium	57				A																					C							I1E		4					  0	20060101	20060101		N
A9557	00100	3	"TECHNETIUM TC-99M BICISATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 25 MILLICURIES"	Tc99m bicisate	57				A																					C							I1E		4					  0	20060101	20060101		N
A9558	00100	3	"XENON XE-133 GAS, DIAGNOSTIC, PER 10 MILLICURIES"	Xe133 xenon 10mci	57				A																					C							I1E		4					  0	20060101	20060101		N
A9559	00100	3	"COBALT CO-57 CYANOCOBALAMIN, ORAL, DIAGNOSTIC, PER STUDY DOSE, UP TO 1"	Co57 cyano	57				A																					C							I1E		4					  0	20060101	20060101		N
A9559	00200	4	MICROCURIE																																													
A9560	00100	3	"TECHNETIUM TC-99M LABELED RED BLOOD CELLS, DIAGNOSTIC, PER STUDY DOSE, UP TO 30"	Tc99m labeled rbc	57				A																					C							I1E		4					  0	20060101	20060101		N
A9560	00200	4	MILLICURIES																																													
A9561	00100	3	"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES"	Tc99m oxidronate	57				A																					C							I1E		4					  0	20060101	20060101		N
A9562	00100	3	"TECHNETIUM TC-99M MERTIATIDE, DIAGNOSTIC, PER STUDY DOSE, UP TO 15 MILLICURIES"	Tc99m mertiatide	57				A																					C							I1E		4					  0	20060101	20060101		N
A9563	00100	3	"SODIUM PHOSPHATE P-32, THERAPEUTIC, PER MILLICURIE"	P32 Na phosphate	57				A																					C							I1E		6					  0	20060101	20060101		N
A9564	00100	3	"CHROMIC PHOSPHATE P-32 SUSPENSION, THERAPEUTIC, PER MILLICURIE"	P32 chromic phosphate	57				A																					C							I1E		6					  0	20060101	20060101		N
A9565	00100	3	"INDIUM IN-111 PENTETREOTIDE, DIAGNOSTIC, PER MILLICURIE"	In111 pentetreotide	57				A																					C							I1E		4					  0	20060101	20080101	20071231	N
A9566	00100	3	"TECHNETIUM TC-99M FANOLESOMAB, DIAGNOSTIC, PER STUDY DOSE, UP TO 25 MILLICURIES"	Tc99m fanolesomab	57				A																					C							I1E		4					  0	20060101	20060101		N
A9567	00100	3	"TECHNETIUM TC-99M PENTETATE, DIAGNOSTIC, AEROSOL, PER STUDY DOSE, UP TO 75"	Technetium TC-99m aerosol	57				A																					C							I1E		4					  0	20060101	20060101		N
A9567	00200	4	MILLICURIES																																													
A9568	00100	3	"TECHNETIUM TC-99M ARCITUMOMAB, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES"	Technetium tc99m arcitumomab	53				A																					C							I1E		4					  0	20070101	20070101		N
A9569	00100	3	"TECHNETIUM TC-99M EXAMETAZIME LABELED AUTOLOGOUS WHITE BLOOD CELLS, DIAGNOSTIC,"	Technetium TC-99m auto WBC	57				A																					C							I1E		4					  0	20080101	20080101		N
A9569	00200	4	PER STUDY DOSE																																													
A9570	00100	3	"INDIUM IN-111 LABELED AUTOLOGOUS WHITE BLOOD CELLS, DIAGNOSTIC, PER STUDY DOSE"	Indium In-111 auto WBC	57				A																					C							I1E		4					  0	20080101	20080101		N
A9571	00100	3	"INDIUM IN-111 LABELED AUTOLOGOUS PLATELETS, DIAGNOSTIC, PER STUDY DOSE"	Indium IN-111 auto platelet	57				A																					C							I1E		4					  0	20080101	20080101		N
A9572	00100	3	"INDIUM IN-111 PENTETREOTIDE, DIAGNOSTIC, PER STUDY DOSE, UP TO 6 MILLICURIES"	Indium In-111 pentetreotide	57				A																					C							I1E		4					  0	20080101	20080101		N
A9576	00100	3	"INJECTION, GADOTERIDOL, (PROHANCE MULTIPACK), PER ML"	Inj prohance multipack	51				A																					C							I1E		4					  0	20080101	20080101		N
A9577	00100	3	"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE), PER ML"	Inj multihance	51				A																					C							I1E		4					  0	20080101	20080101		N
A9578	00100	3	"INJECTION, GADOBENATE DIMEGLUMINE (MULTIHANCE MULTIPACK), PER ML"	Inj multihance multipack	51				A																					C							I1E		4					  0	20080101	20080101		N
A9579	00100	3	"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, NOT OTHERWISE"	"Gad-base MR contrast NOS,1ml"	51				A																					C							I1E		4					  0	20080101	20080101		N
A9579	00200	4	"SPECIFIED (NOS), PER ML"																																													
A9580	00100	3	"SODIUM FLUORIDE F-18, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES"	Sodium fluoride F-18	57				A																					C							I1E		4					  0	20090101	20090101		N
A9581	00100	3	"INJECTION, GADOXETATE DISODIUM, 1 ML"	Gadoxetate disodium inj	51				A																					C	YY	20100101					I2D		1	P				  0	20100101	20100101		A
A9582	00100	3	"IODINE I-123 IOBENGUANE, DIAGNOSTIC, PER STUDY DOSE, UP TO 15 MILLICURIES"	Iodine I-123 iobenguane	51				A																					C	YY	20100101					I1E		4					  0	20100101	20100101		A
A9583	00100	3	"INJECTION, GADOFOSVESET TRISODIUM, 1 ML"	Gadofosveset trisodium inj	51				A																					C	YY	20100101					I1E		4					  0	20100101	20100101		A
A9600	00100	3	"STRONTIUM SR-89 CHLORIDE, THERAPEUTIC, PER MILLICURIE"	Sr89 strontium	57				A																					C							I1E		6					  0	19980101	20060101		N
A9604	00100	3	"SAMARIUM SM-153 LEXIDRONAM, THERAPEUTIC, PER TREATMENT DOSE, UP TO 150"	Sm 153 lexidronam	57				A																					C							I1E		6					  0	20100101	20100101		A
A9604	00200	4	MILLICURIES																																													
A9605	00100	3	"SAMARIUM SM-153 LEXIDRONAMM, THERAPEUTIC, PER 50 MILLICURIES"	Sm 153 lexidronm	57				A																					C							I1E		6					  0	19990101	20100101	20091231	D
A9698	00100	3	"NON-RADIOACTIVE CONTRAST IMAGING MATERIAL, NOT OTHERWISE CLASSIFIED, PER STUDY"	Non-rad contrast materialNOC	51				A				15022																	D							I1E		4					  0	20060101	20060101		N
A9699	00100	3	"RADIOPHARMACEUTICAL, THERAPEUTIC, NOT OTHERWISE CLASSIFIED"	Radiopharm rx agent noc	57				A																					C							I1E		6					  0	20030101	20060101		N
A9700	00100	3	"SUPPLY OF INJECTABLE CONTRAST MATERIAL FOR USE IN ECHOCARDIOGRAPHY, PER STUDY"	Echocardiography Contrast	57				A				15360																	D							I1E		9					  0	20010101	20010101		N
A9900	00100	3	"MISCELLANEOUS DME SUPPLY, ACCESSORY, AND/OR SERVICE COMPONENT OF ANOTHER HCPCS"	Supply/accessory/service	46				A																					C							D1E		9					  0	20000101	20010101		N
A9900	00200	4	CODE																																													
A9901	00100	3	"DME DELIVERY, SET UP, AND/OR DISPENSING SERVICE COMPONENT OF ANOTHER HCPCS CODE"	Delivery/set up/dispensing	46				A																					C							D1E		9					  0	20000101	20010101		N
A9999	00100	3	"MISCELLANEOUS DME SUPPLY OR ACCESSORY, NOT OTHERWISE SPECIFIED"	"DME supply or accessory, nos"	46				A																					C							D1F		9					  0	20040101	20040101		N
B4034	00100	3	"ENTERAL FEEDING SUPPLY KIT; SYRINGE FED, PER DAY, INCLUDES BUT NOT LIMITED TO"	Enter feed supkit syr by day	39				A	65-10			2130	4450																D							O1C		E					  0	19860101	20110101		C
B4034	00200	4	"FEEDING/FLUSHING SYRINGE, ADMINISTRATION SET TUBING, DRESSINGS, TAPE"																																													
B4035	00100	3	"ENTERAL FEEDING SUPPLY KIT;  PUMP FED, PER DAY, INCLUDES BUT NOT LIMITED TO"	Enteral feed supp pump per d	39				A	65-10			2130	4450																D							O1C		E					  0	19860101	20110101		C
B4035	00200	4	"FEEDING/FLUSHING SYRINGE, ADMINISTRATION SET TUBING, DRESSINGS, TAPE"																																													
B4036	00100	3	"ENTERAL FEEDING SUPPLY KIT; GRAVITY FED, PER DAY, INCLUDES BUT NOT LIMITED TO"	Enteral feed sup kit grav by	39				A	65-10			2130	4450																D							O1C		E					  0	19860101	20110101		C
B4036	00200	4	"FEEDING/FLUSHING SYRINGE, ADMINISTRATION SET TUBING, DRESSINGS, TAPE"																																													
B4081	00100	3	NASOGASTRIC TUBING WITH STYLET	Enteral ng tubing w/ stylet	39				A	65-10			2130	4450																D							O1C		E					  0	19860101	20020101		N
B4082	00100	3	NASOGASTRIC TUBING WITHOUT STYLET	Enteral ng tubing w/o stylet	39				A	65-10			2130	4450																D							O1C		E					  0	19860101	20020101		N
B4083	00100	3	STOMACH TUBE - LEVINE TYPE	Enteral stomach tube levine	39				A	65-10			2130	4450																D							O1C		E					  0	19860101	20020101		N
B4086	00100	3	"GASTROSTOMY / JEJUNOSTOMY TUBE, ANY MATERIAL, ANY TYPE, (STANDARD OR LOW"	Gastrostomy/jejunostomy tube	39				A																					C							O1C		E					  0	20020101	20080101	20071231	N
B4086	00200	4	"PROFILE), EACH"																																													
B4087	00100	3	"GASTROSTOMY/JEJUNOSTOMY TUBE, STANDARD, ANY MATERIAL, ANY TYPE, EACH"	"Gastro/jejuno tube, std"	39				A																					C							O1C		E					  0	20080101	20080101		N
B4088	00100	3	"GASTROSTOMY/JEJUNOSTOMY TUBE, LOW-PROFILE, ANY MATERIAL, ANY TYPE, EACH"	"Gastro/jejuno tube, low-pro"	39				A																					C							O1E		E					  0	20080101	20080101		N
B4100	00100	3	"FOOD THICKENER, ADMINISTERED ORALLY, PER OUNCE"	Food thickener oral	00				9	60-9																				M							Z2		E					  0	20030101	20050101		N
B4102	00100	3	"ENTERAL FORMULA, FOR ADULTS, USED TO REPLACE FLUIDS AND ELECTROLYTES (E.G."	EF adult fluids and electro	39				A	65-10																				D							O1C		E					  0	20050101	20050101		N
B4102	00200	4	"CLEAR LIQUIDS), 500 ML = 1 UNIT"																																													
B4103	00100	3	"ENTERAL FORMULA, FOR PEDIATRICS, USED TO REPLACE FLUIDS AND ELECTROLYTES (E.G."	EF ped fluid and electrolyte	46				A	65-10																				D							O1C		E					  0	20050101	20050101		N
B4103	00200	4	"CLEAR LIQUIDS), 500 ML = 1 UNIT"																																													
B4104	00100	3	ADDITIVE FOR ENTERAL FORMULA (E.G. FIBER)	Additive for enteral formula	00				9	65-10																				D							O1C		E					  0	20050101	20050101		N
B4149	00100	3	"ENTERAL FORMULA, MANUFACTURED BLENDERIZED NATURAL FOODS WITH INTACT NUTRIENTS,"	EF blenderized foods	39				A	65-10			2130	4450																D							O1C		E					  0	20050101	20060101		N
B4149	00200	4	"INCLUDES PROTEINS, FATS, CARBOHYDRATES, VITAMINS AND MINERALS, MAY INCLUDE"																																													
B4149	00300	4	"FIBER, ADMINISTERED THROUGH AN ENTERAL FEEDING TUBE, 100 CALORIES = 1 UNIT"																																													
B4150	00100	3	"ENTERAL FORMULA, NUTRITIONALLY COMPLETE WITH INTACT NUTRIENTS, INCLUDES"	EF complet w/intact nutrient	39				A	65-10			2130	4450																D							O1C		E					  0	19860101	20050101		N
B4150	00200	4	"PROTEINS, FATS, CARBOHYDRATES, VITAMINS AND MINERALS, MAY INCLUDE FIBER,"																																													
B4150	00300	4	"ADMINISTERED THROUGH AN ENTERAL FEEDING TUBE, 100 CALORIES = 1 UNIT"																																													
B4152	00100	3	"ENTERAL FORMULA, NUTRITIONALLY COMPLETE, CALORICALLY DENSE (EQUAL TO OR GREATER"	EF calorie dense>/=1.5Kcal	39				A	65-10			2130	4450																D							O1C		E					  0	19840101	20050101		N
B4152	00200	4	"THAN 1.5 KCAL/ML) WITH INTACT NUTRIENTS, INCLUDES PROTEINS, FATS,"																																													
B4152	00300	4	"CARBOHYDRATES, VITAMINS AND MINERALS, MAY INCLUDE FIBER, ADMINISTERED THROUGH"																																													
B4152	00400	4	"AN ENTERAL FEEDING TUBE, 100 CALORIES = 1 UNIT"																																													
B4153	00100	3	"ENTERAL FORMULA, NUTRITIONALLY COMPLETE, HYDROLYZED PROTEINS (AMINO ACIDS AND"	EF hydrolyzed/amino acids	39				A	65-10			2130	4450																D							O1C		E					  0	19860101	20050101		N
B4153	00200	4	"PEPTIDE CHAIN), INCLUDES FATS, CARBOHYDRATES, VITAMINS AND MINERALS, MAY"																																													
B4153	00300	4	"INCLUDE FIBER, ADMINISTERED THROUGH AN ENTERAL FEEDING TUBE, 100 CALORIES = 1"																																													
B4153	00400	4	UNIT																																													
B4154	00100	3	"ENTERAL FORMULA, NUTRITIONALLY COMPLETE, FOR SPECIAL METABOLIC NEEDS, EXCLUDES"	EF spec metabolic noninherit	39				A	65-10			2130	4450																D							O1C		E					  0	19840101	20050101		N
B4154	00200	4	"INHERITED DISEASE OF METABOLISM, INCLUDES ALTERED COMPOSITION OF PROTEINS,"																																													
B4154	00300	4	"FATS, CARBOHYDRATES, VITAMINS AND/OR MINERALS, MAY INCLUDE FIBER, ADMINISTERED"																																													
B4154	00400	4	"THROUGH AN ENTERAL FEEDING TUBE, 100 CALORIES = 1 UNIT"																																													
B4155	00100	3	"ENTERAL FORMULA, NUTRITIONALLY INCOMPLETE/MODULAR NUTRIENTS, INCLUDES SPECIFIC"	EF incomplete/modular	39				A	65-10			2130	4450																D							O1C		E					  0	19860101	20050101		N
B4155	00200	4	"NUTRIENTS, CARBOHYDRATES (E.G. GLUCOSE POLYMERS), PROTEINS/AMINO ACIDS (E.G."																																													
B4155	00300	4	"GLUTAMINE, ARGININE), FAT (E.G. MEDIUM CHAIN TRIGLYCERIDES) OR COMBINATION,"																																													
B4155	00400	4	"ADMINISTERED THROUGH AN ENTERAL FEEDING TUBE, 100 CALORIES = 1 UNIT"																																													
B4157	00100	3	"ENTERAL FORMULA, NUTRITIONALLY COMPLETE, FOR SPECIAL METABOLIC NEEDS FOR"	EF special metabolic inherit	39				A	65-10																				D							O1C		E					  0	20050101	20050101		N
B4157	00200	4	"INHERITED DISEASE OF METABOLISM, INCLUDES PROTEINS, FATS, CARBOHYDRATES,"																																													
B4157	00300	4	"VITAMINS AND MINERALS, MAY INCLUDE FIBER, ADMINISTERED THROUGH AN ENTERAL"																																													
B4157	00400	4	"FEEDING TUBE, 100 CALORIES = 1 UNIT"																																													
B4158	00100	3	"ENTERAL FORMULA, FOR PEDIATRICS, NUTRITIONALLY COMPLETE WITH INTACT NUTRIENTS,"	EF ped complete intact nut	46				A	65-10																				D							O1C		E					  0	20050101	20050101		N
B4158	00200	4	"INCLUDES PROTEINS, FATS, CARBOHYDRATES, VITAMINS AND MINERALS, MAY INCLUDE"																																													
B4158	00300	4	"FIBER AND/OR IRON, ADMINISTERED THROUGH AN ENTERAL FEEDING TUBE, 100 CALORIES ="																																													
B4158	00400	4	1 UNIT																																													
B4159	00100	3	"ENTERAL FORMULA, FOR PEDIATRICS, NUTRITIONALLY COMPLETE SOY BASED WITH INTACT"	EF ped complete soy based	46				A	65-10																				D							O1C		E					  0	20050101	20050101		N
B4159	00200	4	"NUTRIENTS, INCLUDES PROTEINS, FATS, CARBOHYDRATES, VITAMINS AND MINERALS, MAY"																																													
B4159	00300	4	"INCLUDE FIBER AND/OR IRON, ADMINISTERED THROUGH AN ENTERAL FEEDING TUBE, 100"																																													
B4159	00400	4	CALORIES = 1 UNIT																																													
B4160	00100	3	"ENTERAL FORMULA, FOR PEDIATRICS, NUTRITIONALLY COMPLETE CALORICALLY DENSE"	EF ped caloric dense>/=0.7kc	46				A	65-10																				D							O1C		E					  0	20050101	20050101		N
B4160	00200	4	"(EQUAL TO OR GREATER THAN 0.7 KCAL/ML) WITH INTACT NUTRIENTS, INCLUDES"																																													
B4160	00300	4	"PROTEINS, FATS, CARBOHYDRATES, VITAMINS AND MINERALS, MAY INCLUDE FIBER,"																																													
B4160	00400	4	"ADMINISTERED THROUGH AN ENTERAL FEEDING TUBE, 100 CALORIES = 1 UNIT"																																													
B4161	00100	3	"ENTERAL FORMULA, FOR PEDIATRICS, HYDROLYZED/AMINO ACIDS AND PEPTIDE CHAIN"	EF ped hydrolyzed/amino acid	46				A	65-10																				D							O1C		E					  0	20050101	20050101		N
B4161	00200	4	"PROTEINS, INCLUDES FATS, CARBOHYDRATES, VITAMINS AND MINERALS, MAY INCLUDE"																																													
