ndc	atc	description
00536-1079-97	S01BA	"Corticosteroids, plain"
00536-1079-97	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00536-1079-97	S02BA	Corticosteroids
00536-1087-94	S01KA	Viscoelastic substances
00536-1118-25	M02AB	Capsaicin and similar agents
00536-1118-25	N01BX	Other local anesthetics
00536-1169-01	A06AB	Contact laxatives
00536-1169-01	A06AA	"Softeners, emollients"
00536-1850-85	R01BA	Sympathomimetics
00536-1945-83	A02AB	Aluminium compounds
00536-1945-83	A02AA	Magnesium compounds
00536-1945-83	G04BX	Other urologicals
00536-1962-97	D10AB	Preparations containing sulfur
00536-1962-97	D01AE	Other antifungals for topical use
00536-1962-97	S01BC	"Antiinflammatory agents, non-steroids"
00536-1995-53	D01AE	Other antifungals for topical use
00536-2770-85	A12AA	Calcium
00536-3111-08	M01AX	"Other antiinflammatory and antirheumatic agents, non-steroids"
00536-3218-01	N02BE	Anilides
00536-3481-07	B03AA	"Iron bivalent, oral preparations"
00536-3481-07	B03AD	Iron in combination with folic acid
00536-3791-01	A02AC	Calcium compounds
00536-3791-01	A12AA	Calcium
00536-3792-01	A02AC	Calcium compounds
00536-3792-01	A12AA	Calcium
00536-5150-26	D01AE	Other antifungals for topical use
00536-5904-01	A06AB	Contact laxatives
00536-6671-01	A12CB	Zinc
00536-6680-01	A12CC	Magnesium
00536-7033-01	C04AC	Nicotinic acid and derivatives
00536-7033-01	C10AD	Nicotinic acid and derivatives
00536-8501-80	A11CA	"Vitamin A, plain"
00536-8501-80	D10AD	Retinoids for topical use in acne
00536-8501-80	R01AX	Other nasal preparations
00536-8501-80	S01XA	Other ophthalmologicals
00536-8501-80	A11GA	"Ascorbic acid (vitamin C), plain"
00536-8501-80	G01AD	Organic acids
00555-1054-56	D10AD	Retinoids for topical use in acne
00555-1054-56	D10BA	Retinoids for treatment of acne
00555-1056-60	D10AD	Retinoids for topical use in acne
00555-1056-60	D10BA	Retinoids for treatment of acne
00555-9008-67	G03AA	"Progestogens and estrogens, fixed combinations"
00555-9008-67	G03AB	"Progestogens and estrogens, sequential preparations"
00555-9008-67	G03CA	"Natural and semisynthetic estrogens, plain"
00555-9008-67	L02AA	Estrogens
00555-9008-67	G03AC	Progestogens
00555-9008-67	G03DC	Estren derivatives
00555-9014-67	G03AA	"Progestogens and estrogens, fixed combinations"
00555-9014-67	G03AB	"Progestogens and estrogens, sequential preparations"
00555-9014-67	G03CA	"Natural and semisynthetic estrogens, plain"
00555-9014-67	L02AA	Estrogens
00555-9014-67	G03AC	Progestogens
00555-9014-67	G03AD	Emergency contraceptives
00555-9020-58	G03AA	"Progestogens and estrogens, fixed combinations"
00555-9020-58	G03AB	"Progestogens and estrogens, sequential preparations"
00555-9020-58	G03CA	"Natural and semisynthetic estrogens, plain"
00555-9020-58	L02AA	Estrogens
00555-9020-58	G03AC	Progestogens
00555-9020-58	G03AD	Emergency contraceptives
00555-9025-42	G03AA	"Progestogens and estrogens, fixed combinations"
00555-9025-42	G03AB	"Progestogens and estrogens, sequential preparations"
00555-9025-42	G03CA	"Natural and semisynthetic estrogens, plain"
00555-9025-42	L02AA	Estrogens
00555-9025-42	G03AC	Progestogens
00555-9025-42	G03DC	Estren derivatives
00555-9032-70	B03AA	"Iron bivalent, oral preparations"
00555-9032-70	B03AD	Iron in combination with folic acid
00555-9032-70	G03AA	"Progestogens and estrogens, fixed combinations"
00555-9032-70	G03AB	"Progestogens and estrogens, sequential preparations"
00555-9032-70	G03CA	"Natural and semisynthetic estrogens, plain"
00555-9032-70	L02AA	Estrogens
00555-9032-70	G03AC	Progestogens
00555-9032-70	G03DC	Estren derivatives
00555-9034-58	G03AA	"Progestogens and estrogens, fixed combinations"
00555-9034-58	G03AB	"Progestogens and estrogens, sequential preparations"
00555-9034-58	G03CA	"Natural and semisynthetic estrogens, plain"
00555-9034-58	L02AA	Estrogens
00555-9034-58	G03AC	Progestogens
00555-9034-58	G03DC	Estren derivatives
00555-9051-67	G03AC	Progestogens
00555-9051-67	G03AA	"Progestogens and estrogens, fixed combinations"
00555-9051-67	G03AB	"Progestogens and estrogens, sequential preparations"
00555-9051-67	G03CA	"Natural and semisynthetic estrogens, plain"
00555-9051-67	L02AA	Estrogens
00555-9066-67	G03AA	"Progestogens and estrogens, fixed combinations"
00555-9066-67	G03AB	"Progestogens and estrogens, sequential preparations"
00555-9066-67	G03CA	"Natural and semisynthetic estrogens, plain"
00555-9066-67	L02AA	Estrogens
00555-9066-67	G03AC	Progestogens
00555-9066-67	G03DC	Estren derivatives
00573-0150-20	C01EB	Other cardiac preparations
00573-0150-20	G02CC	Antiinflammatory products for vaginal administration
00573-0150-20	M01AE	Propionic acid derivatives
00573-0150-20	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
00573-0150-20	R02AX	Other throat preparations
00573-0164-20	D04AA	Antihistamines for topical use
00573-0164-20	R06AA	Aminoalkyl ethers
00573-0164-20	C01EB	Other cardiac preparations
00573-0164-20	G02CC	Antiinflammatory products for vaginal administration
00573-0164-20	M01AE	Propionic acid derivatives
00573-0164-20	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
00573-0164-20	R02AX	Other throat preparations
00573-0167-25	D04AA	Antihistamines for topical use
00573-0167-25	R06AA	Aminoalkyl ethers
00573-0167-25	C01EB	Other cardiac preparations
00573-0167-25	G02CC	Antiinflammatory products for vaginal administration
00573-0167-25	M01AE	Propionic acid derivatives
00573-0167-25	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
00573-0167-25	R02AX	Other throat preparations
00573-0169-20	C01EB	Other cardiac preparations
00573-0169-20	G02CC	Antiinflammatory products for vaginal administration
00573-0169-20	M01AE	Propionic acid derivatives
00573-0169-20	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
00573-0169-20	R02AX	Other throat preparations
00573-0170-30	C01EB	Other cardiac preparations
00573-0170-30	G02CC	Antiinflammatory products for vaginal administration
00573-0170-30	M01AE	Propionic acid derivatives
00573-0170-30	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
00573-0170-30	R02AX	Other throat preparations
00573-0175-11	C01EB	Other cardiac preparations
00573-0175-11	G02CC	Antiinflammatory products for vaginal administration
00573-0175-11	M01AE	Propionic acid derivatives
00573-0175-11	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
00573-0175-11	R02AX	Other throat preparations
00573-0184-32	C01EB	Other cardiac preparations
00573-0184-32	G02CC	Antiinflammatory products for vaginal administration
00573-0184-32	M01AE	Propionic acid derivatives
00573-0184-32	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
00573-0184-32	R02AX	Other throat preparations
00573-0184-32	R01BA	Sympathomimetics
00573-0188-10	R06AB	Substituted alkylamines
00573-0188-10	C01EB	Other cardiac preparations
00573-0188-10	G02CC	Antiinflammatory products for vaginal administration
00573-0188-10	M01AE	Propionic acid derivatives
00573-0188-10	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
00573-0188-10	R02AX	Other throat preparations
00573-0188-10	R01BA	Sympathomimetics
00573-0191-20	C01EB	Other cardiac preparations
00573-0191-20	G02CC	Antiinflammatory products for vaginal administration
00573-0191-20	M01AE	Propionic acid derivatives
00573-0191-20	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
00573-0191-20	R02AX	Other throat preparations
00573-0218-25	C05AD	Local anesthetics
00573-0218-25	D04AB	Anesthetics for topical use
00573-0218-25	N01BA	Esters of aminobenzoic acid
00573-0218-25	R02AD	"Anesthetics, local"
00573-2451-14	A02BC	Proton pump inhibitors
00573-2620-65	R06AX	Other antihistamines for systemic use
00573-2660-12	R06AX	Other antihistamines for systemic use
00573-2660-12	R01BA	Sympathomimetics
00573-2830-10	A01AC	Corticosteroids for local oral treatment
00573-2830-10	A07EA	Corticosteroids acting locally
00573-2830-10	C05AA	Corticosteroids
00573-2830-10	D07AA	"Corticosteroids, weak (group I)"
00573-2830-10	D07XA	"Corticosteroids, weak, other combinations"
00573-2830-10	H02AB	Glucocorticoids
00573-2830-10	S01BA	"Corticosteroids, plain"
00573-2830-10	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00573-2830-10	S02BA	Corticosteroids
00573-2868-10	C05AD	Local anesthetics
00573-2868-10	D04AB	Anesthetics for topical use
00573-2868-10	A06AG	Enemas
00573-2868-10	A06AX	Other drugs for constipation
00573-2868-10	C01CA	Adrenergic and dopaminergic agents
00573-2868-10	R01AA	"Sympathomimetics, plain"
00573-2868-10	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
00573-2868-10	R01BA	Sympathomimetics
00573-2868-10	S01FB	Sympathomimetics excl. antiglaucoma preparations
00573-2868-10	S01GA	Sympathomimetics used as decongestants
00573-2871-10	A06AA	"Softeners, emollients"
00573-2871-10	C01CA	Adrenergic and dopaminergic agents
00573-2871-10	R01AA	"Sympathomimetics, plain"
00573-2871-10	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
00573-2871-10	R01BA	Sympathomimetics
00573-2871-10	S01FB	Sympathomimetics excl. antiglaucoma preparations
00573-2871-10	S01GA	Sympathomimetics used as decongestants
00573-2880-31	C01CA	Adrenergic and dopaminergic agents
00573-2880-31	R01AA	"Sympathomimetics, plain"
00573-2880-31	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
00573-2880-31	R01BA	Sympathomimetics
00573-2880-31	S01FB	Sympathomimetics excl. antiglaucoma preparations
00573-2880-31	S01GA	Sympathomimetics used as decongestants
00573-2952-10	C01CA	Adrenergic and dopaminergic agents
00573-2952-10	R01AA	"Sympathomimetics, plain"
00573-2952-10	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
00573-2952-10	R03CA	Alpha- and beta-adrenoreceptor agonists
00573-2952-10	S01FB	Sympathomimetics excl. antiglaucoma preparations
00573-2952-10	R05CA	Expectorants
00574-0069-15	B05CX	Other irrigating solutions
00574-0069-15	V04CA	Tests for diabetes
00574-0069-15	V06DC	Carbohydrates
00574-0121-04	A07BA	Charcoal preparations
00574-0404-15	A07AA	Antibiotics
00574-0404-15	D01AA	Antibiotics
00574-0404-15	G01AA	Antibiotics
00574-0404-50	A07AA	Antibiotics
00574-0404-50	D01AA	Antibiotics
00574-0404-50	G01AA	Antibiotics
00574-0618-16	A06AA	"Softeners, emollients"
00574-0866-10	L04AD	Calcineurin inhibitors
00574-0866-10	S01XA	Other ophthalmologicals
00574-0870-05	G03CA	"Natural and semisynthetic estrogens, plain"
00574-0872-05	G03CA	"Natural and semisynthetic estrogens, plain"
00574-2020-01	A01AC	Corticosteroids for local oral treatment
00574-2020-01	A07EA	Corticosteroids acting locally
00574-2020-01	C05AA	Corticosteroids
00574-2020-01	D07AA	"Corticosteroids, weak (group I)"
00574-2020-01	D07XA	"Corticosteroids, weak, other combinations"
00574-2020-01	H02AB	Glucocorticoids
00574-2020-01	S01BA	"Corticosteroids, plain"
00574-2020-01	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00574-2020-01	S02BA	Corticosteroids
00574-2067-27	G03CA	"Natural and semisynthetic estrogens, plain"
00574-4190-35	D10AF	Antiinfectives for treatment of acne
00574-4190-35	S01AB	Sulfonamides
00574-4250-35	D06AX	Other antibiotics for topical use
00574-4250-35	J01XX	Other antibacterials
00574-4250-35	R02AB	Antibiotics
00574-4250-35	A01AB	Antiinfectives and antiseptics for local oral treatment
00574-4250-35	A07AA	Antibiotics
00574-4250-35	B05CA	Antiinfectives
00574-4250-35	J01GB	Other aminoglycosides
00574-4250-35	S01AA	Antibiotics
00574-4250-35	S02AA	Antiinfectives
00574-4250-35	S03AA	Antiinfectives
00574-4250-35	J01XB	Polymyxins
00574-7034-12	A01AD	Other agents for local oral treatment
00574-7034-12	B01AC	Platelet aggregation inhibitors excl. heparin
00574-7034-12	N02BA	Salicylic acid and derivatives
00574-7036-12	A01AD	Other agents for local oral treatment
00574-7036-12	B01AC	Platelet aggregation inhibitors excl. heparin
00574-7036-12	N02BA	Salicylic acid and derivatives
00574-7040-01	A07DA	Antipropulsives
00574-7040-01	N02AA	Natural opium alkaloids
00574-7045-01	A07DA	Antipropulsives
00574-7045-01	N02AA	Natural opium alkaloids
00574-7110-12	N02AA	Natural opium alkaloids
00574-7112-12	N02AA	Natural opium alkaloids
00574-7114-12	N02AA	Natural opium alkaloids
00574-7116-12	N02AA	Natural opium alkaloids
00574-7224-06	N02AA	Natural opium alkaloids
00575-6200-30	C02DA	Thiazide derivatives
00575-6200-30	V03AH	Drugs for treatment of hypoglycemia
00591-2363-60	G03BA	3-oxoandrosten (4) derivatives
00591-2579-20	J05AB	Nucleosides and nucleotides excl. reverse transcriptase inhibitors
00591-2641-01	N02BE	Anilides
00591-2641-01	N06BC	Xanthine derivatives
00591-2641-01	R05DA	Opium alkaloids and derivatives
00591-2888-30	B03BA	Vitamin B12 (cyanocobalamin and analogues)
00591-2888-30	V03AB	Antidotes
00591-2981-35	D06BB	Antivirals
00591-2992-39	D04AA	Antihistamines for topical use
00591-2992-39	R06AD	Phenothiazine derivatives
00591-3900-87	N06DX	Other anti-dementia drugs
00591-5713-01	N06AA	Non-selective monoamine reuptake inhibitors
00591-5714-01	N06AA	Non-selective monoamine reuptake inhibitors
00591-5715-01	N06AA	Non-selective monoamine reuptake inhibitors
00591-5716-30	N06AA	Non-selective monoamine reuptake inhibitors
00597-0006-01	C02AC	Imidazoline receptor agonists
00597-0006-01	N02CX	Other antimigraine preparations
00597-0006-01	S01EA	Sympathomimetics in glaucoma therapy
00597-0007-01	C02AC	Imidazoline receptor agonists
00597-0007-01	N02CX	Other antimigraine preparations
00597-0007-01	S01EA	Sympathomimetics in glaucoma therapy
00597-0011-01	C02AC	Imidazoline receptor agonists
00597-0011-01	N02CX	Other antimigraine preparations
00597-0011-01	S01EA	Sympathomimetics in glaucoma therapy
00597-0019-01	B01AC	Platelet aggregation inhibitors excl. heparin
00597-0081-30	R01AX	Other nasal preparations
00597-0081-30	R03BB	Anticholinergics
00597-0086-76	R01AX	Other nasal preparations
00597-0086-76	R03BB	Anticholinergics
00597-0101-90	N04BC	Dopamine agonists
00597-0108-54	B01AE	Direct thrombin inhibitors
00597-0109-17	N04BC	Dopamine agonists
00597-0113-17	N04BC	Dopamine agonists
00597-0137-30	L01XE	Protein kinase inhibitors
00597-0138-30	L01XE	Protein kinase inhibitors
00597-0140-30	A10BH	Dipeptidyl peptidase 4 (DPP-4) inhibitors
00597-0141-30	L01XE	Protein kinase inhibitors
00597-0143-60	L01XE	Protein kinase inhibitors
00597-0145-60	L01XE	Protein kinase inhibitors
00597-0146-18	A10BH	Dipeptidyl peptidase 4 (DPP-4) inhibitors
00597-0146-18	A10BD	Combinations of oral blood glucose lowering drugs
00597-0146-18	A10BA	Biguanides
00597-0147-18	A10BH	Dipeptidyl peptidase 4 (DPP-4) inhibitors
00597-0147-18	A10BD	Combinations of oral blood glucose lowering drugs
00597-0147-18	A10BA	Biguanides
00597-0148-18	A10BH	Dipeptidyl peptidase 4 (DPP-4) inhibitors
00597-0148-18	A10BD	Combinations of oral blood glucose lowering drugs
00597-0148-18	A10BA	Biguanides
00597-0149-54	B01AE	Direct thrombin inhibitors
00597-0152-07	A10BK	Sodium-glucose co-transporter 2 (SGLT2) inhibitors
00597-0155-31	R03AC	Selective beta-2-adrenoreceptor agonists
00597-0164-07	A10BH	Dipeptidyl peptidase 4 (DPP-4) inhibitors
00597-0164-07	A10BK	Sodium-glucose co-transporter 2 (SGLT2) inhibitors
00597-0164-07	A10BD	Combinations of oral blood glucose lowering drugs
00597-0168-18	A10BK	Sodium-glucose co-transporter 2 (SGLT2) inhibitors
00597-0168-18	A10BD	Combinations of oral blood glucose lowering drugs
00597-0168-18	A10BA	Biguanides
00597-0182-07	A10BH	Dipeptidyl peptidase 4 (DPP-4) inhibitors
00597-0182-07	A10BK	Sodium-glucose co-transporter 2 (SGLT2) inhibitors
00597-0182-07	A10BD	Combinations of oral blood glucose lowering drugs
00597-0183-90	N04BC	Dopamine agonists
00597-0184-61	N04BC	Dopamine agonists
00597-0191-61	N04BC	Dopamine agonists
00597-0192-61	R03AC	Selective beta-2-adrenoreceptor agonists
00597-0300-20	A10BK	Sodium-glucose co-transporter 2 (SGLT2) inhibitors
00597-0300-20	A10BD	Combinations of oral blood glucose lowering drugs
00597-0300-20	A10BA	Biguanides
00603-0149-21	A06AB	Contact laxatives
00603-0149-21	A06AA	"Softeners, emollients"
00603-0648-88	M02AB	Capsaicin and similar agents
00603-0648-88	N01BX	Other local anesthetics
00603-0649-88	M02AB	Capsaicin and similar agents
00603-0649-88	N01BX	Other local anesthetics
00603-0857-58	R05CA	Expectorants
00603-1075-54	R05DA	Opium alkaloids and derivatives
00603-1075-54	R05CA	Expectorants
00603-1078-58	R05DA	Opium alkaloids and derivatives
00603-1078-58	R05CA	Expectorants
00603-1078-58	R01BA	Sympathomimetics
00603-1449-47	A11DA	"Vitamin B1, plain"
00603-1449-47	A11CA	"Vitamin A, plain"
00603-1449-47	D10AD	Retinoids for topical use in acne
00603-1449-47	R01AX	Other nasal preparations
00603-1449-47	S01XA	Other ophthalmologicals
00603-1449-47	B03BA	Vitamin B12 (cyanocobalamin and analogues)
00603-1449-47	A11HA	Other plain vitamin preparations
00603-1449-47	A11GA	"Ascorbic acid (vitamin C), plain"
00603-1449-47	G01AD	Organic acids
00603-1449-47	A11CC	Vitamin D and analogues
00603-1449-47	C04AC	Nicotinic acid and derivatives
00603-1449-47	C10AD	Nicotinic acid and derivatives
00603-1449-47	A01AA	Caries prophylactic agents
00603-1449-47	A12CD	Fluoride
00603-1588-54	R05DA	Opium alkaloids and derivatives
00603-1588-54	C01CA	Adrenergic and dopaminergic agents
00603-1588-54	R01AA	"Sympathomimetics, plain"
00603-1588-54	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
00603-1588-54	R01BA	Sympathomimetics
00603-1588-54	S01FB	Sympathomimetics excl. antiglaucoma preparations
00603-1588-54	S01GA	Sympathomimetics used as decongestants
00603-1588-54	D04AA	Antihistamines for topical use
00603-1588-54	R06AD	Phenothiazine derivatives
00603-1787-47	A11CA	"Vitamin A, plain"
00603-1787-47	D10AD	Retinoids for topical use in acne
00603-1787-47	R01AX	Other nasal preparations
00603-1787-47	S01XA	Other ophthalmologicals
00603-1787-47	A11GA	"Ascorbic acid (vitamin C), plain"
00603-1787-47	G01AD	Organic acids
00603-1787-47	A11CC	Vitamin D and analogues
00603-1787-47	B03AA	"Iron bivalent, oral preparations"
00603-1787-47	B03AD	Iron in combination with folic acid
00603-1787-47	A01AA	Caries prophylactic agents
00603-1787-47	A12CD	Fluoride
00603-3881-28	N02BE	Anilides
00603-3881-28	R05DA	Opium alkaloids and derivatives
00603-5467-16	N02BE	Anilides
00603-5467-16	N02AC	Diphenylpropylamine derivatives
00603-7607-02	G03AA	"Progestogens and estrogens, fixed combinations"
00603-7607-02	G03AB	"Progestogens and estrogens, sequential preparations"
00603-7607-02	G03CA	"Natural and semisynthetic estrogens, plain"
00603-7607-02	L02AA	Estrogens
00603-7607-02	G03AC	Progestogens
00603-7607-02	G03DC	Estren derivatives
00603-7609-01	B03AA	"Iron bivalent, oral preparations"
00603-7609-01	B03AD	Iron in combination with folic acid
00603-7609-01	G03AA	"Progestogens and estrogens, fixed combinations"
00603-7609-01	G03AB	"Progestogens and estrogens, sequential preparations"
