source	count	destination
Hønsekød (f83)-IgE;P	2	IGNORE
Omega 5 Gliadin (f416)-IgE;P	2	IGNORE
2020-052 M Mito Bone Blod	2	IGNORE
Leptospira-Ab gruppe;P	2	IGNORE
Tramadol;U	2	IGNORE
Aggregation, ristocetin 0,48;Trc(B)	2	IGNORE
2017-068 B 4 mL EDTA x 1	2	IGNORE
CTRC-gen;DNA	2	IGNORE
2021-010 Å INDEED Tid 15-18 stor P	2	IGNORE
Poliovirus 2-Ab;P	2	IGNORE
2016-056 Å 2,5 mL PAX gene x 2	2	IGNORE
2020-00B COVID-19 Personale	2	IGNORE
Klorid;Pt(U)	2	IGNORE
2017-068 B 6 mL RØD	2	IGNORE
TEK-LILLA3 x 3	2	IGNORE
2010-066 4,0 mL EDTA x 2	2	IGNORE
Ovariecancer panel	2	IGNORE
2020-052 M 10 mL Spidsglas 1 af 1	2	IGNORE
2020-052 M 4 mL GUL/gel 2 af 2	2	IGNORE
Parietalcelle-Ab(IgG) [PCA];P	2	IGNORE
Hønseæggeblomme (f75)-IgE;P	2	IGNORE
Somatotropin [GH] (60 min);P	2	IGNORE
2017-068 B 4 mL MGRØN Ugel x 2	2	IGNORE
Blodtype;Erc(B)	2	IGNORE
2017-004 I Genodermatose	2	IGNORE
EDTA lilla 3 ml x1, FOLFIRI RAS/RAF	2	IGNORE
Kortisol. Hirsu grp;Binyrebark	2	IGNORE
Ecstasy;U	2	IGNORE
2020-088 Q 4 ml EDTA 3 af 3	2	IGNORE
Kobolt;B	2	IGNORE
Mammacancer panel (SLB Vejle)	2	IGNORE
2020-00F PTSD dag 1 - blod	2	IGNORE
Koagulationsfaktor XII (koag.);P	2	IGNORE
Protrombin;P	2	IGNORE
2017-042 S 2,5 mL PAX-gene 1 af 1	2	IGNORE
PMS2-gen;DNA	2	IGNORE
PNH-undersøgelse;B	2	IGNORE
PLA2R-Ab(IgG);P	2	IGNORE
CFTR-gen (PHE508DEL);DNA	2	IGNORE
Aggregation, ristocetin 0,62;Trc(B)	2	IGNORE
2017-068 B 10 mL EDTA x 2	2	IGNORE
Airleaf, Sputum	2	IGNORE
2021-031 M 10 mL EDTA 1 af 1	2	IGNORE
Paroxetin;P	2	IGNORE
Parvovirus B-19 (DNA);P	2	IGNORE
Koagulation, batroxobin-induceret;P	2	IGNORE
Poliovirus 3-Ab;P	2	IGNORE
2017-068 B 3mL LGRØN x 1	2	IGNORE
2020-046 B 6 ml RØD 1 af 1	2	IGNORE
Ethambutol;P	2	IGNORE
EDTA lilla 4 ml x 1, NK-Check	2	IGNORE
Protrombin 20210GA;DNA	2	IGNORE
EDTA Lilla 3 ml,PerPros	2	IGNORE
2021-R01 KFE 21.05 COVID VACC V4	2	IGNORE
Gangliosid GM3-IgG;P	2	IGNORE
Teknisk Plasma viskositet;P	2	IGNORE
2014-078 4,0 mL RØD x 2	2	IGNORE
2014-023 J Physacto 1237.16 v1	2	IGNORE
Autoimmun encefalit gruppe;P	2	IGNORE
2020-046 B 4 ml EDTA 2 af 2	2	IGNORE
2020-046 B 4 ml EDTA 1 af 2	2	IGNORE
2017-042 S SIPHON V0&2 Blod	2	IGNORE
2020-046 B 3 ml LiHep 1 af 1	2	IGNORE
2021-010 Å INDEED Tid 10-15 lille P	2	IGNORE
2020-052 M 10 mL EDTA 1 af 5	2	IGNORE
2016-056 Å 10,0 mL EDTA x 1	2	IGNORE
Bloddyrkning (perit);Dialysv	2	IGNORE
2014-078 X MPN	2	IGNORE
EDTA lilla 9 ml x 3, DETECT-DK	2	IGNORE
EDTA 9 ml x 1, Daratumumab	2	IGNORE
Myeloperoxidase-Ab(IgG);P	2	IGNORE
Transcortin;P	2	IGNORE
Laktose(indgivet p.o., masse);Pt	2	IGNORE
Leukocytter(mononukl.);Lkc(Asc)	2	IGNORE
2015-004 B CONDI-2	2	IGNORE
2020-052 M 4 mL Tørglas 1 af 1	2	IGNORE
U1 snRNP 70 kDa-Ab(IgG);P	2	IGNORE
URIN gul 6 ml x 2, PerPros	2	IGNORE
2020-088 Q 4 ml EDTA 1 af 3	2	IGNORE
Paraneoplastisk syndrom-Ab grp;Csv	2	IGNORE
Proinsulin (180 min);P	2	IGNORE
Urin 6/2, PerPros	2	IGNORE
Mucor racemosus (m4)-IgG;P	2	IGNORE
Duefjer (e215)-IgE;P	2	IGNORE
Projekt OBERON, Sputum	2	IGNORE
PALB2-gen;DNA	2	IGNORE
Api m 10-IgE;P	2	IGNORE
Anæmiudredning; B	2	IGNORE
Amylase, makroform (0 1);P	2	IGNORE
EDTA lilla k2 9 ml x 1, NeoToc	2	IGNORE
LCT-gen(MIM601806.0001);DNA(B)	2	IGNORE
Streptococcus pneumoniae(Ag);U	2	IGNORE
2014-078 4,0 mL EDTA x 2	2	IGNORE
EDTA lilla 4 ml x 1, Toco-CoR	2	IGNORE
2020-00E SDOI Biobank urin	2	IGNORE
Tek. LUPUS, PTT-LA konf;P	2	IGNORE
Tek. LUPUS, PTTLA Scr./PTTLA Konf;P	2	IGNORE
Lymphocytes::B-lymfocytter;B	2	Lymphocytes#
Troponin T - POCT;P	2	IGNORE
Fibrillarin-Ab(IgG);P	2	IGNORE
Østradiol (non-SHBG bundet);P	2	IGNORE
2016-056 2 mL EDTA x 1	2	IGNORE
2020-052 M 10 mL EDTA 4 af 5	2	IGNORE
2010-066 4,0 mL RØD x 3	2	IGNORE
Transplantationsforlig;Lymc(B)	2	IGNORE
EDTA lilla 9 ml x 4, WW3	2	IGNORE
2014-078 3,0 mL LiHe x 2	2	IGNORE
2017-042 S Recall Biopsi Div	2	IGNORE
2019-015 U Hæmatomvæske Blod	2	IGNORE
Arvelig mammacancer panel	2	IGNORE
Hepatitis B virus s (Ag);P	2	IGNORE
2020-052 M 4 mL GUL/gel 1 af 2	2	IGNORE
Insulin (180 min);P	2	IGNORE
Insulin (240 min);P	2	IGNORE
Insulin (30 min);P	2	IGNORE
TEK-MGRØN x 2	2	IGNORE
Kreatinin-clearance (<16 år);Nyre	2	IGNORE
Albumin masseh.;Pt(nU)	2	IGNORE
2020-088 Q Qcovid Delprojekt 1 FLU	2	IGNORE
2020-088 Q 4 ml Tørglas 3 af 3	2	IGNORE
2020-088 Q 4 ml Tørglas 1 af 3	2	IGNORE
Glutamatdecarboxylase(gad65)-Ab;Csv	2	IGNORE
HLA (fuld type);DNA	2	IGNORE
Laktose (indgivet p.o.);Pt	2	IGNORE
Fentanyl;U	2	IGNORE
Mitokondrie-Ab;P	2	IGNORE
2020-088 Q 4 ml Tørglas 2 af 3	2	IGNORE
Narkotika/Lægemidler std.pakke;U	2	IGNORE
2016-056 Å BELIEVE V1+V2	2	IGNORE
Manglende patient	2	IGNORE
Pr.2020 COPD Follow up	2	IGNORE
Mycobacterium tuberculosis;Csv	2	IGNORE
Haptokorrin;P	2	IGNORE
Fibrinogen (imm.);P	2	IGNORE
EDTA lilla 9 ml x 3, Toco-CoR	2	IGNORE
Hepatitis B virus(DNA) (0 1)[HBV];P	2	IGNORE
EDTA lilla 4ml x 1, DETECT-DK	2	IGNORE
6-O-Monoacetylmorphin;U	2	IGNORE
Citrat / Kreatinin ratio;U	2	IGNORE
2018-034 R GARNET KFE18.08 Ca-125	2	IGNORE
Projekt PARADESE	2	IGNORE
2020-00I Zabas Safety	2	IGNORE
2012-057 4 ml EDTA(K2) x 1	2	IGNORE
2019-087 Y 4 mL EDTA 1 af 1	2	IGNORE
2018-029 E 6 mL tør x 2	2	IGNORE
2012-057 6 ml MBLÅ spc.rens Crom/CU	2	IGNORE
Sacchar. cerevisiae-Ab[ASCA];P	2	IGNORE
2012-057 PEO Cobolt Krom	2	IGNORE
2018-015 L ESW FU 1/3 md urin	2	IGNORE
pO2;P(mixB)	2	IGNORE
2018-058 R KFE 18.15 FU år 2-5	2	IGNORE
Lynch syndrom panel	2	IGNORE
2019-010 S PeriVe 3 mL LiHe 3 af 5	2	IGNORE
Projekt Opticus neuritis (ON), Csv	2	IGNORE
2018-029 E NIM	2	IGNORE
2019-010 S PeriVe 4 mL EDTA 1 af 3	2	IGNORE
2019-010 S PeriVe 3 mL LiHe 1 af 5	2	IGNORE
2018-010 Å WN39658 Week 2,41,103	2	IGNORE
Proj-013 4 mL EDTA 1 af 3	2	IGNORE
Proj-013 6 mL Rød 3 af 3	2	IGNORE
Proj-013 D FRAGINOC Visit 1	2	IGNORE
2012-023 PEM T2DM Urin	2	IGNORE
2019-010 S PeriVe 2,5 mL Pax 1 af 1	2	IGNORE
Purkinjecelle(Yo)-Ab(IgG);P	2	IGNORE
Laktat;P(mixB)	2	IGNORE
2018-025 N Cannabis EB	2	IGNORE
2018-025 N Cannabis UB	2	IGNORE
2018-026 Q 2,5 mL Pax-gene x 1	2	IGNORE
Keratin-Ab(IgG);P	2	IGNORE
Projekt QBW251	2	IGNORE
2018-029 E 4 mL EDTA x 2	2	IGNORE
2019-010 S PeriVe 4 mL EDTA 1 af 1	2	IGNORE
RET-gen;DNA	2	IGNORE
Gangliosid GM2-IgM;P	2	IGNORE
Projekt Danrisk Follow Up	2	IGNORE
Ovariecancer panel (SLB, Vejle)	2	IGNORE
Insulin (300 min);P	2	IGNORE
Insulin (60 min);P	2	IGNORE
Proinsulin (-10 min);P	2	IGNORE
Gangliosid GM1-IgG;P	2	IGNORE
Gulerod (f31)-IgE;P	2	IGNORE
RØD10/2, PerPros	2	IGNORE
2020-024 KIA 10 mL EDTA x 1	2	IGNORE
Undulatfæces (e77)-IgG;P	2	IGNORE
Lepidoglyphus destr.(d71)-IgE;P	2	IGNORE
FAECES opsamling, Coloxx	2	IGNORE
Faderskabssag;Pt	2	IGNORE
Proinsulin (30 min);P	2	IGNORE
Erytrocytter(Howell-Jolly);B	2	IGNORE
2017-068 B EMPIRE Blod V2+4 TO	2	IGNORE
Rifampicin;P	2	IGNORE
pH;P(mixB)	2	IGNORE
SERPINC1-gen;DNA	2	IGNORE
2019-010 S PeriVe 4 mL EDTA 2 af 3	2	IGNORE
2018-015 L ESW Døgnurin	2	IGNORE
2019-010 S Prof_Biobank_Perifer Ven	2	IGNORE
2019-010 S PeriVe 6 mL Tør 1 af 6	2	IGNORE
2019-010 S PeriVe 3 mL LiHe 2 af 5	2	IGNORE
Amylase, pancreastype;U	2	IGNORE
2019-087 Y 10 mL EDTA 1 af 1	2	IGNORE
Rød 2x10 ml E-ZAC	2	IGNORE
Ammonium;P(aB)	2	IGNORE
O2 sat.;Hb(mixB)	2	IGNORE
Hæmoglobin, usædvanligt;Hb(B)	2	IGNORE
Glucose::Glucose;P(mixB)	2	IGNORE
Rubellavirus-IgG;P	2	IGNORE
Proinsulin (0 min);P	2	IGNORE
Bakteriel DNA/PCR sekv.;B	2	IGNORE
Bacterier;Csv	2	IGNORE
Anti-HBc (total) ELISA, konfimatorisk test	2	IGNORE
2015-044-005 C DRB 6 mL tør rød x 3	2	IGNORE
Hydrogencarbonat (aktuel);P(cvB)	2	IGNORE
Hæmoglobin C;Hb(B)	2	IGNORE
2015-058 L LEST Baseline Blod	2	IGNORE
Hæmoglobin D;Hb(B)	2	IGNORE
Hæmoglobin E;Hb(B)	2	IGNORE
2015-101 N Kro Polyneuropati kun BB	2	IGNORE
Phtalsyreanhydrid (k79)-IgE;P	2	IGNORE
Pancreas ø-celle(ICA)-Ab;P	2	IGNORE
Undulatfæces (e77)-IgE;P	2	IGNORE
Hæmoglobin A;Hb(B)	2	IGNORE
Valnød (t10)-IgE;P	2	IGNORE
Herpes simplexvirus-IgG [HSV];P	2	IGNORE
Heparin-Induc. Trombocytopeni(Type 2);Pt	2	IGNORE
2013-078 2,5 mL GUL x 6	2	IGNORE
Hba1c::Hæmoglobin A1;Hb(B)	2	IGNORE
P-Calprotectin Teknisk	2	IGNORE
Projekt Cresendo, EKG	2	IGNORE
Plasminogenaktivatorinhib.1(enz.);P	2	IGNORE
Pistacie (f203)-IgE;P	2	IGNORE
2013-019 4 mL RØD x 1mGel	2	IGNORE
Tørglas 4ml x3, CVID	2	IGNORE
Parakitfjer (e196)-IgE;P	2	IGNORE
HFE (Standard) (SLB Vejle)	2	IGNORE
Erythrocytter,vol.fr.;B(mixB)	2	IGNORE
Hæmoglobin A2;Hb(B)	2	IGNORE
Hydrogencarbonat(standard);P(mixB)	2	IGNORE
Potassium::Kalium-ion;P(mixB)	2	IGNORE
2015-044-005 C DRB SLE GEIST	2	IGNORE
2015-044-005 C DRB 10 mL EDTA x 1	2	IGNORE
Exom;DNA	2	IGNORE
Neurofilament polypept.-IgG;Csv	2	IGNORE
Platelets::Trombocytter - POCT;B	2	IGNORE
Hemoglobin::Hæmoglobin(Fe);B(mixB)	2	IGNORE
Phadia, kommentar;P	2	IGNORE
Hepatitis B virus s-Ag, gravid;P	2	IGNORE
Projekt Cresendo	2	IGNORE
Rug (g12)-IgE;P	2	IGNORE
Proj-013 6 mL Rød 2 af 3	2	IGNORE
2018-010 Å 6,0 mL EDTA x 1 is	2	IGNORE
Glukose;Drænv	2	IGNORE
2013-019 4 mL EDTA x 4	2	IGNORE
Spidsglas 2 ml x 1, ON	2	IGNORE
Aspergillus(Galactomannan Ag);Sekr	2	IGNORE
Pr. 2010 DUAL(bes.1 uge/ændring)	2	IGNORE
Koriogonadotropin beta,Doubletest;P	2	IGNORE
Aquaporin 4-IgG;Csv	2	IGNORE
Apolipoprotein B;P	2	IGNORE
Api m 10 (i217)-IgE;P	2	IGNORE
2013-019 4 mL RØD x 1	2	IGNORE
Celletype(Donor ID);Celler(Marv)	2	IGNORE
Projekt Spondylartropatier;U	2	IGNORE
Projekt Spondylartropatier	2	IGNORE
pCO2;P(mixB)	2	IGNORE
Legionella pneumophila-Ab(IgG);P	2	IGNORE
Serum rød 10 ml x 2, Daratumumab	2	IGNORE
Mucor racemosus (m4)-IgE;P	2	IGNORE
2018-015 L 10 mL EDTA x 3	2	IGNORE
Proj-013 6 mL Rød 1 af 3	2	IGNORE
Proj-013 4 mL EDTA 2 af 3	2	IGNORE
Calcium / Kreatinin ratio;Nyre	2	IGNORE
Proj-013 4 mL EDTA 3 af 3	2	IGNORE
Projekt B12 og D-vit til Med.Stuega	2	IGNORE
Slim;U	2	IGNORE
Kortisol (1 d);P	2	IGNORE
Sodium::Natrium-ion;P(mixB)	2	IGNORE
Kontrolprøve;DNA	2	IGNORE
2018-010 Å 3,0 mL EDTA x 1 is	2	IGNORE
Gangliosid GM2-IgG;P	2	IGNORE
2015-044-005 C DRB 2,5 mL Paxge x 2	2	IGNORE
EDTA lilla 9 ml x 2, Coloxx	2	IGNORE
Insulin (-10 min);P	2	IGNORE
Cøliaki relateret vævstype	2	IGNORE
Hæmoglobin S;Hb(B)	2	IGNORE
Hæmoglobin(andet);Hb(B)	2	IGNORE
Clonazepam;P	2	IGNORE
Projekt CVID(2019-064 PEQ)	2	IGNORE
2015-078 Y Voknse+børn >50kg	2	IGNORE
Sild (f205)-IgE;P	2	IGNORE
Projekt 2008-044 PIT	2	IGNORE
Aspergillus-Ab;P	2	IGNORE
Poliovirus 1-Ab;P	2	IGNORE
Immunglobulin M (kappa);P	2	IGNORE
Koagulationsfaktor XI (koag.);P	2	IGNORE
P-Acidic ribosomal protein-antistof(IgG)	2	IGNORE
Somatotropin [GH] (90 min);P	2	IGNORE
2017-068 B EMPIRE Urin V2+4 TO	2	IGNORE
2016-056 Å BELIEVE	2	IGNORE
Gangliosid GQ1b-IgG;P	2	IGNORE
Tek. LUPUS, LA-CH/LA-SU;P	2	IGNORE
2018-053 Å I'm still st. V Baseline	2	IGNORE
2020-00E SDOI Biobank fæces	2	IGNORE
2020-052 M 10 mL Tørglas 1 af 2	2	IGNORE
Projekt Challenge Kontrol	2	IGNORE
Tyrophagus putresce.(d72)-IgE;P	2	IGNORE
Østronsulfat;P	2	IGNORE
Glukose(indgivet p.o., masse);Pt	2	IGNORE
2017-042 S  1,8mL Nu x 2 LBIOP Snap	2	IGNORE
proj. Urinstix Projekt	2	IGNORE
Projekt BloodSpot	2	IGNORE
Projekt AVADEC amb	2	IGNORE
Pr2018 LIRA-KOL Screening	2	IGNORE
2020-024 KIA 6 mL CPDA x 6	2	IGNORE
2020-052 M 10 mL EDTA 5 af 5	2	IGNORE
Bacterium;U	2	IGNORE
Bacterium;Ledv	2	IGNORE
Brucella-Ab;P	2	IGNORE
EDTA k2 lilla 10ml x 1, BSpot	2	IGNORE
Gangliosid GM3-IgM;P	2	IGNORE
TrombocytAb(frit);P	2	IGNORE
2016-056 Å BELIEVE V3-V5	2	IGNORE
Rickettsia arter(DNA);B	2	IGNORE
Manglende seng til EKG optagelse	2	IGNORE
MLH1-gen;DNA	2	IGNORE
EDTA k2 lilla 4 ml x 3	2	IGNORE
Polymyositis(PL-12)-Ab;P	2	IGNORE
B-Ekstra glas til KIA	2	IGNORE
F5-gen(MIM612309.0001); DNA(B)	2	IGNORE
Anti-Mi-2;P	2	IGNORE
Glukose (240 min);P(kB)	2	IGNORE
Epstein-Barr virus nukleær-IgG;P	2	IGNORE
Metamfetamin (konfirm);U	2	IGNORE
2021-031 M 10 mL RØD 2 af 2	2	IGNORE
Agecareprøver	2	IGNORE
2021-031 M 10 mL RØD 1 af 2	2	IGNORE
2022-00A MTL blod Biobank	2	IGNORE
Isoniazid;P	2	IGNORE
Projekt DD2	2	IGNORE
Adalimumab;P	2	IGNORE
Cytomegalovirus-Ab;P	2	IGNORE
Proinsulin C-peptid (120 min);P	2	IGNORE
Insulin (120 min);P	2	IGNORE
Parotitisvirus-Ab(IgG) (0 1);P	2	IGNORE
Somatotropin [GH] (0 min);P	2	IGNORE
Somatotropin [GH] (120 min);P	2	IGNORE
B-lymphocytter;Lymc(B)	2	IGNORE
Spermatozoer konc.;Sæd	2	IGNORE
SERPINA1-gen (hyppige mut.);DNA	2	IGNORE
SERUM rød 10 ml x 1, WW3	2	IGNORE
Proinsulin C-peptid (60 min);P	2	IGNORE
Somatotropin [GH] (30 min);P	2	IGNORE
Proinsulin (300 min);P	2	IGNORE
2019-015 U 4 mL EDTA 1 af 1	2	IGNORE
Projekt Compass	2	IGNORE
Østron;P	2	IGNORE
MSH2-gen;DNA	2	IGNORE
Proinsulin C-peptid (180 min);P	2	IGNORE
Pancreas ø-celle(ICA)-Ab(IgG);P	2	IGNORE
CHD-4 -Ab(IgG) [Mi-2];P	2	IGNORE
CFTR-gen;DNA	2	IGNORE
17-Hydroxyprogesteron (60 min);P	2	IGNORE
Pr. 2018 E-ZAC	2	IGNORE
Hepacivirus C(RNA);P	2	IGNORE
Hepatitis 1. US af eksponeret grp;P	2	IGNORE
Proinsulin C-peptid (240 min);P	2	IGNORE
Von Willebrand-faktor(CBA);P	2	IGNORE
MOG-IgG;P	2	IGNORE
Projekt Coloxx	2	IGNORE
Tørglas 4ml x3, 2008-044 PIT	2	IGNORE
2018-053 Å I'm still st. V. 16 uger	2	IGNORE
MRD-PCR;B	2	IGNORE
Proinsulin (120 min);P	2	IGNORE
NK-lymfocytter;B	2	IGNORE
EDTA lilla 4ml x3, CVID	2	IGNORE
Proinsulin (60 min);P	2	IGNORE
17-Hydroxyprogesteron (0 min);P	2	IGNORE
Genetisk analyse til Filadelfia;B	2	IGNORE
Phytanat+Fede syrer gruppe;P	2	IGNORE
Leukocytter(polynukl.);Lkc(Asc)	2	IGNORE
Krom;B	2	IGNORE
Tek. LUPUS, LA-SURE;P	2	IGNORE
2020-052 M 10 mL EDTA 3 af 5	2	IGNORE
Undulatfjer (e78)-IgG;P	2	IGNORE
HLA-B-gen (B5701);DNA	2	IGNORE
2020-024 KIA 10 mL RØD x 1	2	IGNORE
Laktatdehydrogenase;Ledv	2	IGNORE
Cystisk fibrose (CFTR)	2	IGNORE
Serum Rød 10 ml x 2, Coloxx	2	IGNORE
EDTAk2 lilla 4ml x1,ctDNA follow-up	2	IGNORE
2017-027 S 1,8 mL Nunc x 2	2	IGNORE
Daratumumab(Immunfiksation);P	2	IGNORE
Cryptococcus (Ag);P	2	IGNORE
2013-019 6 mL RØD x 3	2	IGNORE
2017-027 S Antitrypsin Væv D	2	IGNORE
2019-010 S PeriVe 6 mL Tør 3 af 6	2	IGNORE
2016-035 V SEVATS visit 2+3	2	IGNORE
Gangliosid GD1b-IgG;P	2	IGNORE
Neuroncellekerne type 1-Ab(IgG);P	2	IGNORE
Husstøv(Greer lab.inc.)-IgE;P	2	IGNORE
Varicella zoster virus-IgG[VZV];P	2	IGNORE
2017-042 S 4mL Tør 2 af 2	2	IGNORE
Tek- CO2 total;P(vB)	2	IGNORE
Vitamin K;P	2	IGNORE
Interferon beta-Ab;P	2	IGNORE
2019-010 S PeriVe 6 mL Tør 2 af 6	2	IGNORE
DNA(dobbeltstrenget)-Ab(IgG);P	2	IGNORE
2017-009 Q 6,0 mL RØD x 1	2	IGNORE
Coxiella burnetii-Ab;P	2	IGNORE
Diverse analyse til AfMd-AaIUH;B	2	IGNORE
Tek-Complement C1;P	2	IGNORE
2017-027 S Antitrypsin FU D	2	IGNORE
IFN-gamma-frig.(TB-rel.,gr.);T-lymc	2	IGNORE
Hæmoglobin H;Hb(B)	2	IGNORE
2017-042 S 4mL Tør 1 af 2	2	IGNORE
2013-019 M Normalmateriale	2	IGNORE
TEK-Glucose;P	2	IGNORE
INR::Koagulationsfaktor II+VII+X [INR];P(kB)	2	IGNORE
SyreBase og oxygen status kom.;Pt	2	IGNORE
Dried Blood Spot, NAT;B	2	IGNORE
Koagulation (Trombelastografi);B	1	IGNORE
P-Projekt Prosper Scr.	1	IGNORE
Mammacancer panel	1	IGNORE
Myg (i71)-IgE;P	1	IGNORE
Nordazepam,konfirm;U	1	IGNORE
Kimærisme gruppe;Celler(B)	1	IGNORE
NTHL1-gen;DNA	1	IGNORE
Kobber;Pt(U)	1	IGNORE
2021-028 J 3 mL LiHep 1 af 1	1	IGNORE
Triiodthyronin frit[T3];P(nsB)	1	IGNORE
P-Teknisk Digoxin,stofk.	1	IGNORE
2022-039 C AURORA	1	IGNORE
P-Kryofibrinogen (Teknisk),arb.k.	1	IGNORE
Parotitisvirus-Ab(IgM) (0 1);P	1	IGNORE
NPY methyleret DNA;P	1	IGNORE
2020-047 M SEMBONE V dag 0 Mænd	1	IGNORE
Kendt mutation (postnatal)	1	IGNORE
Sfærocytter;B	1	IGNORE
Blåmusling (f37)-IgE;P	1	IGNORE
Parechovirus(RNA);P	1	IGNORE
Boghvedefrø (f11)-IgE;P	1	IGNORE
Bøg, amerikansk (t5)-IgE;P	1	IGNORE
Teknisk EMA til KIA	1	IGNORE
Sesamfrø (f10)-IgE;P	1	IGNORE
2021-028 J CODEXP T.elastometri	1	IGNORE
Kappa-kæde(frit;monoklonalt);P	1	IGNORE
Lisdexamfetamin,konfirm;U	1	IGNORE
Von Willebrand-faktor (coll.bind);P	1	IGNORE
Parotitisvirus-IgG (Mumps);P	1	IGNORE
Interferon gamma(TB stim);T-lymc(B)	1	IGNORE
Intrinsic faktor-Ab(IgG);P	1	IGNORE
Kanariefjer (e201)-IgE;P	1	IGNORE
2020-046 B ARBAS 1+12+24mdr Aften	1	IGNORE
IgH-gen-rearrangement;B	1	IGNORE
AA21-004 SIRIRALS præop.	1	IGNORE
2020-067 U 5 ml Sarstedrør kl. 7-15	1	IGNORE
Malaria, kviktest;B	1	IGNORE
2021-091 Y 4 mL EDTA 1 af 1	1	IGNORE
2016-006 L BNP Blod	1	IGNORE
2020-052 M 8 ml. CPT-glas	1	IGNORE
2020-052 M Mito Bone Urin	1	IGNORE
2020-067 U 2 ml EDTA kl. 7-15	1	IGNORE
2020-067 U Cerebr.anerism Blod 7-15	1	IGNORE
AB0 uforligelig nyretx. Recipient;P	1	IGNORE
2021-091 Y 3 mL LIHEP GRØN 1 af 1	1	IGNORE
2020-047 M SEMBONE V dag 0 Kvinder	1	IGNORE
2021-091 Y 3,5 mL GELGUL 1 af 1	1	IGNORE
2020-046 B ARBAS Screen Hverdag	1	IGNORE
2021-091 Y Nefrogen DiabetesBiobank	1	IGNORE
Blå Na-Citrat 2,7 ml x 3	1	IGNORE
Infliximab-Ab(IgG);P	1	IGNORE
Parotitisvirus-IgM (Mumps);P	1	IGNORE
NMDAR1-Ab(IgG);Csv	1	IGNORE
Immunkompleks (C1q-bind.);P	1	IGNORE
Immunglobulin M (lambda);P	1	IGNORE
IgE (monoklonalt);P	1	IGNORE
IgE (kappa;monoklonalt);P	1	IGNORE
Koagulationsfaktor VIII(enz.);P	1	IGNORE
Aggregation, ristoc.-induc.;Trc(B)	1	IGNORE
Aggregation, kollagen-induc.;Trc(B)	1	IGNORE
Aggregation, ADP-induceret;Trc(B)	1	IGNORE
THC-COOH/kreatininkorrigeret;U	1	IGNORE
TEK-SPYT	1	IGNORE
TEK-RØD 10	1	IGNORE
TEK-PAXGENE	1	IGNORE
TEK-MGRØN 4x2	1	IGNORE
TEK-LILLA6x2	1	IGNORE
Bromazepam,konfirm;U	1	IGNORE
STAT3;B	1	IGNORE
Blå Na-Citrat 2,7 ml	1	IGNORE
Pr.2018 PROMETHEUS 1+4+EOS Intern	1	IGNORE
Helicobacter pylori-Ab(IgG);P	1	IGNORE
Hepatitis B virus gruppe;P	1	IGNORE
Pr. 2011-045 PEB HS TNI CABG	1	IGNORE
Pr. 2012  JC Virus	1	IGNORE
Pr. 2012 GABAPENTIN	1	IGNORE
Pr.2018 PROM væv med biopsi	1	IGNORE
Pr.2018 PROMETHEUS BIOBANK	1	IGNORE
Pr.2020 COPD Baseline	1	IGNORE
Pr.2018 PROMETHEUS alle intern	1	IGNORE
Hepatitis C virus-IgG,konfirm;P	1	IGNORE
Hepatitis D virus(RNA);P	1	IGNORE
Semen; Ejakulationstidspunkt;Pt	1	IGNORE
Serum 10 x 2, WW2	1	IGNORE
Campylobacter coli+jejuni-IgA;P	1	IGNORE
Pr2018 LIRA-KOL (Besøg 5)	1	IGNORE
Hantavirus-antistof;P	1	IGNORE
Blodtype, gravid;Erc(B)	1	IGNORE
CD34+, Stamceller	1	IGNORE
CFTR-gen (fuld sekv.);DNA	1	IGNORE
CFTR-gen (hyppige mut.);DNA	1	IGNORE
STK11-gen;DNA	1	IGNORE
Saccharomyces cerevisiae-Ab;P	1	IGNORE
Sarcolemma-Ab(IgG);P	1	IGNORE
Se notat i EPJ af dato:	1	IGNORE
Butylon;U	1	IGNORE
HTLV type I+II-Ab;P	1	IGNORE
Citrat / Kreatinin ratio;Pt(U)	1	IGNORE
Polyomavirus (DNA);P	1	IGNORE
Bos d lactoferrin-antistof(f334)-(IgE);P	1	IGNORE
Clonazepam,konfirm;U	1	IGNORE
Clobazam;P	1	IGNORE
HLA-klasse II-gen gruppe;DNA	1	IGNORE
Cladosporium cladosp. (m26-1)-IgE;P	1	IGNORE
Immunglobulin A-Ab(IgG);P	1	IGNORE
Burfugle(e78;196;201;213;214)-IgE;P	1	IGNORE
Brucella-Ab (0 1);P	1	IGNORE
Primær immundefekt panel;P	1	IGNORE
Blodketoner Afd. H OUH	1	IGNORE
Sexuel abstinens tid;Pt	1	IGNORE
Campylobacter coli+jejuni-IgM;P	1	IGNORE
Cancer-antigen 125:P	1	IGNORE
Cancer-antigen 15-3;P	1	IGNORE
Blå Na-Citrat 2,7 ml x 2	1	IGNORE
Polymyositis(Mi-2)-Ab(IgG);P	1	IGNORE
Binyrebark-Ab(IgG);P	1	IGNORE
Blod - tørglas;P	1	IGNORE
Bas. fos, knogletype(projekt);P	1	IGNORE
Bas.fos. placentatype;BasF(P)	1	IGNORE
Base excess (aktuel);P(nsB; aB)	1	IGNORE
Somatostatin;P	1	IGNORE
Immunglobulin A (lambda);P	1	IGNORE
Human herpesvirus 6B (DNA);P	1	IGNORE
Pol d 5(i210)-IgE;P	1	IGNORE
Pneumokok-Ab 7 valent	1	IGNORE
