Read0	Read1	Read3	Read4	Read code	# records	# patients	description	internal comment 2016	status 2016	type 2016	organ 2016	internal comment 2015	status 2015	type 2015	organ 2015
B	B9	B95	B95.	BB95.00	42	41	[M]Intraductal papilloma		[M] Benign	na	na	tumor	morph	na	na
B	B9	B95	B95.	BB95.12	7	7	[M]Ductal papilloma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B9	B96	B96.	BB96.00	1	1	[M]Noninfiltrating intraductal papillary adenocarcinoma					tumor	morph	na	na
B	B9	B9A	B9A.	BB9A.11	4	4	[M]Adenoma of the nipple		[M] Benign	Breast	Breast	tumor;benign	benign	na	na
B	B9	B9B	B9B.	BB9B.00	3	3	[M]Medullary carcinoma NOS					tumor	cancer	na	na
B	B9	B9B	B9B.	BB9B.11	2	1	[M]C cell carcinoma					tumor	morph	na	na
B	B9	B9E	B9E.	BB9E.00	6	6	[M]Lobular carcinoma in situ		[M] CIS	na	na	tumor	cancer	na	na
B	B9	B9E	B9E0	BB9E000	25	22	[M]Intraductal carcinoma and lobular carcinoma in situ		[M] CIS	na	na	tumor	morph	na	na
B	B9	B9F	B9F.	BB9F.00	14	13	[M]Lobular carcinoma NOS		[M] Cancer	na	na	tumor	cancer	na	na
B	B9	B9G	B9G.	BB9G.00	11	11	[M]Infiltrating ductular carcinoma					tumor	morph	na	na
B	B9	B9H	B9H.	BB9H.00	2	2	[M]Inflammatory carcinoma					tumor	morph	na	na
B	B9	B9J	B9J.	BB9J.00	42	30	"[M]Paget's disease, mammary"		[M] Cancer	Breast	Breast	tumor	cancer	na	na
B	B9	B9J	B9J.	BB9J.11	1	1	"[M]Paget's disease, breast"		[M] Cancer	Breast	Breast	tumor	cancer	na	na
B	B9	B9K	B9K.	BB9K.00	1	1	[M]Paget's disease and infiltrating breast duct carcinoma		[M] Cancer	Breast	Breast	tumor	cancer	na	na
B	B9	B9K	B9K0	BB9K000	12	11	[M]Paget's disease and intraductal carcinoma of breast		[M] Cancer	Breast	Breast	tumor	cancer	na	na
B	B9	B9L	B9L.	BB9L.00	35	12	"[M]Paget's disease, extramammary, exc Paget's disease bone"		[M] Cancer	Breast	Breast	tumor	cancer	na	na
B	B9	B9M	B9M.	BB9M.00	3	3	[M]Intracystic carcinoma NOS					tumor	morph	na	na
B	B9	B9z	B9z.	BB9z.00	6	6	"[M]Ductal, lobular or medullary neoplasm NOS"					tumor	morph	na	na
B	Ba	Ba.	Ba..	BBa..00	3	3	[M]Miscellaneous tumours		[M] Cancer	na	na	tumor	anc	na	na
B	Ba	Ba0	Ba0.	BBa0.00	18	10	[M]Craniopharyngioma		[M] Benign	na	na	tumor	cancer	na	na
B	Ba	Ba0	Ba0.	BBa0.11	1	1	[M]Rathke's pouch tumour		[M] Benign	na	na	tumor	cancer	na	na
B	Ba	Ba4	Ba4.	BBa4.00	1	1	[M]Melanotic neuroectodermal tumour		[M] Benign	na	na	tumor	cancer	na	na
B	Ba	Ba5	Ba5.	BBa5.00	3	3	[M]Chordoma		[M] Benign	na	na	tumor	cancer	na	na
B	Ba	Baz	Baz.	BBaz.00	2	2	[M]Miscellaneous tumour NOS					tumor	anc	na	na
B	Bb	Bb.	Bb..	BBb..00	12	12	[M]Gliomas		[M] Cancer	Brain	Brain	tumor	morph	na	na
B	Bb	Bb0	Bb0.	BBb0.00	7	6	"[M]Glioma, malignant"					medr_tumor;tumor;medr_benign	cancer	na	na
B	BB	BB0	BB0.	BBB0.00	9	7	[M]Adenosquamous carcinoma					medr_tumor;medr_benign	morph	na	na
B	Bb	Bb0	Bb0.	BBb0.11	95	78	[M]Glioma NOS					tumor	morph	na	na
B	Bb	Bb0	Bb0.	BBb0.12	3	3	[M]Gliosarcoma					tumor	morph	na	na
B	Bb	Bb1	Bb1.	BBb1.00	1	1	[M]Gliomatosis cerebri					tumor	morph	na	na
B	BB	BB1	BB1.	BBB1.11	2	2	[M]Warthin's tumour					tumor	benign	na	na
B	Bb	Bb3	Bb3.	BBb3.13	2	2	[M]Subependymoma					tumor	cancer	na	na
B	Bb	Bb5	Bb5.	BBb5.00	2	2	[M]Choroid plexus papilloma NOS					tumor	cancer	na	na
B	Bb	Bb7	Bb7.	BBb7.00	11	8	[M]Ependymoma NOS					tumor	cancer	na	na
B	Bb	BbB	BbB.	BBbB.00	25	19	[M]Astrocytoma NOS					tumor	cancer	na	na
B	Bb	BbB	BbB.	BBbB.11	2	2	[M]Astrocytic glioma					tumor	cancer	na	na
B	Bb	BbC	BbC.	BBbC.00	12	12	"[M]Astrocytoma, anaplastic type"					tumor	cancer	na	na
B	Bb	BbE	BbE.	BBbE.00	1	1	[M]Gemistocytic astrocytoma					tumor	cancer	na	na
B	Bb	BbG	BbG.	BBbG.00	6	3	[M]Pilocytic astrocytoma					tumor	cancer	na	na
B	Bb	BbL	BbL.	BBbL.00	62	53	[M]Glioblastoma NOS					tumor	cancer	na	na
B	Bb	BbL	BbL.	BBbL.11	240	177	[M]Glioblastoma multiforme					tumor	cancer	na	na
B	Bb	BbM	BbM.	BBbM.00	1	1	[M]Giant cell glioblastoma					tumor	cancer	na	na
B	Bb	BbQ	BbQ.	BBbQ.00	9	8	[M]Oligodendroglioma NOS					tumor	cancer	na	na
B	Bb	BbR	BbR.	BBbR.00	6	5	"[M]Oligodendroglioma, anaplastic type"					tumor	cancer	na	na
B	Bb	BbV	BbV.	BBbV.00	1	1	[M]Medullomyoblastoma					tumor	cancer	na	na
B	Bb	Bbz	Bbz.	BBbz.00	4	4	[M]Glioma NOS					tumor	cancer	na	na
B	Bc	Bc0	Bc0.	BBc0.00	5	5	[M]Ganglioneuromatous neoplasms					tumor	cancer	na	na
B	BC	BC0	BC0.	BBC0.12	12	11	[M]Ovarian stromal tumour		[M] Cancer	Ovary	Ovary	tumor	cancer	ovary	ovary
B	BC	BC0	BC0.	BBC0.13	7	7	[M]Testicular stromal tumour					tumor	cancer	na	na
B	Bc	Bc0	Bc00	BBc0000	1	1	[M]Ganglioneuroma					tumor	cancer	na	na
B	Bc	Bc0	Bc02	BBc0200	1	1	[M]Ganglioneuromatosis					tumor	cancer	na	na
B	Bc	Bc1	Bc1.	BBc1.00	1	1	[M]Neuroblastoma NOS					medr_tumor;tumor;medr_benign	cancer	na	na
B	BC	BC1	BC10	BBC1000	2	2	[M]Thecoma NOS					tumor	cancer	na	na
B	BC	BC3	BC3.	BBC3.00	9	9	[M]Granulosa cell tumour NOS					medr_tumor;medr_benign	cancer	na	na
B	Bc	Bc6	Bc6.	BBc6.00	3	3	[M]Ganglioglioma					tumor	cancer	na	na
B	Bc	Bc7	Bc7.	BBc7.11	1	1	[M]Neuroastrocytoma					tumor	cancer	na	na
B	Bc	BcC	BcC.	BBcC.11	2	2	[M]Olfactory neuroblastoma					tumor	cancer	na	na
B	BC	BCF	BCF.	BBCF.00	3	3	[M]Adrenal rest tumour					tumor	cancer	na	na
B	BC	BCG	BCG.	BBCG.00	11	10	[M]Sclerosing stromal tumour		[M] Benign	Ovary	Ovary	medr_tumor;tumor;medr_benign	benign	na	na
B	Bd	Bd.	Bd..	BBd..00	108	86	[M]Meningiomas	ido - changed all meningioma to ca_bg as they're mostly benign	[M] Benign	Brain	Brain	tumor	ca_bg	na	na
B	Bd	Bd0	Bd0.	BBd0.00	27	24	[M]Meningioma NOS					tumor	morph	na	na
B	Bd	Bd7	Bd7.	BBd7.00	1	1	[M]Haemangioblastic meningioma					tumor	morph	na	na
B	Bd	Bd9	Bd9.	BBd9.00	1	1	[M]Transitional meningioma					tumor	morph	na	na
B	BD	BDC	BDC.	BBDC.00	3	3	[M]Glomus tumour					tumor	cancer	na	na
B	BD	BDD	BDD.	BBDD.00	2	2	[M]Glomangioma					tumor	cancer	na	na
B	BD	BDF	BDF.	BBDF.00	4	4	[M]Glomangiomyoma					tumor	cancer	na	na
B	Bd	Bdz	Bdz.	BBdz.00	25	22	[M]Meningioma NOS					tumor	morph	na	na
B	Be	Be.	Be..	BBe..00	11	9	[M]Nerve sheath tumour		[M] Benign	na	na	medr_tumor;tumor;medr_benign	ca_bg	na	na
B	BE	BE.	BE..	BBE..00	55	46	[M]Naevi and melanomas	ido - not sure why benign?				medr_tumor;medr_benign	ignore	na	na
B	Be	Be.	Be..	BBe..11	100	93	[M]Neurofibromas					medr_tumor;tumor;medr_benign	cancer	na	na
B	Be	Be0	Be0.	BBe0.00	22	20	[M]Neurofibroma NOS					medr_tumor;tumor;medr_benign	cancer	na	na
B	BE	BE0	BE0.	BBE0.00	161	144	[M]Pigmented naevus NOS		[M] Benign	Skin	Skin	medr_tumor;medr_benign	ignore	na	na
B	BE	BE0	BE0.	BBE0.11	25	22	[M]Hairy naevus NOS					tumor	ignore	na	na
B	BE	BE0	BE0.	BBE0.12	1631	1490	[M]Naevus NOS					medr_tumor;tumor;medr_benign	ignore	na	na
B	Be	Be1	Be1.	BBe1.00	14	14	[M]Neurofibromatosis NOS					medr_tumor;tumor;medr_benign	benign	na	na
B	BE	BE1	BE1.	BBE1.00	286	228	[M]Malignant melanoma NOS		[M] Cancer	Skin	Skin	medr_tumor;medr_benign	cancer	na	na
B	Be	Be1	Be1.	BBe1.11	10	9	[M]Multiple neurofibromatosis					tumor	cancer	na	na
B	Be	Be3	Be3.	BBe3.00	1	1	[M]Melanotic neurofibroma					tumor	cancer	na	na
B	Be	Be5	Be5.	BBe5.00	6	6	[M]Neurilemmoma NOS					tumor	cancer	na	na
B	Be	Be5	Be5.	BBe5.11	5	4	[M]Acoustic neuroma					tumor	cancer	na	na
B	Be	Be5	Be5.	BBe5.13	161	142	[M]Schwannoma NOS					tumor	benign	na	na
B	Be	Be8	Be8.	BBe8.00	532	473	[M]Neuroma NOS					medr_tumor;tumor;medr_benign	ca_bg	na	na
B	BE	BE8	BE8.	BBE8.11	3	3	[M]Melanocytoma of eyeball					tumor	cancer	na	na
B	Be	BeA	BeA.	BBeA.00	3	3	[M]Neurothekeoma					tumor	cancer	na	na
B	BE	BEb	BEb.	BBEb.00	1	1	[M] Epithelioid cell naevus					medr_tumor;tumor;medr_benign	benign	na	na
B	BE	BEB	BEB.	BBEB.00	47	44	[M]Junctional naevus					medr_tumor;medr_benign	ignore	na	na
B	BE	BEB	BEB.	BBEB.11	1	1	[M]Intraepidermal naevus					tumor	cancer	na	na
B	BE	BEF	BEF.	BBEF.00	17	14	[M]Hutchinson's melanotic freckle					tumor	cancer	na	na
B	BE	BEF	BEF.	BBEF.11	365	277	[M]Lentigo maligna					medr_tumor;tumor;medr_benign	cancer	na	na
B	BE	BEG	BEG.	BBEG.11	67	59	[M]Lentigo maligna melanoma					tumor	cancer	na	na
B	BE	BEG	BEG0	BBEG000	12	12	"[M]Acral lentiginous melanoma, malignant"					tumor	cancer	na	na
B	BE	BEH	BEH.	BBEH.00	58	55	[M]Superficial spreading melanoma					tumor	cancer	na	na
B	BE	BEJ	BEJ.	BBEJ.00	1013	946	[M]Intradermal naevus		[M] Benign	Skin	Skin	medr_tumor;tumor;medr_benign	ignore	na	na
B	BE	BEJ	BEJ.	BBEJ.11	50	47	[M]Dermal naevus	ido: looks like another benign mole				tumor	cancer	na	na
B	BE	BEK	BEK.	BBEK.00	394	378	[M]Compound naevus		[M] Benign	Skin	Skin	medr_tumor;tumor;medr_benign	ignore	na	na
B	BE	BEL	BEL.	BBEL.00	1	1	[M]Giant pigmented naevus					tumor	cancer	na	na
B	BE	BEN	BEN.	BBEN.13	18	16	[M] Spitz naevus					tumor	cancer	na	na
B	BE	BEP	BEP.	BBEP.00	1	1	[M]Epithelioid cell melanoma					tumor	cancer	na	na
B	BE	BEQ	BEQ.	BBEQ.00	4	3	[M]Spindle cell melanoma NOS					tumor	cancer	na	na
B	BE	BEU	BEU.	BBEU.00	12	12	[M]Blue naevus NOS					tumor	cancer	na	na
B	BE	BEW	BEW.	BBEW.00	6	6	[M]Cellular blue naevus					tumor	cancer	na	na
B	BE	BEX	BEX.	BBEX.00	9	6	[M]Melanoma in situ		[M] CIS	Melanoma	Skin	tumor	cancer	na	na
B	BE	BEY	BEY.	BBEY.00	195	184	[M]Dysplastic naevus		[M] Benign	Skin	Skin	medr_tumor;tumor;medr_benign	ignore	na	na
B	Bf	Bf.	Bf..	BBf..00	1	1	[M]Granular cell tumours and alveolar soft part sarcoma					tumor	cancer	na	na
B	Bf	Bf0	Bf0.	BBf0.00	7	7	[M]Granular cell tumour NOS					tumor	morph	na	na
B	BF	BF3	BF3.	BBF3.00	13	12	[M]Spindle cell sarcoma		[M] Cancer	na	na	tumor	cancer	na	na
B	BF	BF4	BF4.	BBF4.11	6	6	[M]Pleomorphic cell sarcoma		[M] Cancer	na	na	tumor	cancer	na	na
B	Bg	Bg.	Bg..	BBg..00	29	27	"[M]Lymphomas, NOS or diffuse"		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL
B	BG	BG0	BG0.	BBG0.00	111	103	[M]Fibroma NOS		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na
B	BG	BG0	BG0.	BBG0.11	86	81	[M]Fibroma durum		[M] Benign	na	na	tumor	morph	na	na
B	Bg	Bg1	Bg1.	BBg1.00	17	9	[M]Malignant lymphoma NOS					tumor	cancer	blood	NHL
B	Bg	Bg1	Bg1.	BBg1.11	437	355	[M]Lymphoma NOS					medr_tumor;tumor;medr_benign	cancer	blood	NHL
B	Bg	Bg1	Bg10	BBg1000	7	3	"[M]Malignant lymphoma, diffuse NOS"					tumor	cancer	blood	NHL
B	Bg	Bg2	Bg2.	BBg2.00	7	7	"[M]Malignant lymphoma, non Hodgkin's type"					tumor	cancer	blood	NHL
B	Bg	Bg2	Bg2.	BBg2.11	86	75	[M]Non Hodgkins lymphoma					medr_tumor;tumor;medr_benign	cancer	blood	NHL
B	BG	BG2	BG2.	BBG2.11	2	2	[M]Myxofibroma NOS		[M] Benign	na	na	medr_tumor;medr_benign	ignore	na	na
B	Bg	Bg8	Bg8.	BBg8.00	1	1	"[M]Malignant lymphoma, immunoblastic type"					tumor	cancer	blood	NHL
B	Bg	BgB	BgB.	BBgB.00	1	1	"[M]Malignant lymphoma, follicular centre cell NOS"					tumor	cancer	blood	NHL
B	Bg	BgC	BgC.	BBgC.11	17	14	[M]Lymphocytic lymphoma NOS					tumor	cancer	na	na
B	Bg	BgG	BgG.	BBgG.12	1	1	[M]Lymphoblastic lymphoma NOS					tumor	cancer	blood	NHL
B	BG	BGK	BGK.	BBGK.12	193	181	[M]Histiocytoma NOS		[M] Ca_bg	na	na	medr_tumor;tumor;medr_benign	ca_bg	na	na
B	BG	BGK	BGK.	BBGK.13	2	2	[M]Sclerosing haemangioma		[M] Benign	na	na	tumor	cancer	na	na
B	Bg	BgL	BgL.	BBgL.00	1	1	"[M]Malignant lymphoma, small lymphocytic NOS"					tumor	cancer	blood	NHL
B	Bg	BgP	BgP.	BBgP.00	1	1	"[M]Malignant lymphoma, mixed small and large cell, diffuse"					tumor	cancer	blood	NHL
B	Bg	BgR	BgR.	BBgR.00	9	9	"[M]Malignant lymphoma, large cell, diffuse NOS"					tumor	cancer	blood	NHL
B	Bg	BgV	BgV.	BBgV.00	1	1	"[M]Malignant lymphoma, small cell, noncleaved, diffuse"					tumor	cancer	blood	NHL
B	Bg	Bgz	Bgz.	BBgz.00	3	3	"[M]Lymphoma, diffuse or NOS"					tumor	cancer	na	na
B	Bj	Bj.	Bj..	BBj..00	26	20	[M]Hodgkin's disease		[M] Cancer	Blood	HODG	tumor	cancer	blood	HODG
B	Bj	Bj0	Bj0.	BBj0.11	1	1	"[M]Lymphogranuloma, malignant"		[M] Benign	na	na	tumor	cancer	na	na
B	BJ	BJ2	BJ2.	BBJ2.11	3	3	[M]Fibroma molle		[M] Benign	na	na	tumor;benign	benign	na	na
B	BJ	BJ2	BJ2.	BBJ2.12	172	156	[M]Soft fibroma		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na
B	Bj	Bj6	Bj6.	BBj6.00	1	1	"[M]Hodgkin's disease, nodular sclerosis NOS"					tumor	cancer	blood	HODG
B	BJ	BJA	BJA.	BBJA.00	3	2	[M]Spindle cell lipoma		[M] Benign	na	na	medr_tumor;medr_benign	ignore	na	na
B	BJ	BJB	BJB.	BBJB.00	21	19	[M]Angiolipomatous neoplasms		[M] Benign	na	na	tumor	morph	na	na
B	BJ	BJB	BJB0	BBJB000	16	15	[M]Angiomyolipoma		[M] Benign	na	na	tumor	morph	na	na
B	BJ	BJB	BJB2	BBJB200	14	14	[M]Angiolipoma NOS		[M] Benign	na	na	tumor	morph	na	na
B	BJ	BJC	BJC.	BBJC.00	5	4	[M]Myelolipoma		[M] Benign	na	na	tumor	morph	na	na
B	BJ	BJD	BJD.	BBJD.00	3	3	[M]Hibernoma		[M] Benign	na	na	tumor	morph	na	na
B	BJ	BJF	BJF.	BBJF.00	1	1	[M]Pleomorphic lipoma		[M] Benign	na	na	tumor	morph	na	na
B	BJ	BJH	BJH.	BBJH.00	25	20	[M]Dedifferentiated liposarcoma		[M] Cancer	na	na	tumor	morph	na	na
B	Bk	Bk.	Bk..	BBk..00	26	22	"[M]Lymphomas, nodular or follicular"		[M] Cancer	Blood	NHL	tumor	cancer	blood	HHL
B	BK	BK0	BK00	BBK0000	29	26	[M]Leiomyoma NOS		[M] Benign	na	na	tumor	morph	na	na
B	BK	BK0	BK00	BBK0011	904	811	[M]Fibroid uterus		[M] Benign	Uterus	Uterus	medr_tumor;tumor;medr_benign	ignore	na	na
B	BK	BK0	BK00	BBK0012	2	2	[M]Fibromyoma		[M] Benign	na	na	tumor	morph	na	na
B	BK	BK0	BK00	BBK0013	1	1	[M]Leiomyofibroma		[M] Benign	na	na	tumor	morph	na	na
B	BK	BK0	BK00	BBK0014	4	4	[M]Myofibroma		[M] Benign	na	na	tumor	morph	na	na
B	BK	BK0	BK02	BBK0200	81	55	[M]Leiomyosarcoma NOS		[M] Cancer	na	na	tumor	cancer	na	na
B	BK	BK0	BK03	BBK0311	2	1	[M]Leiomyoblastoma					tumor	cancer	na	na
B	BK	BK0	BK04	BBK0400	1	1	[M]Epithelioid leiomyosarcoma					tumor	morph	na	na
B	BK	BK0	BK05	BBK0500	1	1	[M]Cellular leiomyoma					tumor	morph	na	na
B	BK	BK0	BK06	BBK0600	1	1	[M]Bizarre leiomyoma					tumor	morph	na	na
B	BK	BK0	BK07	BBK0700	1	1	[M]Myxoid leiomyosarcoma					tumor	morph	na	na
B	BK	BK0	BK0z	BBK0z00	1	1	[M]Leiomyomatous neoplasm NOS					tumor	morph	na	na
B	BK	BK1	BK10	BBK1000	8	8	[M]Angiomyoma					tumor	morph	na	na
B	BK	BK1	BK10	BBK1011	21	21	[M]Angioleiomyoma					tumor	morph	na	na
B	BK	BK1	BK10	BBK1012	11	11	[M]Vascular leiomyoma					tumor	morph	na	na
B	BK	BK1	BK1z	BBK1z00	1	1	[M]Angiomyomatous neoplasm NOS					tumor	morph	na	na
B	BK	BK3	BK38	BBK3800	2	2	[M]Smooth muscle tumour NOS					tumor	morph	na	na
B	Bk	Bkz	Bkz.	BBkz.00	3	3	"[M]Lymphoma, nodular or follicular NOS"					tumor	cancer	na	na
B	Bl	Bl.	Bl..	BBl..00	6	5	[M]Mycosis fungoides					tumor	cancer	na	na
B	BL	BL2	BL2.	BBL2.00	9	9	[M]Adenomyoma					tumor	morph	na	na
B	BL	BL3	BL3.	BBL3.00	172	150	[M]Pleomorphic adenoma					medr_tumor;tumor;medr_benign	morph	na	na
B	BL	BL3	BL3.	BBL3.11	4	4	[M]Chondroid syringoma					tumor	morph	na	na
B	BL	BL3	BL3.	BBL3.12	1	1	[M]Mixed tumour NOS					tumor	morph	na	na
B	BL	BL5	BL5.	BBL5.00	10	10	[M]Mullerian mixed tumour					tumor	morph	na	na
B	BL	BL7	BL7.	BBL7.11	4	4	[M]Nephromas and nephroblastomas					tumor	cancer	na	na
B	BL	BL7	BL71	BBL7111	2	2	[M]Adenosarcoma					tumor	morph	na	na
B	BL	BL7	BL72	BBL7200	1	1	[M]Epithelial nephroblastoma					tumor	cancer	na	na
B	BL	BL9	BL9.	BBL9.00	23	19	[M]Carcinosarcoma NOS					tumor	morph	na	na
B	BL	BLB	BLB.	BBLB.00	4	4	[M]Myoepithelioma					tumor	morph	na	na
B	BL	BLE	BLE.	BBLE.00	1	1	[M]Adenosarcoma					tumor	morph	na	na
B	BL	BLF	BLF.	BBLF.00	1	1	[M]Endometrial stromal nodule					tumor	cancer	na	na
B	BL	BLH	BLH.	BBLH.00	2	2	[M]Rhabdoid sarcoma					tumor	cancer	na	na
B	BL	BLJ	BLJ.	BBLJ.00	2	2	[M]Clear cell sarcoma of kidney					tumor	cancer	na	na
B	BM	BM.	BM..	BBM..00	51	48	[M]Fibroepithelial neoplasms		[M] Ca_bg	na	na	medr_tumor;medr_benign	ca_bg	na	na
B	BM	BM1	BM1.	BBM1.00	142	135	[M]Fibroadenoma NOS		[M] Benign	na	na	medr_tumor;medr_benign	ignore	na	na
B	Bm	Bm3	Bm3.	BBm3.12	3	2	[M]Acute progressive histiocytosis X					tumor	cancer	na	na
B	BM	BM4	BM4.	BBM4.11	22	21	[M]Cystadenofibroma NOS					tumor	morph	na	na
B	Bm	Bm5	Bm5.	BBm5.00	12	11	[M] Peripheral T-cell lymphoma NOS		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL
B	Bm	Bm7	Bm7.	BBm7.00	302	270	[M] Monoclonal gammopathy		[M] Ca_bg	na	na	tumor	ca_bg	na	na
B	BM	BM7	BM7.	BBM7.12	3	3	[M]Fibroadenoma phyllodes					tumor	morph	na	na
B	Bm	Bm8	Bm8.	BBm8.00	4	3	[M] Angioimmunoblastic lymphadenopathy					tumor	cancer	na	na
B	Bm	Bm9	Bm9.	BBm9.00	30	23	[M] Monocytoid B-cell lymphoma					tumor	cancer	na	na
B	Bm	BmC	BmC.	BBmC.00	4	4	[M] T-gamma lymphoproliferative disease		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL
B	Bm	BmD	BmD.	BBmD.00	20	20	[M] Cutaneous lymphoma		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL
B	Bm	BmH	BmH.	BBmH.00	51	44	[M] Large cell lymphoma		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL
B	Bm	BmK	BmK.	BBmK.00	52	42	[M]Waldenstrom's macroglobulinaemia		[M] Cancer	Blood	WAL	tumor	cancer	blood	WAL
B	Bn	Bn.	Bn..	BBn..00	4	4	[M]Plasma cell tumours		[M] Cancer	Blood	MM	tumor	cancer	blood	MM
B	Bn	Bn0	Bn0.	BBn0.00	16	15	[M]Plasma cell myeloma		[M] Cancer	na	na	tumor	cancer	na	na
B	Bn	Bn0	Bn0.	BBn0.11	28	18	[M]Multiple myeloma		[M] Cancer	Blood	MM	tumor	cancer	blood	MM
B	Bn	Bn0	Bn0.	BBn0.12	212	158	[M]Myeloma NOS		[M] Cancer	Blood	MM	medr_tumor;tumor;medr_benign	cancer	blood	MM
B	Bn	Bn0	Bn0.	BBn0.14	4	2	[M]Plasmacytic myeloma		[M] Cancer	Blood	MM	tumor	cancer	blood	MM
B	BN	BN1	BN1.	BBN1.00	2	2	[M]Synovial sarcoma NOS					tumor	morph	na	na
B	BN	BN1	BN1.	BBN1.11	2	1	[M]Synovioma NOS					tumor	morph	na	na
B	Bn	Bn2	Bn2.	BBn2.00	1	1	[M]Plasmacytoma NOS					tumor	cancer	na	na
B	Bn	Bnz	Bnz.	BBnz.00	1	1	[M]Plasma cell tumour NOS		[M] Cancer	Blood	MM	tumor	cancer	blood	MM
B	BP	BP5	BP5.	BBP5.00	1	1	"[M]Epithelioid mesothelioma, malignant"					tumor	morph	na	na
B	BP	BP8	BP8.	BBP8.00	6	6	[M]Adenomatoid tumour NOS					tumor	morph	na	na
B	BP	BPX	BPX.	BBPX.00	8	3	"[M]Mesothelioma, unspecified"					tumor	morph	na	na
B	BQ	BQ1	BQ1.	BBQ1.00	15	15	[M]Seminomas					tumor	morph	na	na
B	BQ	BQ1	BQ1z	BBQ1z00	1	1	[M]Seminoma NOS					tumor	morph	na	na
B	BQ	BQ3	BQ3.	BBQ3.00	1	1	[M]Embryonal carcinoma NOS					tumor	cancer	na	na
B	BQ	BQ4	BQ4.	BBQ4.00	1	1	[M]Endodermal sinus tumour					tumor	cancer	na	na
B	BQ	BQ7	BQ7.	BBQ7.00	10	7	[M]Teratomas					tumor	morph	na	na
B	BQ	BQ7	BQ70	BBQ7011	1	1	[M]Adult cystic teratoma					tumor	morph	na	na
B	BQ	BQ7	BQ70	BBQ7012	5	4	[M]Mature teratoma					tumor	morph	na	na
B	BQ	BQ7	BQ71	BBQ7100	4	4	[M]Teratoma NOS					tumor	morph	na	na
B	BQ	BQ7	BQ7z	BBQ7z00	3	3	[M]Teratoma NOS					tumor	morph	na	na
B	BQ	BQ8	BQ8.	BBQ8.00	169	153	[M]Dermoid cyst		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na
B	BQ	BQ8	BQ8.	BBQ8.11	12	12	[M]Dermoid NOS		[M] Benign	na	na	tumor;benign	benign	na	na
B	BQ	BQA	BQA0	BBQA000	3	2	[M]Struma ovarii NOS					tumor	morph	na	na
B	BQ	BQA	BQA2	BBQA200	1	1	[M]Strumal carcinoid					tumor	morph	na	na
B	BQ	BQB	BQB.	BBQB.00	1	1	[M]Mixed germ cell tumour					tumor	cancer	na	na
B	Br	Br.	Br..	BBr..00	15	13	[M]Leukaemias		[M] Cancer	Blood	LEU	medr_tumor;tumor;medr_benign	cancer	blood	LEU
B	BR	BR.	BR..	BBR..00	1	1	[M]Trophoblastic neoplasms		[M] Ca_bg	na	na	medr_tumor;medr_benign	ca_bg	na	na
B	BR	BR0	BR0.	BBR0.00	10	10	[M]Hydatidiform mole NOS		[M] Benign	na	na	medr_tumor;medr_benign	ignore	na	na
B	BR	BR0	BR0.	BBR0.11	1	1	[M]Hydatid mole		[M] Benign	na	na	tumor	morph	na	na
B	Br	Br0	Br01	BBr0100	7	7	[M]Acute leukaemia NOS		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU
B	Br	Br0	Br03	BBr0300	6	6	[M]Chronic leukaemia NOS		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU
B	BR	BR1	BR1.	BBR1.13	2	2	[M]Invasive mole NOS		[M] Benign	na	na	tumor	morph	na	na
B	Br	Br2	Br20	BBr2011	1	1	[M]Lymphatic leukaemia		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU
B	Br	Br2	Br23	BBr2300	2	2	[M]Chronic lymphoid leukaemia		[M] Cancer	Blood	CLL	tumor	cancer	blood	CLL
B	Br	Br2	Br27	BBr2700	6	6	[M]Adult T-cell leukaemia/lymphoma		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL
B	Br	Br6	Br60	BBr6011	1	1	[M]Granulocytic leukaemia NOS		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU
B	Br	Br6	Br61	BBr6100	1	1	[M]Acute myeloid leukaemia		[M] Cancer	Blood	AML	tumor	cancer	blood	AML
B	Br	Br6	Br63	BBr6300	1	1	[M]Chronic myeloid leukaemia		[M] Cancer	Blood	CML	tumor	cancer	blood	CML
B	Br	BrA	BrA4	BBrA400	1	1	[M]Hairy cell leukaemia		[M] Cancer	Blood	HCL	tumor	cancer	blood	HCL
B	Br	BrA	BrA5	BBrA500	1	1	[M]Acute megakaryoblastic leukaemia		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU
B	Br	BrA	BrA7	BBrA700	2	2	[M]Acute myelofibrosis		[M] Cancer	Blood	na	tumor	cancer	blood	UNS
