Read0	Read1	Read3	Read4	Read code	description	internal comment 2016	status 2016	type 2016	organ 2016	internal comment 2015	status 2015	type 2015	organ 2015	read_code	medical_freq	ahd_freq
B	B5	B5R	B5R0	BB5R000	[M]Carcinoid tumour NOS					tumor	morph	na	na	BB5R000	288	5
B	B5	B5R	B5R1	BB5R100	"[M]Carcinoid tumour, malignant"					tumor	morph	na	na	BB5R100	166	5
B	B5	B5R	B5R1	BB5R111	[M]Carcinoid bronchial adenoma					tumor	cancer	na	na	BB5R111	211	12
B	B5	B5R	B5R6	BB5R600	"[M]Mucocarcinoid tumour, malignant"					tumor	cancer	na	na	BB5R600	5	
B	B5	B5R	B5R6	BB5R611	[M]Goblet cell tumour					tumor	cancer	na	na	BB5R611	27	
B	B5	B5R	B5R8	BB5R800	[M]Adenocarcinoid tumour					tumor	morph	na	na	BB5R800	72	
B	B5	B5R	B5R9	BB5R900	[M]Neuroendocrine carcinoma					tumor	cancer	na	na	BB5R900	773	28
B	B5	B5R	B5RA	BB5RA00	[M]Merkel cell carcinoma					tumor	cancer	na	na	BB5RA00	468	8
B	B5	B5R	B5Rz	BB5Rz00	[M]Carcinoid tumours NOS					tumor	morph	na	na	BB5Rz00	73	1
B	B5	B5S	B5S.	BB5S.00	[M]Respiratory tract adenomas and adenocarcinomas					tumor	cancer	na	na	BB5S.00	28	1
B	B5	B5S	B5S0	BB5S000	[M]Pulmonary adenomatosis					tumor	cancer	na	na	BB5S000	7	
B	B5	B5S	B5S1	BB5S100	[M]Bronchial adenoma NOS					tumor	cancer	na	na	BB5S100	71	2
B	B5	B5S	B5S2	BB5S200	[M]Bronchiolo-alveolar adenocarcinoma					tumor	cancer	na	na	BB5S200	148	5
B	B5	B5S	B5S2	BB5S211	[M]Alveolar cell carcinoma					tumor	cancer	na	na	BB5S211	66	3
B	B5	B5S	B5S2	BB5S212	[M]Bronchiolar carcinoma					tumor	cancer	na	na	BB5S212	506	62
B	B5	B5S	B5Sz	BB5Sz00	[M]Respiratory tract adenoma or adenocarcinoma NOS					tumor	cancer	na	na	BB5Sz00	32	6
B	B5	B5T	B5T.	BB5T.00	[M]Papillary adenomas and adenocarcinomas					tumor	morph	na	na	BB5T.00	93	
B	B5	B5T	B5T1	BB5T100	[M]Papillary adenocarcinoma NOS					tumor	morph	na	na	BB5T100	76	
B	B5	B5U	B5U.	BB5U.00	[M]Villous adenomas and adenocarcinomas					tumor	morph	na	na	BB5U.00	533	
B	B5	B5U	B5U0	BB5U000	[M]Villous adenoma NOS		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na	BB5U000	1307	
B	B5	B5U	B5U0	BB5U011	[M]Villous papilloma		[M] Benign	na	na	tumor;benign	benign	na	na	BB5U011	138	
B	B5	B5U	B5U3	BB5U300	[M]Tubulovillous adenoma		[M] Benign	na	na	tumor	morph	na	na	BB5U300	6185	
B	B5	B5U	B5U3	BB5U312	[M]Villoglandular adenoma					tumor	morph	na	na	BB5U312	55	
B	B5	B5V	B5V.	BB5V.00	[M]Pituitary adenomas and carcinomas					tumor	morph	na	na	BB5V.00	168	1
B	B5	B5V	B5V6	BB5V611	[M]Mucoid cell adenoma		[M] Benign	na	na	tumor;benign	benign	na	na	BB5V611	43	
B	B5	B5V	B5Vz	BB5Vz00	[M]Pituitary adenoma or carcinoma NOS					tumor	cancer	na	na	BB5Vz00	99	
B	B5	B5W	B5W0	BB5W011	[M]Hurthle cell adenoma		[M] Benign	na	na	tumor;benign	benign	na	na	BB5W011	95	
B	B5	B5W	B5W0	BB5W012	[M]Oncocytic adenoma					tumor	morph	na	na	BB5W012	17	
B	B5	B5W	B5W0	BB5W013	[M]Oncocytoma					tumor	morph	na	na	BB5W013	280	
B	B5	B5W	B5W1	BB5W111	[M]Hurthle cell adenocarcinoma					tumor	cancer	na	na	BB5W111	55	
B	B5	B5X	B5X.	BB5X.00	[M]Clear cell adenomas and adenocarcinomas					tumor	morph	na	na	BB5X.00	130	
B	B5	B5X	B5X0	BB5X000	[M]Clear cell adenoma					tumor;benign	morph	na	na	BB5X000	11	
B	B5	B5X	B5X1	BB5X100	[M]Clear cell adenocarcinoma NOS					tumor	morph	na	na	BB5X100	72	1
B	B5	B5y	B5y.	BB5y.00	[M]Adenoma and adenocarcinoms OS					tumor	morph	na	na	BB5y.00	18	
B	B5	B5y	B5y0	BB5y000	[M]Basal cell adenocarcinoma					tumor	morph	na	na	BB5y000	1422	2
B	B5	B5y	B5y2	BB5y200	[M]Klatskin's tumour					tumor	cancer	na	na	BB5y200	37	2
B	B5	B5y	B5y4	BB5y400	[M]Prolactinoma		[M] Benign	Pituitary	Pituitary	tumor	cancer	na	na	BB5y400	4336	
B	B5	B5z	B5z.	BB5z.00	[M]Adenoma or adenocarcinoma NOS					tumor	morph	na	na	BB5z.00	142	1
B	B6	B6.	B6..	BB6..00	[M]Adnexal and skin appendage neoplasms		[M] Benign	Skin	Skin	tumor	cancer	na	na	BB6..00	140	
B	B6	B60	B600	BB60000	[M]Skin appendage adenoma					tumor;benign	benign	na	na	BB60000	2	
B	B6	B61	B61.	BB61.00	[M]Sweat gland adenoma and adenocarcinomas					tumor	cancer	na	na	BB61.00	8	
B	B6	B61	B610	BB61011	[M]Hidradenoma NOS					tumor;benign	benign	na	na	BB61011	270	
B	B6	B61	B610	BB61012	[M]Nodular hidradenoma					tumor	morph	na	na	BB61012	43	
B	B6	B61	B610	BB61013	[M]Syringadenoma NOS					tumor	morph	na	na	BB61013	36	
B	B6	B63	B63.	BB63.00	[M]Eccrine acrospiroma					tumor	cancer	na	na	BB63.00	38	
B	B6	B63	B63.	BB63.11	[M]Clear cell hidradenoma					tumor	morph	na	na	BB63.11	22	
B	B6	B63	B63.	BB63.12	[M]Eccrine poroma					tumor	cancer	na	na	BB63.12	217	
B	B6	B64	B64.	BB64.00	[M]Eccrine spiradenoma					tumor	cancer	na	na	BB64.00	231	
B	B6	B64	B64.	BB64.11	[M]Spiradenoma NOS					tumor	morph	na	na	BB64.11	41	
B	B6	B65	B65.	BB65.00	[M]Hidrocystoma					tumor	morph	na	na	BB65.00	332	
B	B6	B66	B66.	BB66.00	[M]Papillary hydradenoma					tumor	morph	na	na	BB66.00	157	
B	B6	B69	B69.	BB69.00	[M]Sebaceous adenoma and adenocarcinoma					tumor	morph	na	na	BB69.00	157	
B	B6	B69	B690	BB69000	[M]Sebaceous adenoma					tumor;benign	benign	na	na	BB69000	1107	
B	B6	B6A	B6A.	BB6A.00	[M]Ceruminous adenoma and adenocarcinoma					tumor	morph	na	na	BB6A.00	7	
B	B6	B6B	B6B.	BB6B.00	[M]Eccrine papillary adenoma					tumor;benign	benign	na	na	BB6B.00	17	
B	B6	B6z	B6z.	BB6z.00	[M]Adnexal and skin appendage neoplasm NOS					tumor	cancer	na	na	BB6z.00	30	
B	B7	B7.	B7..	BB7..00	[M]Mucoepidermoid neoplasms		[M] Benign	na	na	tumor;benign	benign	na	na	BB7..00	87	
B	B7	B71	B71.	BB71.00	[M]Mucoepidermoid carcinoma					tumor	morph	na	na	BB71.00	60	
B	B8	B8.	B8..	BB8..00	"[M]Cystic, mucinous and serous neoplasms"		[M] Benign	na	na	tumor	morph	na	na	BB8..00	241	
B	B8	B80	B80.	BB80.00	[M]Cystadenoma and carcinoma					tumor	morph	na	na	BB80.00	111	
B	B8	B80	B800	BB80000	[M]Cystadenoma NOS					tumor	morph	na	na	BB80000	427	1
B	B8	B80	B800	BB80011	[M]Cystoma NOS					tumor	morph	na	na	BB80011	46	
B	B8	B80	B801	BB80100	[M]Cystadenocarcinoma NOS					tumor	morph	na	na	BB80100	87	
B	B8	B81	B81.	BB81.00	"[M]Ovarian cystic, mucinous and serous neoplasms"		[M] Cancer	ovary	ovary	tumor	cancer	ovary	ovary	BB81.00	750	
B	B8	B81	B81.	BB81.11	[M]Ovarian cystadenoma or carcinoma		[M] Cancer	ovary	ovary	tumor	cancer	ovary	ovary	BB81.11	1126	40
B	B8	B81	B81.	BB81.12	[M]Ovarian mucinous tumour		[M] Cancer	ovary	ovary	tumor	cancer	ovary	ovary	BB81.12	217	
B	B8	B81	B81.	BB81.13	[M]Ovarian papillary tumour		[M] Cancer	ovary	ovary	tumor	cancer	ovary	ovary	BB81.13	18	
B	B8	B81	B81.	BB81.14	[M]Ovarian serous tumour		[M] Cancer	ovary	ovary	tumor	cancer	ovary	ovary	BB81.14	114	1
B	B8	B81	B810	BB81000	[M]Serous cystadenoma NOS					tumor	morph	na	na	BB81000	215	
B	B8	B81	B812	BB81200	"[M]Serous cystadenocarcinoma, NOS"					tumor	morph	na	na	BB81200	25	
B	B8	B81	B81C	BB81C00	[M]Mucinous cystadenoma NOS					medr_tumor;tumor;medr_benign	benign	na	na	BB81C00	259	
B	B8	B81	B81D	BB81D00	"[M]Mucinous cystadenoma, borderline malignancy"					tumor	morph	na	na	BB81D00	23	
B	B8	B81	B81E	BB81E00	[M]Mucinous cystadenocarcinoma NOS					tumor	morph	na	na	BB81E00	28	
B	B8	B81	B81H	BB81H00	[M]Papillary mucinous cystadenocarcinoma					tumor	morph	na	na	BB81H00	3	
B	B8	B81	B81J	BB81J00	"[M]Serous cystadenoma, borderline malignancy"					tumor	morph	na	na	BB81J00	103	
B	B8	B82	B82.	BB82.00	[M]Mucinous adenoma and adenocarcinoma					tumor	morph	na	na	BB82.00	136	2
B	B8	B82	B820	BB82000	[M]Mucinous adenoma					tumor;benign	benign	na	na	BB82000	50	
B	B8	B82	B821	BB82100	[M]Mucinous adenocarcinoma		[M] Cancer	na	na	medr_tumor;tumor;medr_benign	morph	na	na	BB82100	110	
B	B8	B82	B821	BB82113	[M]Mucoid adenocarcionoma		[M] Cancer	na	na	tumor	morph	na	na	BB82113	7	
B	B8	B82	B821	BB82114	[M]Mucous adenocarcinoma		[M] Cancer	na	na	tumor	morph	na	na	BB82114	11	
B	B8	B82	B82z	BB82z00	[M]Mucinous adenoma or adenocarcinoma NOS					tumor	morph	na	na	BB82z00	19	
B	B8	B83	B83.	BB83.00	[M]Pseudomyxoma peritonei					tumor	cancer	na	na	BB83.00	442	9
B	B8	B84	B84.	BB84.00	[M]Mucin-producing adenocarcinoma		[M] Cancer	na	na	tumor	morph	na	na	BB84.00	31	
B	B8	B85	B85.	BB85.00	[M]Signet ring carcinoma		[M] Cancer	na	na	tumor	cancer	na	na	BB85.00	76	
B	B8	B85	B851	BB85111	[M]Krukenberg tumour					tumor	cancer	na	na	BB85111	47	1
B	B8	B85	B85z	BB85z00	[M]Signet ring carcinoma NOS		[M] Cancer	na	na	tumor	cancer	na	na	BB85z00	4	
B	B8	B8z	B8z.	BB8z.00	"[M]Cystic, mucinous or serous neoplasm NOS"					tumor	morph	na	na	BB8z.00	16	
B	B9	B9.	B9..	BB9..00	"[M]Ductal, lobular and medullary neoplasms"		[M] Cancer	na	na	tumor	morph	na	na	BB9..00	351	
B	B9	B90	B90.	BB90.00	"[M]Intraductal carcinoma, noninfiltrating NOS"					tumor	morph	na	na	BB90.00	176	
B	B9	B91	B91.	BB91.00	[M]Infiltrating duct carcinoma					medr_tumor;tumor;medr_benign	morph	na	na	BB91.00	818	1
B	B9	B91	B91.	BB91.11	[M]Duct carcinoma NOS					tumor	morph	na	na	BB91.11	705	
B	B9	B91	B910	BB91000	[M]Intraductal papillary adenocarcinoma with invasion					tumor	morph	na	na	BB91000	69	1
B	B9	B91	B911	BB91100	[M]Infiltrating duct and lobular carcinoma		[M] Benign	na	na	tumor	morph	na	na	BB91100	105	
B	B9	B95	B95.	BB95.00	[M]Intraductal papilloma		[M] Benign	na	na	tumor	morph	na	na	BB95.00	697	
B	B9	B95	B95.	BB95.12	[M]Ductal papilloma		[M] Benign	na	na	tumor;benign	benign	na	na	BB95.12	222	
B	B9	B96	B96.	BB96.00	[M]Noninfiltrating intraductal papillary adenocarcinoma					tumor	morph	na	na	BB96.00	4	
B	B9	B9A	B9A.	BB9A.11	[M]Adenoma of the nipple		[M] Benign	Breast	Breast	tumor;benign	benign	na	na	BB9A.11	100	
B	B9	B9B	B9B.	BB9B.00	[M]Medullary carcinoma NOS					tumor	cancer	na	na	BB9B.00	138	4
B	B9	B9B	B9B.	BB9B.11	[M]C cell carcinoma					tumor	morph	na	na	BB9B.11	16	
B	B9	B9E	B9E.	BB9E.00	[M]Lobular carcinoma in situ		[M] CIS	na	na	tumor	cancer	na	na	BB9E.00	84	
B	B9	B9E	B9E0	BB9E000	[M]Intraductal carcinoma and lobular carcinoma in situ		[M] CIS	na	na	tumor	morph	na	na	BB9E000	293	
B	B9	B9F	B9F.	BB9F.00	[M]Lobular carcinoma NOS		[M] Cancer	na	na	tumor	cancer	na	na	BB9F.00	270	
B	B9	B9G	B9G.	BB9G.00	[M]Infiltrating ductular carcinoma					tumor	morph	na	na	BB9G.00	178	
B	B9	B9H	B9H.	BB9H.00	[M]Inflammatory carcinoma					tumor	morph	na	na	BB9H.00	44	
B	B9	B9J	B9J.	BB9J.00	"[M]Paget's disease, mammary"		[M] Cancer	Breast	Breast	tumor	cancer	na	na	BB9J.00	654	
B	B9	B9J	B9J.	BB9J.11	"[M]Paget's disease, breast"		[M] Cancer	Breast	Breast	tumor	cancer	na	na	BB9J.11	47	
B	B9	B9K	B9K.	BB9K.00	[M]Paget's disease and infiltrating breast duct carcinoma		[M] Cancer	Breast	Breast	tumor	cancer	na	na	BB9K.00	85	
B	B9	B9K	B9K0	BB9K000	[M]Paget's disease and intraductal carcinoma of breast		[M] Cancer	Breast	Breast	tumor	cancer	na	na	BB9K000	318	1
B	B9	B9L	B9L.	BB9L.00	"[M]Paget's disease, extramammary, exc Paget's disease bone"		[M] Cancer	Breast	Breast	tumor	cancer	na	na	BB9L.00	219	
B	B9	B9M	B9M.	BB9M.00	[M]Intracystic carcinoma NOS					tumor	morph	na	na	BB9M.00	20	
B	B9	B9z	B9z.	BB9z.00	"[M]Ductal, lobular or medullary neoplasm NOS"					tumor	morph	na	na	BB9z.00	86	
B	Ba	Ba.	Ba..	BBa..00	[M]Miscellaneous tumours		[M] Cancer	na	na	tumor	anc	na	na	BBa..00	25	
B	Ba	Ba0	Ba0.	BBa0.00	[M]Craniopharyngioma		[M] Benign	na	na	tumor	cancer	na	na	BBa0.00	705	2
B	Ba	Ba0	Ba0.	BBa0.11	[M]Rathke's pouch tumour		[M] Benign	na	na	tumor	cancer	na	na	BBa0.11	1	
B	Ba	Ba4	Ba4.	BBa4.00	[M]Melanotic neuroectodermal tumour		[M] Benign	na	na	tumor	cancer	na	na	BBa4.00	18	
B	Ba	Ba5	Ba5.	BBa5.00	[M]Chordoma		[M] Benign	na	na	tumor	cancer	na	na	BBa5.00	211	2
B	Ba	Baz	Baz.	BBaz.00	[M]Miscellaneous tumour NOS					tumor	anc	na	na	BBaz.00	52	
B	Bb	Bb.	Bb..	BBb..00	[M]Gliomas		[M] Cancer	Brain	Brain	tumor	morph	na	na	BBb..00	471	10
B	Bb	Bb0	Bb0.	BBb0.00	"[M]Glioma, malignant"					medr_tumor;tumor;medr_benign	cancer	na	na	BBb0.00	211	4
B	BB	BB0	BB0.	BBB0.00	[M]Adenosquamous carcinoma					medr_tumor;medr_benign	morph	na	na	BBB0.00	139	2
B	Bb	Bb0	Bb0.	BBb0.11	[M]Glioma NOS					tumor	morph	na	na	BBb0.11	3025	66
B	Bb	Bb0	Bb0.	BBb0.12	[M]Gliosarcoma					tumor	morph	na	na	BBb0.12	53	4
B	Bb	Bb1	Bb1.	BBb1.00	[M]Gliomatosis cerebri					tumor	morph	na	na	BBb1.00	27	1
B	BB	BB1	BB1.	BBB1.11	[M]Warthin's tumour					tumor	benign	na	na	BBB1.11	56	
B	Bb	Bb3	Bb3.	BBb3.13	[M]Subependymoma					tumor	cancer	na	na	BBb3.13	42	
B	Bb	Bb5	Bb5.	BBb5.00	[M]Choroid plexus papilloma NOS					tumor	cancer	na	na	BBb5.00	127	1
B	Bb	Bb7	Bb7.	BBb7.00	[M]Ependymoma NOS					tumor	cancer	na	na	BBb7.00	604	4
B	Bb	BbB	BbB.	BBbB.00	[M]Astrocytoma NOS					tumor	cancer	na	na	BBbB.00	2475	63
B	Bb	BbB	BbB.	BBbB.11	[M]Astrocytic glioma					tumor	cancer	na	na	BBbB.11	114	3
B	Bb	BbC	BbC.	BBbC.00	"[M]Astrocytoma, anaplastic type"					tumor	cancer	na	na	BBbC.00	282	12
B	Bb	BbE	BbE.	BBbE.00	[M]Gemistocytic astrocytoma					tumor	cancer	na	na	BBbE.00	24	
B	Bb	BbG	BbG.	BBbG.00	[M]Pilocytic astrocytoma					tumor	cancer	na	na	BBbG.00	365	
B	Bb	BbL	BbL.	BBbL.00	[M]Glioblastoma NOS					tumor	cancer	na	na	BBbL.00	806	48
B	Bb	BbL	BbL.	BBbL.11	[M]Glioblastoma multiforme					tumor	cancer	na	na	BBbL.11	2626	249
B	Bb	BbM	BbM.	BBbM.00	[M]Giant cell glioblastoma					tumor	cancer	na	na	BBbM.00	15	
B	Bb	BbQ	BbQ.	BBbQ.00	[M]Oligodendroglioma NOS					tumor	cancer	na	na	BBbQ.00	821	18
B	Bb	BbR	BbR.	BBbR.00	"[M]Oligodendroglioma, anaplastic type"					tumor	cancer	na	na	BBbR.00	102	2
B	Bb	BbV	BbV.	BBbV.00	[M]Medullomyoblastoma					tumor	cancer	na	na	BBbV.00	16	
B	Bb	Bbz	Bbz.	BBbz.00	[M]Glioma NOS					tumor	cancer	na	na	BBbz.00	125	1
B	Bc	Bc0	Bc0.	BBc0.00	[M]Ganglioneuromatous neoplasms					tumor	cancer	na	na	BBc0.00	126	
B	BC	BC0	BC0.	BBC0.12	[M]Ovarian stromal tumour		[M] Cancer	Ovary	Ovary	tumor	cancer	ovary	ovary	BBC0.12	235	
B	BC	BC0	BC0.	BBC0.13	[M]Testicular stromal tumour					tumor	cancer	na	na	BBC0.13	338	
B	Bc	Bc0	Bc00	BBc0000	[M]Ganglioneuroma					tumor	cancer	na	na	BBc0000	76	
B	Bc	Bc0	Bc02	BBc0200	[M]Ganglioneuromatosis					tumor	cancer	na	na	BBc0200	4	
B	Bc	Bc1	Bc1.	BBc1.00	[M]Neuroblastoma NOS					medr_tumor;tumor;medr_benign	cancer	na	na	BBc1.00	878	2
B	BC	BC1	BC10	BBC1000	[M]Thecoma NOS					tumor	cancer	na	na	BBC1000	25	
B	BC	BC3	BC3.	BBC3.00	[M]Granulosa cell tumour NOS					medr_tumor;medr_benign	cancer	na	na	BBC3.00	270	
B	Bc	Bc6	Bc6.	BBc6.00	[M]Ganglioglioma					tumor	cancer	na	na	BBc6.00	174	
B	Bc	Bc7	Bc7.	BBc7.11	[M]Neuroastrocytoma					tumor	cancer	na	na	BBc7.11	10	
B	Bc	BcC	BcC.	BBcC.11	[M]Olfactory neuroblastoma					tumor	cancer	na	na	BBcC.11	59	1
B	BC	BCF	BCF.	BBCF.00	[M]Adrenal rest tumour					tumor	cancer	na	na	BBCF.00	11	
B	BC	BCG	BCG.	BBCG.00	[M]Sclerosing stromal tumour		[M] Benign	Ovary	Ovary	medr_tumor;tumor;medr_benign	benign	na	na	BBCG.00	49	1
B	Bd	Bd.	Bd..	BBd..00	[M]Meningiomas	ido - changed all meningioma to ca_bg as they're mostly benign	[M] Benign	Brain	Brain	tumor	ca_bg	na	na	BBd..00	2845	15
B	Bd	Bd0	Bd0.	BBd0.00	[M]Meningioma NOS					tumor	morph	na	na	BBd0.00	575	6
B	Bd	Bd7	Bd7.	BBd7.00	[M]Haemangioblastic meningioma					tumor	morph	na	na	BBd7.00	172	2
B	Bd	Bd9	Bd9.	BBd9.00	[M]Transitional meningioma					tumor	morph	na	na	BBd9.00	5	
B	BD	BDC	BDC.	BBDC.00	[M]Glomus tumour					tumor	cancer	na	na	BBDC.00	83	
B	BD	BDD	BDD.	BBDD.00	[M]Glomangioma					tumor	cancer	na	na	BBDD.00	103	1
B	BD	BDF	BDF.	BBDF.00	[M]Glomangiomyoma					tumor	cancer	na	na	BBDF.00	120	
B	Bd	Bdz	Bdz.	BBdz.00	[M]Meningioma NOS					tumor	morph	na	na	BBdz.00	269	2
B	Be	Be.	Be..	BBe..00	[M]Nerve sheath tumour		[M] Benign	na	na	medr_tumor;tumor;medr_benign	ca_bg	na	na	BBe..00	363	1
B	BE	BE.	BE..	BBE..00	[M]Naevi and melanomas	ido - not sure why benign?				medr_tumor;medr_benign	ignore	na	na	BBE..00	2883	
B	Be	Be.	Be..	BBe..11	[M]Neurofibromas					medr_tumor;tumor;medr_benign	cancer	na	na	BBe..11	3992	16
B	Be	Be0	Be0.	BBe0.00	[M]Neurofibroma NOS					medr_tumor;tumor;medr_benign	cancer	na	na	BBe0.00	721	
B	BE	BE0	BE0.	BBE0.00	[M]Pigmented naevus NOS		[M] Benign	Skin	Skin	medr_tumor;medr_benign	ignore	na	na	BBE0.00	9888	24
B	BE	BE0	BE0.	BBE0.11	[M]Hairy naevus NOS					tumor	ignore	na	na	BBE0.11	2160	
B	BE	BE0	BE0.	BBE0.12	[M]Naevus NOS					medr_tumor;tumor;medr_benign	ignore	na	na	BBE0.12	69690	185
B	Be	Be1	Be1.	BBe1.00	[M]Neurofibromatosis NOS					medr_tumor;tumor;medr_benign	benign	na	na	BBe1.00	2861	3
B	BE	BE1	BE1.	BBE1.00	[M]Malignant melanoma NOS		[M] Cancer	Skin	Skin	medr_tumor;medr_benign	cancer	na	na	BBE1.00	7500	106
B	Be	Be1	Be1.	BBe1.11	[M]Multiple neurofibromatosis					tumor	cancer	na	na	BBe1.11	189	
B	Be	Be3	Be3.	BBe3.00	[M]Melanotic neurofibroma					tumor	cancer	na	na	BBe3.00	8	
B	Be	Be5	Be5.	BBe5.00	[M]Neurilemmoma NOS					tumor	cancer	na	na	BBe5.00	543	
B	Be	Be5	Be5.	BBe5.11	[M]Acoustic neuroma					tumor	cancer	na	na	BBe5.11	107	
B	Be	Be5	Be5.	BBe5.13	[M]Schwannoma NOS					tumor	benign	na	na	BBe5.13	2762	2
B	Be	Be8	Be8.	BBe8.00	[M]Neuroma NOS					medr_tumor;tumor;medr_benign	ca_bg	na	na	BBe8.00	8461	2
B	BE	BE8	BE8.	BBE8.11	[M]Melanocytoma of eyeball					tumor	cancer	na	na	BBE8.11	112	
B	Be	BeA	BeA.	BBeA.00	[M]Neurothekeoma					tumor	cancer	na	na	BBeA.00	23	
B	BE	BEb	BEb.	BBEb.00	[M] Epithelioid cell naevus					medr_tumor;tumor;medr_benign	benign	na	na	BBEb.00	90	
B	BE	BEB	BEB.	BBEB.00	[M]Junctional naevus					medr_tumor;medr_benign	ignore	na	na	BBEB.00	3528	9
B	BE	BEB	BEB.	BBEB.11	[M]Intraepidermal naevus					tumor	cancer	na	na	BBEB.11	95	
B	BE	BEF	BEF.	BBEF.00	[M]Hutchinson's melanotic freckle					tumor	cancer	na	na	BBEF.00	558	
B	BE	BEF	BEF.	BBEF.11	[M]Lentigo maligna					medr_tumor;tumor;medr_benign	cancer	na	na	BBEF.11	4952	
B	BE	BEG	BEG.	BBEG.11	[M]Lentigo maligna melanoma					tumor	cancer	na	na	BBEG.11	841	
B	BE	BEG	BEG0	BBEG000	"[M]Acral lentiginous melanoma, malignant"					tumor	cancer	na	na	BBEG000	127	2
B	BE	BEH	BEH.	BBEH.00	[M]Superficial spreading melanoma					tumor	cancer	na	na	BBEH.00	752	
B	BE	BEJ	BEJ.	BBEJ.00	[M]Intradermal naevus		[M] Benign	Skin	Skin	medr_tumor;tumor;medr_benign	ignore	na	na	BBEJ.00	35256	196
B	BE	BEJ	BEJ.	BBEJ.11	[M]Dermal naevus	ido: looks like another benign mole				tumor	cancer	na	na	BBEJ.11	1375	
B	BE	BEK	BEK.	BBEK.00	[M]Compound naevus		[M] Benign	Skin	Skin	medr_tumor;tumor;medr_benign	ignore	na	na	BBEK.00	20587	90
B	BE	BEL	BEL.	BBEL.00	[M]Giant pigmented naevus					tumor	cancer	na	na	BBEL.00	95	
B	BE	BEN	BEN.	BBEN.13	[M] Spitz naevus					tumor	cancer	na	na	BBEN.13	1664	
B	BE	BEP	BEP.	BBEP.00	[M]Epithelioid cell melanoma					tumor	cancer	na	na	BBEP.00	2	1
B	BE	BEQ	BEQ.	BBEQ.00	[M]Spindle cell melanoma NOS					tumor	cancer	na	na	BBEQ.00	38	
B	BE	BEU	BEU.	BBEU.00	[M]Blue naevus NOS					tumor	cancer	na	na	BBEU.00	824	10
B	BE	BEW	BEW.	BBEW.00	[M]Cellular blue naevus					tumor	cancer	na	na	BBEW.00	493	
B	BE	BEX	BEX.	BBEX.00	[M]Melanoma in situ		[M] CIS	Melanoma	Skin	tumor	cancer	na	na	BBEX.00	93	1
B	BE	BEY	BEY.	BBEY.00	[M]Dysplastic naevus		[M] Benign	Skin	Skin	medr_tumor;tumor;medr_benign	ignore	na	na	BBEY.00	5259	1
B	Bf	Bf.	Bf..	BBf..00	[M]Granular cell tumours and alveolar soft part sarcoma					tumor	cancer	na	na	BBf..00	48	
B	Bf	Bf0	Bf0.	BBf0.00	[M]Granular cell tumour NOS					tumor	morph	na	na	BBf0.00	124	
B	BF	BF3	BF3.	BBF3.00	[M]Spindle cell sarcoma		[M] Cancer	na	na	tumor	cancer	na	na	BBF3.00	159	3
B	BF	BF4	BF4.	BBF4.11	[M]Pleomorphic cell sarcoma		[M] Cancer	na	na	tumor	cancer	na	na	BBF4.11	111	1
B	Bg	Bg.	Bg..	BBg..00	"[M]Lymphomas, NOS or diffuse"		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL	BBg..00	525	9
B	BG	BG0	BG0.	BBG0.00	[M]Fibroma NOS		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na	BBG0.00	5321	16
B	BG	BG0	BG0.	BBG0.11	[M]Fibroma durum		[M] Benign	na	na	tumor	morph	na	na	BBG0.11	1297	
B	Bg	Bg1	Bg1.	BBg1.00	[M]Malignant lymphoma NOS					tumor	cancer	blood	NHL	BBg1.00	683	9
B	Bg	Bg1	Bg1.	BBg1.11	[M]Lymphoma NOS					medr_tumor;tumor;medr_benign	cancer	blood	NHL	BBg1.11	10068	140
B	Bg	Bg1	Bg10	BBg1000	"[M]Malignant lymphoma, diffuse NOS"					tumor	cancer	blood	NHL	BBg1000	100	2
B	Bg	Bg2	Bg2.	BBg2.00	"[M]Malignant lymphoma, non Hodgkin's type"					tumor	cancer	blood	NHL	BBg2.00	601	2
B	Bg	Bg2	Bg2.	BBg2.11	[M]Non Hodgkins lymphoma					medr_tumor;tumor;medr_benign	cancer	blood	NHL	BBg2.11	2665	74
B	BG	BG2	BG2.	BBG2.11	[M]Myxofibroma NOS		[M] Benign	na	na	medr_tumor;medr_benign	ignore	na	na	BBG2.11	30	
B	Bg	Bg8	Bg8.	BBg8.00	"[M]Malignant lymphoma, immunoblastic type"					tumor	cancer	blood	NHL	BBg8.00	6	
B	Bg	BgB	BgB.	BBgB.00	"[M]Malignant lymphoma, follicular centre cell NOS"					tumor	cancer	blood	NHL	BBgB.00	7	
B	Bg	BgC	BgC.	BBgC.11	[M]Lymphocytic lymphoma NOS					tumor	cancer	na	na	BBgC.11	225	5
B	Bg	BgG	BgG.	BBgG.12	[M]Lymphoblastic lymphoma NOS					tumor	cancer	blood	NHL	BBgG.12	246	1
B	BG	BGK	BGK.	BBGK.12	[M]Histiocytoma NOS		[M] Ca_bg	na	na	medr_tumor;tumor;medr_benign	ca_bg	na	na	BBGK.12	7533	13
B	BG	BGK	BGK.	BBGK.13	[M]Sclerosing haemangioma		[M] Benign	na	na	tumor	cancer	na	na	BBGK.13	159	
B	Bg	BgL	BgL.	BBgL.00	"[M]Malignant lymphoma, small lymphocytic NOS"					tumor	cancer	blood	NHL	BBgL.00	36	2
