	code0	desc0
1580	2001091	צנתור לב טיפולי
1581	R39103	TRANSJUGULAR INTRAHEPATIC PORTO-SYSTEMIC SHUNT (TIPS)
1582	3018495	TIPS - הכנסת תומך תוך כבדי
1583	4319	OTHER GASTROSTOMY
1584	4255	INTRATHOR ESOPHG ANASTOM WITH INTERPO OF COLON
1585	4209	ESOPHAGOTOMY NOS
1586	5119	DX PROC BILIARY TRACT NEC
1587	5131	ANASTOM GB-TO-HEPAT DUCT
1588	8628	NONEXCISIONAL DEBRIDEMENT OF WOUND / INFECTION
1589	8669	SKIN GRAFT TO OTHER SITES, NEC
1590	8792	PROSTAT / SEM VES XRAY NEC
1591	4265	ANTESTERNAL ESOPHAGO-COLOSTOMY (COLON INTERPOS)
1592	2777659	הרחבת היצרות קשה בושט בהנחיית שיקוף, אכלזיה
1593	79351	OPEN REDUCTION INTERNAL FIX (NAIL) OF FEMUR
1594	9964	CAROTID SINUS STIUMLAT
1595	7866	REMOVAL IMPLANT DEVICE FROM PATELLA
1596	2502	BIOPSY OF TONGUE NEC
1597	3506	TRANSAPICAL REPLACEMENT OF AORTIC VALVE
1598	4464	GASTROPEXY
1599	1496424	תהודה מגנטית (MRI) - מפרק ירך ימין
1600	2762	CORRECTION CLEFT PALATE
1601	2754	REPAIR OF CLEFT LIP
1602	2773	REPAIR OF UVULA
1603	2001	MYRINGOTOMY W HOLLOW TUBE INSERTION
1604	2769	OTH PLASTIC REPAIR PALAT
1605	2009	MYRINGOTOMY NEC
1606	7691	BONE GRAFT TO FACE BONE
1607	27544	SECONDARY CLEFT LIP & VERMILION REPAIR
1608	2187	RHINOPLASTY NEC
1609	541	LAPAROTOMY
1610	4951	SPHINCTEROTOMY ANAL LT LAT
1611	9623	DILATION ANAL SPHINCTER
1612	R54931	INSERTION OF TENKHOFF CATHETER
1613	3733	EXC / DESTRUC OF OTHER LESION OR TISSUE OF HEART, OPEN
1614	4224	BIOPSY OF ESOPHAGUS ENDOSCOPIC
1615	8689	REPAIR & PLASTY OF SKIN & SUBCUTAN TISSUE NEC
1616	R04071	RESECTION OF MORTON'S NEUROMA
1617	0836	REPAIR BLEPHAROPTOSIS
1618	6621	ENDOSCOPIC LIGATION & CRUSHING OF FALLOP TUBES, BILAT
1619	1398567	US חדר ניתוח
1620	8134	REFUSION DORSAL & DORSOLUMBAR SPINE, ANTER. TECHNIQUE
1621	8469	REVIS / REPLAC OF ARTIFICIAL SPINAL DISC PROSTH, NOS
1622	R03092	LAMINECTOMY & MEDIAL FACETECTOMY
1623	8100	FUSION SPINAL, NOT OTHERWISE SPECIFIED
1624	4738410	החדרת זונדה אנטרלית
1625	R37811	INITIAL INSERT SINGLE CHAMBER P-M, NOT RATE RESPONSIVE
1626	78071	BONE GRAFT TIBIA / FIBULA, AUTOGRAFT PHEMIST
1627	79363	OPEN REDUCTION INT FIX (SCREW) OF TIBIA / FIBULA
1628	9604	INSERT ENDOTRACHEAL TUBE
1629	920	ISOTOPE SCAN & FUNCTION
1630	736	EPISIOTOMY
1631	751	AMNIOCENTESIS DIAGNOSTIC
1632	6952	ASPIRATION CURETTAGE - POST DELIVERY OR ABORTION
1633	3036242	אולטרסאונד
1634	R88011	CT ANGIO OF ABDOMEN
1635	2199	OPS ON NOSE NEC
1636	3603	ANGIOPLAST CORONARY OPEN (ENDARTERECTOMY)
1637	1434	REPAIR RETINAL TEAR BY LASER PHOTOCOAGULATION
1638	48630	RESECTION OF RECTUM, LOW ANTERIOR
1639	R46511	CLOSURE OF ILEOSTOMY (W / O LAPAROTOMY)
1640	R50221	RESECTION OF LIVER, NON-ANATOMIC, WEDGE
1641	R50222	RESECTION ONE LIVER SEGMENT, ANATOMIC
1642	022	VENTRICULOSTOMY
1643	R39724	ENDOVASCULAR EMBOLIZ ANEURYSM HEAD & NECK BY OTHER IMPLANT
1644	R54952	EXTERIORIZATION OF V-P SHUNT AT PERITONEAL SITE
1645	0065	PERCUTANEOUS INSERTION OF INTRACRANIAL VASCULAR STENT(S)
1646	2612891	החדרת תומך לכלי דם מוחי
1647	7727	WEDGE OSTEOTOMY OF TIBIA / FIBULA
1648	R14752	INJECTION OF SILICONE OIL AS VITREOUS SUBSTITUTE
1649	R44010	VAGOTOMY TRUNCAL, OPEN
1650	R44290	PYLOROPLASTY (HEINEKE-MIKULICZ)
1651	435	GASTRECTOMY PROXIMAL W GASTROESOPHGOSTOMY
1652	R43992	ESOPHAGOGASTRECTOMY
1653	2646101	החלפת ICD
1654		
1655	R36142	BYPASS AORTOCOR(CABG) 4 COR ART
1656	3401	INCISION OF CHEST WALL
1657	3342	CLOSURE BRONCHIAL FISTULA
1658	3433464	אקוקרדיוגרפיה דרך הוושט, TEE
1659	5849	REP OF URETHRA NEC
1660	R78191	INSERTION OF KIRSCHNER WIRE
1661	R79222	OPEN REDUCTION FRACTURE OF OLECRANON
1662	4109	AUTOLOGOUS BONE MARROW TRANSPLANT W PURGING
1663	8147	REPAIR OF KNEE NEC
1664	R37701	INITIAL INSERTION OF LEAD OF CARDIAC PACEMAKER, NOS
1665	R93991	VAPOTHERM THERAPY
1666	8962	CVP MONITORING
1667	3393	PUNCTURE OF LUNG
1668	4416014	טיפול בחומרים רדיואקטיביים
1669	4240014	ניקוז חלל הפליאורה
1670	3025936	CT זרוע ימין
1671	R39327	SUTURE OF SAPHENOUS VEIN
1672	R51030	CHOLECYSTOSTOMY,OPEN
1673	9738	REMOVE HEAD / NECK SUTURES
1674	R83211	BIOPSY OF MUSCLE
1675	1398162	FNB- US לבלב
1676	R52011	CATHETER DRAINAGE PANCREATIC CYST, PERCUTAN.
1677	5222	EXC / DESTRUC PANCREAS LES - LOCAL, NEC
1678	R46512	CLOSURE OF ILEOSTOMY (WITH LAPAROTOMY)
1679	9638	REMOV IMPACTED FECES
1680	4999	OP ON ANUS NEC
1681	37122	PERICARDIAL WINDOW OPERATION
1682	0084	REVISION OF TOTAL KNEE REPLACEMENT, TIBIAL INSERT (LINER)
1683	8155	REVISION OF KNEE REPLACEMENT, NOS
1684	8822	SKEL XRAY-ELBOW / FOREARM
1685	1397928	US קרסול
1686	R37891	REVISION OR REMOVAL OF PACEMAKER DEVICE
1687	48631	RESECTION OF RECTUM, HIGH ANTERIOR
1688	7935	ORIF OF FEMUR FX
1689	3410	MEDIASTINOTOMY ANTERIOR
1690	1712	REP INDIRECT INGUINAL HERNIA, W GRAFT, LAPAROSCOPIC
1691	1395960	RF - CT לכבד
1692	2130	EXC LESION NOSE NOS
1693	8711	FULL-MOUTH X-RAY
1694	4862	ANT RESECT RECTUM WITH COLOST
1695	R77651	MARGINAL RESECTION OF LESION OF FEMUR
1696	R39251	AORTO-FEMORAL(ONE SIDE) BYPASS GRAFT
1697	3424	BIOPSY OF PLEURA
1698	78475	REPAIR / PLASTIC OPERATION ON TIBIA/FIBULA - ILIZAROV
1699	0392	INJECT OF OTHER AGENT INTO SPINAL CANAL
1700	78175	EXTERNAL FIX TO TIBIA / FIBULA WITH ILIZAROV
1701	86042	I & D OF SKIN & SUBCUT HEMATOMA
1702	8879	DX ULTRASOUND NEC
1703	3803	INCIS UPPER LIMB VESSEL
1704	R40000	NEEDLE ASPIRATION OF LYMPHOCELE
1705	0681	PARATHYROIDECTOMY TOTAL
1706	9211	SCAN CEREBRAL
1707	485	ABD-PERINEAL RESECT RECTUM
1708	8522	RESECT QUADRANT OF BREAST
1709	6841	TOTAL ABDOMINAL HYSTERECTOMY, LAPAROSCOPIC (TLH)
1710	4524	PROCTO-SIGMOIDOSCOPY FLEXIBLE
1711	4581	TOTAL INTRA-ABDOMINAL COLECTOMY, LAPAROSCOPIC
1712	4595	FORMATION ENDORECT ILEAL POUCH (PULL THROUGH)
1713	9923	INJECT STEROID
1714	4979	REPAIR ANAL SPHINCTER NEC
1715	7562	REPAIR CURRENT OBSTETRIC LACERATION RECTUM / ANUS
1716	8944	CARDIAC STRESS TEST NEC
1717	1529	OP ON 1 EXTRAOC MUSC NEC
1718	4541	LOCAL EXCISION LG BOWEL
1719	1724	REP INGUINAL HERNIA, NOS, BILAT. W GRAFT, LAPAROSCOPIC
1720	1397280	US ניקוז מורסה - פרקים ורקמות רכות
1721	R77491	BIOPSY OF VERTEBRA
1722	4024	EXC INGUINAL LYMPH NODE
1723	4054	RADICAL GROIN DISSECT (UNILAT, BILAT)
1724	113	EXCISION OF PTERYGIUM
1725	1044	FREE GRAFT TO CONJUNCTIVA  NEC
1726	0843	REPAIR OF ENTROPION / ECTROPION W WEDGE RESECTION
1727	0401	EXCISION OF ACOUSTIC NEUROMA
1728	9344	SKELETAL TRACTION (BRYANT / DUNLOP/LYMAN/RUSSEL)
1729	034	EXC LES SPINAL CORD / SPINAL MENINGES
1730	R38464	RESECT & REPLACE SUPERIOR MESENTERIC ARTERY
1731	2752	SUTURE OF MOUTH LACERATION NEC
1732	R43192	GASTROSTOMY, PERMANENT (OPERATIVE)
1733	R39797	ENDOVASCULAR EMBOLIZATION OF SPINAL TUMOR
1734	R88493	ARTERIOGRAPHY OF SPINAL ARTERIES
1735	2621836	צנתור אבחנתי של עורקים שדרתיים
1736	2612881	סגירת כלי דם לגידול שדרתי בדרך אנדווסקולרית
1737	R86092	ESCHAROTOMY
1738	8405	AMPUTATION THROUGH FOREARM
1739	740	CESAREAN SECTION CLASSICAL
1740	R46105	COLOSTOMY, DOUBLE BARREL
1741	2724773	שליפת פילטר מווריד חלול תחתון
1742	3821	BIOPSY BLOOD VESSEL
1743	6096	TRANSURETHRAL MICROWAVE TERMOTHERAPY (TUMT) OF PROSTATE
1744	4327016	סטנט גרפט ווסקולרי
1745	3104475	הרחבת העורק הפמורלי המשותף עם בלון
1746	1396113	CT אנגיו בטן דינמי - CTA
1747	1398699	בדיקה עם אנדוסקופיה
1748	R26311	PAROTIDECTOMY, PARTIAL
1749	4223	ESOPHAGOSCOPY NEC
1750	8574	DEEP INFER EPIGASTRIC ARTERY PERFORATOR (DIEP) FLAP, FREE
1751	3835	RESECT / ANAST THORX VESSEL
1752	1397469	US ניקור מחט - שד
1753	083	PTOSIS / LID RETRACT REP
1754	843	REVISION OF AMPUTATION STUMP
1755	R41051	ALLOGENIC SCT, NO PURGING, MATCHED RELATED DONOR
1756	0072	REVISION OF HIP REPLACEMENT, FEMORAL COMPONENT
1757	3864	EXC OF AORTA (REPAIR COARCT OF AORTA)
1758	3885	LIGATION / OCCLUSION THORACIC VES NEC
1759	R395011	ANGIOPLASTY (PTA) OF THORACIC AORTA
1760	4157944	הולטר לחץ דם
1761	3593756	פלתיסמוגרפיה - בדיקת נפחים
1762	5948357	אקג קרדיו
1763	R67321	DESTRUCTION LESION OF CERVIX BY LASER
1764	765	ARTHROPLASTY TEMPOROMANDIBULAR
1765	7695	TMJ MANIPULATION NEC
1766	8020	ARTHROSCOPY NOT OHERWISE SPECIFIED
1767	1397019	KNB- US כליות מושתל
1768	8362	DELAYED TENDON SUTURE
1769	1496478	תהודה מגנטית (MRI) - פלקסוס ברכיאלי שמאלי
1770	1496226	תהודה מגנטית (MRI) - פלקסוס ברכיאלי
1771	2984471	MRI לדופן בית החזה
1772	7967	DEBRIDEMENT OF OPEN FX TARS / METATARSAL
1773	5691	DILATION URETERAL MEATUS
1774	5022	HEPATECTOMY PARTIAL (HEMIHEPATECT)
1775	612	EXC OF HYDROCELE OF TUNICA VAGINALIS
1776	5188	ENDOSCOP REMOV STONE BILIARY TRACT
1777	R41052	ALLOGENIC SCT, NO PURGING, MATCHED UNRELATED DONOR
1778	2682150	תהודה מגנטית פנים
1779	4415	BIOPSY OF STOMACH NEC
1780	4440	SUTURE PEPTIC ULCER NOS
1781	4525	BIOPSY LG BOWEL, ENDOSCOPIC
1782	R54193	DRAINAGE INTRAPERITONEAL ABSCESS
1783	1396095	CT בלוק
1784	8547	MASTECTOMY EXT RAD UNILAT
1785	8321	OPEN BIOPSY SOFT TISSUE
1786	1397046	FNB- US פרקי רקמות רכות
1787	R35521	TRANSCATHETER CLOSURE OF ATRIAL SEPTAL DEFECT W PROSTHESIS
1788	R456243	WEDGE RESECTION OF ILEUM
1789	R79366	ORIF  OF LATERAL MALLEOLUS FX
1790	R79365	ORIF OF MEDIAL MALLEOLUS FX
1791	8751	PERC HEPAT CHOLANGIOGRAM
1792	1396398	USD - US דופלר פניס
1793	3728	INTRACARDIAC ECHOCARDIOGRAPHY (ICE)
1794	2201	NASAL SINUS PUNCTURE FOR ASPIRATION / LAVAGE
1795	3108237	המרת נפרוסטומיה לסטנט נפרוסטומי משמאל
1796	8221	EXCISION LESION TENDON SHEATH HAND (GANGLION)
1797	4902	INCIS PERIANAL NEC
1798	6539	OOPHORECTOMY UNILAT (OPEN)
1799	7927	OPEN REDUCTION OF FRACTURE OF TAR / METATARSALS
1800	7988	OPEN REDUCTION DISLOCATION - FOOT / TOE
1801	R79371	ORIF (NAIL) OF TAR / METATAR FX
1802	R83219	BIOPSY SOFT TISSUE PELVIS / HIP
1803	897	GENERAL PHYSICAL EXAM
1804	8741	C.A.T. SCAN OF THORAX
1805	1467734	צילום עצם השכם סקפולה משמאל
1806	3231444	החלפת נפרוסטומיה לכליה מושתלת
1807	R88424	ABDOMINAL AORTOGRAPHY
1808	545	ADHESYOLYSIS PERITONEAL
1809	03093	LAMINECTOMY & FACETECTOMY & FORAMINOTOMY
1810	613	EXC LESION OF SCROTUM
1811	3886	OCCLUSION ABD ARTERY NEC
1812	R388703	LIGATION OF ILIAC VEINS
1813	86835	DERMOLIPECTOMY
1814	86591	SUTURE SKIN / SUBCUTANEOUS TISSUE, SECONDARY
1815	3010910	Ankle Branchial Index Patient Worksheet
1816	4139	DX PROC SPLEEN NEC
1817	5329	REP HERNIA FEMORAL UNILAT
1818	5922501	חסם עצבי
1819	8102	FUSION CERVICAL, ANTERIOR / ANTEROLAT TECHNIQUE
1820	R51041	CHOLECYSTOLITHOTOMY
1821	R39903	PERCUTAN INSERTION OF STENT TO SUPERIOR VENA CAVA
1822	2632218	החדרת סטנט לוריד הנבוב העליון
1823	283	TONSILLECTOMY & ADENOIDECTOMY
1824	1398549	US מרפק שמאל
1825	8544	MASTECTOMY EXTEND SIMP BILAT
1826	3798	REPLACEMENT AUTO CARDIOVERTER / DEFIBRLATOR, GENERATOR ONLY
1827	R77561	REPAIR OF HAMMER TOE BY TENOTOMY / CAPSULOTOMY
1828	9971	PLASMAPHERESIS THERAPEUTIC
1829	1649	ENUCLEATION EYEBALL NEC
1830	5823	BIOPSY URETHRA
1831	8682	FACIAL RHYTIDECTOMY
1832	86021	INJECT FAT FOR SKIN LES / DEFECT
1833	R86835	DERMOLIPECTOMY
1834	R86832	LIPOSUCTION, MAJOR
1835	R79313	ORIF (SCREW) OF HUMERUS FX
1836	9228	RADIOISOTOPE INJECT / INSTILL (INTRACAV/INTRAVEN)
1837	2691048	מפוי כליות MAG3
1838	5954337	US אמה (גפיים לא ואסקולרי)
1839	1496532	תהודה מגנטית (MRI) - מפרק כתף שמאל
1840	581	MEATOTOMY URETHRAL
1841	1732	CECECTOMY, LAPAROSCOPIC
1842	3580590	אנטרוסקופיה כפולת בלון תחת שיקוף
1843	2688413	המשך מפוי כל הגוף ביוד 131
1844	R34921	CHEMICAL PLEURODESIS
1845	3502	VALVOTOMY MITRAL VALVE, CLOSED
1846	750	INTRA-AMNIOTIC INJECTION FOR ABORTION
1847	2630578	בדיקת שליש ראשון של ההריון עובר
1848	38211	BIOPSY TEMPORAL ARTERY
1849	3761	PULSATION BALLOON IMPLANT
1850	8103	FUSION CERVICAL, POSTERIOR / POSTEROLAT TECHNIQUE
1851	7742	BIOPSY OF HUMERUS
1852	6553	OOPHORECTOMY BILAT LAPAROSCOPIC
1853	595	SUSPEN URETHRAL-RETROPUB
1854	4652	CLOSURE LG BOWEL STOMA
1855	4836	POLYPECTOMY OF RECTUM, ENDOSCOPIC / CLOSED
1856	8363	REPAIR ROTATOR CUFF
1857	5533	PERCUTANEOUS ABLATION OF RENAL LESION OR TISSUE
1858	2722	BIOPSY OF UVULA & SOFT PALATE
1859	067	EXC OF THYROGLOSSAL  DUCT / TRACT
1860	39295	AXILLO-FEMORAL BY-PASS GRAFT
1861	392	OTHER SHUNT / VASC BYPASS
1862	1400	REMOVAL FB FROM POSTERIOR SEGMENT OF EYE NOS
1863	1200	REMOVAL FB ANTERIOR SEGMENT OF EYE NOS
1864	8827	SKEL XRAY-THIGH / KNEE/LEG
1865	8826	SKEL XRAY-PELVIS / HIP NEC
1866	578	OTHER BLADDER REPAIR
1867	5718	CYSTOSTOMY SUPRAPUBIC
1868	7912	CLOSED REDUCTION INTERNAL FIX  FX RADIUS / ULNA
1869	3328	BIOPSY OF LUNG (OPEN)
1870	78053	BONE GRAFT TO FEMUR, ALLOGRAFT
1871	7860	REMOV IMPLANT DEVICE FROM BONE, UNSP SITE
1872	78051	BONE GRAFT TO FEMUR, AUTOGRAFT PHEMIST
1873	1399738	אאורטוגרפיה בטנית
1874	1596265	מיפוי לזיהוי רירית קיבה אקטופית
1875	5822	URETHROSCOPY NEC
1876	8139	REFUSION OF SPINE, NOT ELSWERE CLASSIFIED
1877	012	CRANIOTOMY & CRANIECTOMY
1878	020	CRANIOPLASTY
1879	7091	VAGINAL OPERATION NEC
1880	3979	OTHER ENDOVASCULAR PROCEDURES ON OTHER VESSELS
1881	6823	ENDOMETRIAL ABLATION
1882	1398639	US ניקוז מורסה - כליות
1883	7905	CLOSED REDUCTION OF FRACTURE OF FEMUR
1884	7730	DIVISION / OSTEOTOMY OF BONE UNSP SITE
1885	5185	ENDOSC SPHINCTEROTOMY & PAPILLOTOMY
1886	9820	REMOVAL OF FB NOS
1887	132	LENS EXTRACAPSULAR EXTRACTION, BY LINEAR TECHNIQUE
1888	3602	PTCA SINGLE VESSEL W THROMB AGENT
1889	8533	MAMMECT SUBC UNIL W IMPLNT
1890	R37761	REPLACEMENT OF TRANSVENOUS ATRIAL / VENTRICULAR LEADS
1891	4231052	רפוזיציה של אלקטרודה
1892	4939	LOCAL EXCISION ANAL LESION  NEC
1893	642	EXC LES PENIS - LOCAL
1894	8609	SKIN & SUBQ INCISION NEC
1895	2630	SIALOADENECTOMY NOS
1896	8412	AMPUTATION THROUGH FOOT
1897	R53701	REP HERNIA DIAPHRA & FUNDOPLIC. LAPAROSCOP.
1898	8520	EXC OF BREAST TISSUE NOS
1899	R79331	ORIF (NAIL) OF CARP / METACARPAL FX
1900	40522	RADICAL EXC. OF PELVIC LYMPH NODES
1901	R85002	DRAINAGE OF BREAST ABSCESS - OPEN
1902	1496316	תהודה מגנטית (MRA) עורקי הכליות
1903	1397451	US  אגן קטן נשים
1904	2779	OTHER UVULA OPERATIONS
1905	3889	LIGATION LEG VEIN NEC
1906	R49451	LIGATION OF HEMORRHOIDES, DOPPLER GUIDED
1907	526	PANCREATECTOMY TOTAL
1908	1496208	תהודה מגנטית (MRI) - אוכף תורכי
1909	073	ADRENALECTOMY BILATERAL
1910	3243	RT MIDDLE LOBECTOMY
1911	7279	VACUUM EXTRACTION DELIVERY NEC
1912		
1913	R88400	COMPLETION ANGIOGRAPHY (INTRA-OPERAT)
1914	3957	REP VESSEL W SYNTH PATCH
1915	4240015	סטנט גרפט לאאורטה בטנית
1916	4671	SUTURE DUODENAL LACERAT
1917	8593	REVISION BREAST IMPLANT
1918	8402	AMPUTATION / DISARTICULATION OF THUMB
1919	9329	FORCIBLE CORRECTION OF DEFORMITY NEC
1920	7751	BUNIONECTOMY W SOFT TIS CORRECT & OSTEOTOMY 1ST METATAR
1921	7754	EXCISION / CORRECTION OF BUNIONETTE (OSTEOTOMY)
1922	8115	ARTHRODESIS / FUSION OF TARSOMETATARSAL JOINT
1923	7757	REPAIR OF CLAW TOE (JONES PROCEDURE)
1924	R77512	CHEVRON OSTEOTOMY (DISTAL FIRST METATARSUS)
1925	8117	ARTHRODESIS / OTHER FUSION OF FOOT JOINT
1926	6951	ASPIRATION CURETTAGE FOR TERMINATION OF PREGNANCY
1927	4881	INCIS PERIRECTAL
1928	5226543	כרומואנדוסקופיה
1929	0018	INFUSION IMMUNOSUPPRESSIVE ANTIBODY THERAPY
1930	0053	IMPLANT / REPLAC CARD RESYNCH. PACEMAKER PULSE GENERATOR (CRT-P)
1931	5569	TRANSPLANT KIDNEY NEC
1932	556	KIDNEY TRANSPLANT
1933	R40001	DRAINAGE OF LYMPHOCELE
1934	2984485	MRA של הסינוסים הוורידיים
1935	2610748	סקירת מערכות
1936	3895	VENOUS CATH FOR RENAL DIALYSIS
1937	0493	REMOVAL OF PERIPHERAL NERVE STIMULATOR
1938	0492	IMPLANT / REPLAC PERIPHERAL NEUROSTIMULATOR LEAD(S)
1939	0407	PERIPHERAL / CRANIAL NERVE EXCISION OR AVULSION NEC
1940	0475	REVISION PREV REPAIR CRANIAL / PERIPHERAL NERVES
1941	049	PERIPHERAL NERVE OP-OTHER
1942	143	REPAIR OF RETINAL TEAR
1943	16	ORBIT / EYEBALL OPS
1944	1699	OPS ON EYEBALL NEC
1945	0824	EXC OF MAJOR LESION OF EYELID, FULL-THICKNESS
1946	79313	OPEN REDUCTION INTERNAL FIX (SCREW) OF HUMERUS
1947	1397937	FNA- US בטן  כבד
1948	139	OTHER OPERATIONS ON LENS
1949	1467608	FNB - US לשד שמאל
1950	1395663	מרפק ימין
1951	8122	ARTHRODESIS OF KNEE
1952	93524	APPLICATION OF NECK SUPPORT WITH EXTERNAL FIX
1953	7909	CLOSED REDUCTION OF OTHER SPEC. FRACTURE
1954	3710	INCISION OF HEART NOS
1955	3799	OTHER HEART / PERICARD OPS
1956	4040	RAD NECK DISSECTION NOS
1957	03092	LAMINECTOMY & MEDIAL FACETECTOMY
1958	8163	FUSION OR REFUSION OF 4-8 VERTEBRAE
1959	4041	RAD NECK DISSECT UNILAT
1960	686	RADICAL ABDOMINAL HYSTERECTOMY
1961	879109	גסטרוסטומיה
1962	3284136	אנגיופלסטיה סובאינטימלית
1963	2612884	סגירת מלפורמציה בכלי דם בצוואר בדרך אנדווסקולרי
1964	3972	ENDOVASC (TOTAL) EMBOLIZATION OR OCCLUSION OF HEAD & NECK VESSELS
1965	4269014	אמבוליזציה של גידול בחלל האף
1966	3062804	טיפול אנדווסקולרי בדמם מהאף
1967	8397	INJECTION INTO TENDON
1968	9920	INJECTION OR INFUSION OF PLATELET INHIBITOR (II B III A inhib)
1969	3000432	ברונכוסקופיה דרך טראכיאסטומיה
1970	R35961	PERCUTANEOUS BALLOON MITRAL VALVULOPLASTY
1971	0943	PROBING NASOLACRIMAL DUCT
1972	8891	M.R.I. BRAIN & BRAIN STEM
1973	8181	PARTIAL REPLACEMENT OF SHOULDRER
1974	7551	REPAIR CURRENT OBSTETRIC LACERATION CERVIX
1975	5342	REPAIR OF UMBILICAL HERNIA W GRAFT, LAPAROSCOPIC
1976	8399	OTH OPERATIONS ON MUSCLE / TENDON/FASCIA/BURSA
1977	R83762	TRANSPOSITION TENDON FOOT & ANKLE
1978	R83421	TENOSYNOVECTOMY OF FOOT
1979	1396335	US נקוז מורסה - אגן גברים
1980	2251	ETHMOIDOTOMY
1981	R59802	DILATION OF URETER BY BALLOON
1982	2539834	תוצאות ה- ENoG
1983	656	BILAT SALPINGO-OOPHORECT
1984	5900	RETROPERIT DISSECT NOS
1985	361	HEART REVASC BYPASS ANAS
1986	1735	HEMICOLECTOMY LT. LAPAROSCOPIC
1987	6241	ORCHIECTOMY BILAT. NOS
1988	R33241	CLOSED RONCHOALVEOLAR LAVAGE (BAL)
1989	7806	BONE GRAFT TO PATELLA
1990	86744	ATTACH FASCIOCUTAN PEDICLE GRFT / FLAP
1991	1399673	צילום נייד חדר ניתוח
1992	39297	FEMORO-TIBIAL BYPASS
1993	7740	BIOPSY OF UNSPECIFIED BONE
1994	R84305	REVISION OF AMPUTATION STUMP ABOVE KNEE
1995	9974	PLATELETPHERESIS THERAPEUTIC
1996	4642	REPAIR PERICOLOSTOMY HERNIA
1997	R45410	WEDGE RESECTION LG BOWEL
1998	4643	REVIS LG BOWEL STOMA NEC
1999	R36064	INSERTION OF NON-DRUG ELUTING CORONARY ARTERY ENDOGRAFT(S)
2000	0779	OP ON HYPOPHYSIS NEC
2001	1496262	תהודה מגנטית (MRI) - מפרק טמפורומנדיבולרי ימין/שמאל
2002		
2003	5795	REPLACE INDWELLING URINARY CATHETER
2004	934	SKELETAL & OTH TRACTION
2005	7929	OPEN FX REDUCTION NEC
2006	7930	OPN FX RED WITH INT FIX NOS
2007	R3111	MINI-TRACHEOSTOMY
2008	9802	ENDOSCOP REMOV FOREIGN BODY FROM ESOPHAGUS
2009	8183	OTH REPAIR / REVISION OF SHOULDER
2010	065	SUBSTERNAL THYROIDECTOMY
2011	54911	ASPIRATION ABD. MASS PERCUTAN (FNA)
2012	4372194	אנגיו צליאקה  - הכנה לאיטריום
2013	R92282	INJECT / INSTIL RADIOACTIVE ISOTOPE INTO LUNG
2014	9226	PARTICUL TELERADIOTH NEC
2015	2691137	טיפול ב Y90-YTRIUM
2016	5257536	טיפול קרינתי פנימי SIRT
2017	0832	REP BLEPHAROPT BY FRONTAL MUSCLE TECHNIQUE W FASCIAL SLING
2018	R70801	COLPOCLEISIS
2019	1595269	RVG
2020	8235	FASCIECTOMY OF HAND (RELEASE DUPUYTREN'S)
2021	3615647	מאמץ משולב לב ריאה
2022	9911	INJECT RH IMMUNE GLOBUL
2023	52	OPERATIONS ON PANCREAS
2024	3963	CARDIOPLEGIA
2025	504	HEPATECTOMY TOTAL
2026	3062810	טיפול מכני בשבץ מוחי חד
2027	1124064	ניקור כבד
2028	610	I & D SCROTUM & TUNICA
2029	80511	EXC INTERVERTEBRAL DISC, CERVICAL
2030	7725	WEDGE OSTEOTOMY OF FEMUR
2031	8312	ADDUCTOR TENOTOMY OF HIP
2032	8313	TENOTOMY NEC
2033	93543	APPLICATION OF P.O.P SPICA
2034	5240536	PTA של שנט
2035	83498	WIDE RESECT LES FOOT
2036	9909	TRANSFUSION NEC
2037	R46801	CORRECTION OF INTESTINAL MALROTATION NOS
2038	4263	ANASTOM ESOPHAG ANTESTERN W INTERPOS SMALL BOWEL
2039	8364	SUTURE OF TENDON NEC
2040	798	OPN REDUC DISLOCATION
2041	77680	CURETTAGE LES TARSAL / METATARSAL BONE
2042	360102	PTCA WITH STENT INSERTION
2043	4191	ASPIRATION BONE MARROW FROM DONOR
2044	4106	TRANSPLANT CORD BLOOD STEM CELL
2045	R38852	DIVISION PATENT DUCTUS ARTAERIOSUS
2046	38852	DIVISION PATENT DUCTUS ARTERIOSUS
2047	5782701	וידיאו אורודינמיקה
2048	7631	MANDIBULECTOMY PARTIAL
2049	252	GLOSSECTOMY PARTIAL
2050	7643	RECONSTRUCTION OF MANDIBULAR BONE NEC
2051	7692	INSERTION OF SYNTHETIC IMPLANT IN FACIAL BONE
2052	3597	PERCUTAN MITRAL VALVE REPAIR W IMPLANT
2053	5566537	תיקון מסתם מיטרלי בצנתור באמצעות MITRACLIP
2054	2761	SUTURE OF PALATE LACERATION
2055	R89392	PH METRY
2056	8932	ESOPHAGEAL MANOMETRY
2057	193	OP ON OSSICULAR CHAIN NEC
2058	R37771	REMOVAL OF LEAD OF CARDIAC PACEMAKER W / O REPLACEMENT
2059	5043820	הוצאת אלקטרודה\ות של קוצב לב ללא החדרת קוצב חלופי
2060	R388323	LIGATION OF RADIAL ARTERY
2061	99291	INJECT / INFUS THROMBOLYTIC AGENT
2062	1397316	US  כתף ימין
2063	1467752	פלבוגרפיה
2064	3092674	CTA פריפרי  גפיים תחתונות  -רגליים
2065	9351	APPLICATION OF PLASTER JACKET
2066	7807	BONE GRAFT TO TIBIA / FIBULA
2067	0881	LINEAR REPAIR OF EYELID / EYEBROW LACERATION
