"icd","ccs","ccsdesc","icddesc","icdvers"
"4024","67","Ot Rx hemic","EXCISE INGUINAL NODE","ICD-9-CM"
"4029","67","Ot Rx hemic","SIMP EXC LYMPH STRUC NEC","ICD-9-CM"
"403","67","Ot Rx hemic","REGIONAL LYMPH NODE EXC","ICD-9-CM"
"4040","67","Ot Rx hemic","RAD NECK DISSECTION NOS","ICD-9-CM"
"4041","67","Ot Rx hemic","UNILAT RAD NECK DISSECT","ICD-9-CM"
"4042","67","Ot Rx hemic","BILAT RAD NECK DISSECT","ICD-9-CM"
"4050","67","Ot Rx hemic","RAD NODE DISSECTION NOS","ICD-9-CM"
"4051","67","Ot Rx hemic","RAD DISSEC AXILLARY NODE","ICD-9-CM"
"4052","67","Ot Rx hemic","RAD DISSEC PERIAORT NODE","ICD-9-CM"
"4053","67","Ot Rx hemic","RAD DISSECT ILIAC NODES","ICD-9-CM"
"4054","67","Ot Rx hemic","RADICAL GROIN DISSECTION","ICD-9-CM"
"4059","67","Ot Rx hemic","RAD NODE DISSECTION NEC","ICD-9-CM"
"4061","67","Ot Rx hemic","THORAC DUCT CANNULATION","ICD-9-CM"
"4062","67","Ot Rx hemic","THORACIC DUCT FISTULIZAT","ICD-9-CM"
"4063","67","Ot Rx hemic","CLOSE THORACIC DUCT FIST","ICD-9-CM"
"4064","67","Ot Rx hemic","LIGATE THORACIC DUCT","ICD-9-CM"
"4069","67","Ot Rx hemic","THORACIC DUCT OP NEC","ICD-9-CM"
"409","67","Ot Rx hemic","LYMPH STRUCTURE OP NEC","ICD-9-CM"
"410","64","Bon mar tran","BONE MARROW TRNSPLNT (Begin 1980 End 1988)","ICD-9-CM"
"4100","64","Bon mar tran","BONE MARROW TRNSPLNT NOS (Begin 1988)","ICD-9-CM"
"4101","64","Bon mar tran","AUT BONE MARROW TRNSPLNT (Begin 1988)","ICD-9-CM"
"4102","64","Bon mar tran","ALO BONE MARROW TRNSPLNT (Begin 1988)","ICD-9-CM"
"4103","64","Bon mar tran","ALLOGRFT BONE MARROW NOS (Begin 1988)","ICD-9-CM"
"4104","64","Bon mar tran","AUTOL HEMATOPO STEM CELL TRANSPLNT (Begin 1994)","ICD-9-CM"
"4105","64","Bon mar tran","ALLOGEN HEMATO STEM CELL TRANS (Begin 1997)","ICD-9-CM"
"4106","64","Bon mar tran","CORD BLOOD STEM CELL TRANS (Begin 1997)","ICD-9-CM"
"4107","64","Bon mar tran","AUTOL HEMAT STEM CELL TRANS W/PURGING (Begin 2000)","ICD-9-CM"
"4108","64","Bon mar tran","ALLOGEN HEMAT STEM CELL TRANS W/PURGING (Begin 2000)","ICD-9-CM"
"4109","64","Bon mar tran","AUTOL BONE MARROW TRANS W/PURGING (Begin 2000)","ICD-9-CM"
"411","66","Prs spleen","PUNCTURE OF SPLEEN","ICD-9-CM"
"412","66","Prs spleen","SPLENOTOMY","ICD-9-CM"
"4131","65","Bon mar bx","BONE MARROW BIOPSY","ICD-9-CM"
"4132","67","Ot Rx hemic","CLOSED SPLEEN BIOPSY","ICD-9-CM"
"4133","67","Ot Rx hemic","OPEN SPLEEN BIOPSY","ICD-9-CM"
"4138","67","Ot Rx hemic","MARROW DIAGNOST PROC NEC","ICD-9-CM"
"4139","67","Ot Rx hemic","SPLEEN DIAGNOST PROC NEC","ICD-9-CM"
"4141","66","Prs spleen","SPLENIC CYST MARSUPIAL","ICD-9-CM"
"4142","66","Prs spleen","EXC SPLENIC LESION/TISS","ICD-9-CM"
"4143","66","Prs spleen","PARTIAL SPLENECTOMY","ICD-9-CM"
"415","66","Prs spleen","TOTAL SPLENECTOMY","ICD-9-CM"
"4191","67","Ot Rx hemic","DONOR MARROW ASPIRATION","ICD-9-CM"
"4192","67","Ot Rx hemic","INJECTION INTO MARROW","ICD-9-CM"
"4193","66","Prs spleen","EXC OF ACCESSORY SPLEEN","ICD-9-CM"
"4194","176","Ot orgn tran","SPLEEN TRANSPLANTATION","ICD-9-CM"
"4195","66","Prs spleen","REPAIR OF SPLEEN","ICD-9-CM"
"4198","67","Ot Rx hemic","BONE MARROW OPS NEC","ICD-9-CM"
"4199","66","Prs spleen","SPLEEN OPERATION NEC","ICD-9-CM"
"4201","94","Ot OR UGI Rx","ESOPHAGEAL WEB INCISION","ICD-9-CM"
"4209","94","Ot OR UGI Rx","ESOPHAGEAL INCISION NEC","ICD-9-CM"
"4210","94","Ot OR UGI Rx","ESOPHAGOSTOMY NOS","ICD-9-CM"
"4211","94","Ot OR UGI Rx","CERVICAL ESOPHAGOSTOMY","ICD-9-CM"
"4212","94","Ot OR UGI Rx","ESOPH POUCH EXTERIORIZAT","ICD-9-CM"
"4219","94","Ot OR UGI Rx","EXT FISTULIZAT ESOPH NEC","ICD-9-CM"
"4221","97","Ot GI Dx prs","ESOPHAGOSCOPY BY INCIS","ICD-9-CM"
"4222","97","Ot GI Dx prs","ESOPHAGOSCOPY THRU STOMA","ICD-9-CM"
"4223","70","UGI endosc","ESOPHAGOSCOPY NEC","ICD-9-CM"
"4224","70","UGI endosc","(CLOSED) BX OF ESOPHAGUS (Begin 1988)","ICD-9-CM"
"4225","97","Ot GI Dx prs","OPEN BIOPSY OF ESOPHAGUS (Begin 1988)","ICD-9-CM"
"4229","97","Ot GI Dx prs","ESOPHAGEAL DX PROC NEC","ICD-9-CM"
"4231","94","Ot OR UGI Rx","LOC EXCIS ESOPH DIVERTIC","ICD-9-CM"
"4232","94","Ot OR UGI Rx","LOCAL EXCIS ESOPHAG NEC","ICD-9-CM"
"4233","93","nOR UGI Rx","ENDOSC DESTRUC ESOPH LES (Begin 1989)","ICD-9-CM"
"4239","94","Ot OR UGI Rx","DESTRUCT ESOPHAG LES NEC","ICD-9-CM"
"4240","94","Ot OR UGI Rx","ESOPHAGECTOMY NOS","ICD-9-CM"
"4241","94","Ot OR UGI Rx","PARTIAL ESOPHAGECTOMY","ICD-9-CM"
"4242","94","Ot OR UGI Rx","TOTAL ESOPHAGECTOMY","ICD-9-CM"
"4251","94","Ot OR UGI Rx","THORAC ESOPHAGOESOPHAGOS","ICD-9-CM"
"4252","94","Ot OR UGI Rx","THORAC ESOPHAGOGASTROST","ICD-9-CM"
"4253","94","Ot OR UGI Rx","THORAC SM BOWEL INTERPOS","ICD-9-CM"
"4254","94","Ot OR UGI Rx","THORAC ESOPHAGOENTER NEC","ICD-9-CM"
"4255","94","Ot OR UGI Rx","THORAC LG BOWEL INTERPOS","ICD-9-CM"
"4256","94","Ot OR UGI Rx","THORAC ESOPHAGOCOLOS NEC","ICD-9-CM"
"4258","94","Ot OR UGI Rx","THORAC INTERPOSITION NEC","ICD-9-CM"
"4259","94","Ot OR UGI Rx","THORAC ESOPHAG ANAST NEC","ICD-9-CM"
"4261","94","Ot OR UGI Rx","STERN ESOPHAGOESOPHAGOST","ICD-9-CM"
"4262","94","Ot OR UGI Rx","STERN ESOPHAGOGASTROSTOM","ICD-9-CM"
"4263","94","Ot OR UGI Rx","STERN SM BOWEL INTERPOS","ICD-9-CM"
"4264","94","Ot OR UGI Rx","STERN ESOPHAGOENTER NEC","ICD-9-CM"
"4265","94","Ot OR UGI Rx","STERN LG BOWEL INTERPOS","ICD-9-CM"
"4266","94","Ot OR UGI Rx","STERN ESOPHAGOCOLOS NEC","ICD-9-CM"
"4268","94","Ot OR UGI Rx","STERN INTERPOSITION NEC","ICD-9-CM"
"4269","94","Ot OR UGI Rx","STERN ESOPHAG ANAST NEC","ICD-9-CM"
"427","94","Ot OR UGI Rx","ESOPHAGOMYOTOMY","ICD-9-CM"
"4281","93","nOR UGI Rx","INSERT PERM TUBE ESOPHAG","ICD-9-CM"
"4282","94","Ot OR UGI Rx","SUTURE ESOPHAGEAL LACER","ICD-9-CM"
"4283","94","Ot OR UGI Rx","ESOPHAGOSTOMY CLOSURE","ICD-9-CM"
"4284","94","Ot OR UGI Rx","ESOPH FISTULA REPAIR NEC","ICD-9-CM"
"4285","94","Ot OR UGI Rx","ESOPHAG STRICTURE REPAIR","ICD-9-CM"
"4286","94","Ot OR UGI Rx","PROD SUBQ TUNNEL NO ANAS","ICD-9-CM"
"4287","94","Ot OR UGI Rx","ESOPHAGEAL GRAFT NEC","ICD-9-CM"
"4289","94","Ot OR UGI Rx","ESOPHAGEAL REPAIR NEC","ICD-9-CM"
"4291","68","Inject esop","(INJECT) LIG ESOPH VARIX (Begin 1990)","ICD-9-CM"
"4292","69","Esoph dilat","ESOPHAGEAL DILATION","ICD-9-CM"
"4299","94","Ot OR UGI Rx","ESOPHAGEAL OPERATION NEC","ICD-9-CM"
"430","94","Ot OR UGI Rx","GASTROTOMY","ICD-9-CM"
"431","71","Gastrostomy","TEMP GASTROSTOMY (Begin 1980 End 1989)","ICD-9-CM"
"4311","71","Gastrostomy","PERCU ENDOSC GASTROSTOMY (Begin 1989)","ICD-9-CM"
"4319","71","Gastrostomy","OTHER GASTROSTOMY (Begin 1989)","ICD-9-CM"
"432","71","Gastrostomy","PERM GASTROSTOMY (Begin 1980 End 1989)","ICD-9-CM"
"433","94","Ot OR UGI Rx","PYLOROMYOTOMY","ICD-9-CM"
"4341","93","nOR UGI Rx","GASTRIC POLYPECTOMY (Begin 1989)","ICD-9-CM"
"4342","94","Ot OR UGI Rx","LOCAL GASTR EXCISION NEC","ICD-9-CM"
"4349","94","Ot OR UGI Rx","LOCAL GASTR DESTRUCT NEC","ICD-9-CM"
"435","74","Gastrectomy","PROXIMAL GASTRECTOMY","ICD-9-CM"
"436","74","Gastrectomy","DISTAL GASTRECTOMY","ICD-9-CM"
"437","74","Gastrectomy","PART GASTREC W JEJ ANAST","ICD-9-CM"
"4381","74","Gastrectomy","PART GAST W JEJ TRANSPOS","ICD-9-CM"
"4382","74","Gastrectomy","Lap vertical gastrectomy (Begin 2011)","ICD-9-CM"
"4389","74","Gastrectomy","PARTIAL GASTRECTOMY NEC","ICD-9-CM"
"4391","74","Gastrectomy","TOT GAST W INTES INTERPO","ICD-9-CM"
"4399","74","Gastrectomy","TOTAL GASTRECTOMY NEC","ICD-9-CM"
"4400","94","Ot OR UGI Rx","VAGOTOMY NOS","ICD-9-CM"
"4401","94","Ot OR UGI Rx","TRUNCAL VAGOTOMY","ICD-9-CM"
"4402","94","Ot OR UGI Rx","HIGHLY SELECT VAGOTOMY","ICD-9-CM"
"4403","94","Ot OR UGI Rx","SELECTIVE VAGOTOMY NEC","ICD-9-CM"
"4411","92","Ot bowel Dx","TRANSABDOMIN GASTROSCOPY","ICD-9-CM"
"4412","92","Ot bowel Dx","GASTROSCOPY THRU STOMA","ICD-9-CM"
"4413","70","UGI endosc","GASTROSCOPY NEC","ICD-9-CM"
"4414","70","UGI endosc","CLOSED GASTRIC BIOPSY","ICD-9-CM"
"4415","92","Ot bowel Dx","OPEN GASTRIC BIOPSY","ICD-9-CM"
"4419","92","Ot bowel Dx","GASTRIC DIAGNOS PROC NEC","ICD-9-CM"
"442","94","Ot OR UGI Rx","PYLOROPLASTY (Begin 1980 End 1986)","ICD-9-CM"
"4421","94","Ot OR UGI Rx","DILATE PYLORUS; INCISION (Begin 1986)","ICD-9-CM"
"4422","93","nOR UGI Rx","ENDOSCOP DILATE PYLORUS (Begin 1986)","ICD-9-CM"
"4429","94","Ot OR UGI Rx","OTHER PYLOROPLASTY (Begin 1986)","ICD-9-CM"
"4431","94","Ot OR UGI Rx","HIGH GASTRIC BYPASS","ICD-9-CM"
"4432","71","Gastrostomy","PERCUTANEOUS GASTROJEJUNOSTOMY (Begin 2001)","ICD-9-CM"
"4438","94","Ot OR UGI Rx","LAP GASTROENTEROSTOMY (Begin 2004)","ICD-9-CM"
"4439","94","Ot OR UGI Rx","GASTROENTEROSTOMY NEC","ICD-9-CM"
"4440","94","Ot OR UGI Rx","SUTURE PEPTIC ULCER NOS","ICD-9-CM"
"4441","94","Ot OR UGI Rx","SUT GASTRIC ULCER SITE","ICD-9-CM"
"4442","94","Ot OR UGI Rx","SUTURE DUODEN ULCER SITE","ICD-9-CM"
"4443","93","nOR UGI Rx","ENDOSC CONTROL GAST HEM (Begin 1989)","ICD-9-CM"
"4444","93","nOR UGI Rx","TRANSCATH EMBO GAST HEM (Begin 1989)","ICD-9-CM"
"4449","93","nOR UGI Rx","OTHER CONTROL GAST HEM (Begin 1989)","ICD-9-CM"
"445","94","Ot OR UGI Rx","REVISION GASTRIC ANASTOM","ICD-9-CM"
"4461","94","Ot OR UGI Rx","SUTURE GASTRIC LACERAT","ICD-9-CM"
"4462","93","nOR UGI Rx","GASTROSTOMY CLOSURE","ICD-9-CM"
"4463","94","Ot OR UGI Rx","CLOSE GASTRIC FISTUL NEC","ICD-9-CM"
"4464","94","Ot OR UGI Rx","GASTROPEXY","ICD-9-CM"
"4465","94","Ot OR UGI Rx","ESOPHAGOGASTROPLASTY","ICD-9-CM"
"4466","94","Ot OR UGI Rx","CREAT ESOPHAGASTR SPHINC","ICD-9-CM"
"4467","94","Ot OR UGI Rx","LAP CREAT ESOPH SPHINCT (Begin 2004)","ICD-9-CM"
"4468","94","Ot OR UGI Rx","LAPAROSCOP GASTROPLASTY (Begin 2004)","ICD-9-CM"
"4469","94","Ot OR UGI Rx","GASTRIC REPAIR NEC","ICD-9-CM"
"4491","94","Ot OR UGI Rx","LIGATE GASTRIC VARICES","ICD-9-CM"
"4492","94","Ot OR UGI Rx","INTRAOP GASTRIC MANIPUL","ICD-9-CM"
"4493","93","nOR UGI Rx","INSERT GASTRIC BUBBLE (Begin 1986)","ICD-9-CM"
"4494","93","nOR UGI Rx","REMOVE GASTRIC BUBBLE (Begin 1986)","ICD-9-CM"
"4495","94","Ot OR UGI Rx","LAP GASTRIC RESTRIC PROC (Begin 2004)","ICD-9-CM"
"4496","94","Ot OR UGI Rx","LAP REV GAST RESTRI PROC (Begin 2004)","ICD-9-CM"
"4497","94","Ot OR UGI Rx","LAP REM GAST RESTRIC DEV (Begin 2004)","ICD-9-CM"
"4498","94","Ot OR UGI Rx","ADJUST GAST RESTRICT DEV (Begin 2004)","ICD-9-CM"
"4499","94","Ot OR UGI Rx","GASTRIC OPERATION NEC","ICD-9-CM"
"4500","96","OR LGI prcs","INTESTINAL INCISION NOS","ICD-9-CM"
"4501","96","OR LGI prcs","DUODENAL INCISION","ICD-9-CM"
"4502","96","OR LGI prcs","SMALL BOWEL INCISION NEC","ICD-9-CM"
"4503","96","OR LGI prcs","LARGE BOWEL INCISION","ICD-9-CM"
"4511","92","Ot bowel Dx","TRANSAB SM BOWEL ENDOSC","ICD-9-CM"
"4512","92","Ot bowel Dx","ENDOSC SM BOWEL THRU ST","ICD-9-CM"
"4513","70","UGI endosc","SM BOWEL ENDOSCOPY NEC","ICD-9-CM"
"4514","70","UGI endosc","CLOS SMALL BOWEL BIOPSY","ICD-9-CM"
"4515","92","Ot bowel Dx","OPEN SMALL BOWEL BIOPSY","ICD-9-CM"
"4516","70","UGI endosc","EGD WITH CLOSED BIOPSY (Begin 1988)","ICD-9-CM"
"4519","92","Ot bowel Dx","SM BOWEL DX PROC NEC","ICD-9-CM"
"4521","92","Ot bowel Dx","TRANSAB LG BOWEL ENDOSC","ICD-9-CM"
"4522","92","Ot bowel Dx","ENDOSC LG BOWEL THRU ST","ICD-9-CM"
"4523","76","Colonoscopy","COLONOSCOPY","ICD-9-CM"
"4524","76","Colonoscopy","OTH ENDOSCOPY LG BOWEL (Begin 1988)","ICD-9-CM"
"4525","76","Colonoscopy","CLOS LARGE BOWEL BIOPSY","ICD-9-CM"
"4526","92","Ot bowel Dx","OPEN LARGE BOWEL BIOPSY","ICD-9-CM"
"4527","92","Ot bowel Dx","INTESTINAL BIOPSY NOS","ICD-9-CM"
"4528","92","Ot bowel Dx","LG BOWEL DX PROCED NEC","ICD-9-CM"
"4529","92","Ot bowel Dx","BOWEL DIAGNOST PROC NEC","ICD-9-CM"
"4530","95","nOR LGI prcs","ENDOSC DESTRU DUODEN LES (Begin 1989)","ICD-9-CM"
"4531","96","OR LGI prcs","(LOC) EXCISE DUODENUM LES(Begin 1989)","ICD-9-CM"
"4532","96","OR LGI prcs","DESTRUCT DUODEN LES NEC","ICD-9-CM"
"4533","96","OR LGI prcs","LOCAL EXCIS SM BOWEL NEC","ICD-9-CM"
"4534","96","OR LGI prcs","DESTR SM BOWEL LES NEC","ICD-9-CM"
"4541","79","Rem coln les","EXCIS LG INTESTINE LES","ICD-9-CM"
"4542","95","nOR LGI prcs","ENDO POLPECTOMY LRGE INT (Begin 1988)","ICD-9-CM"
"4543","95","nOR LGI prcs","ENDOSC DESTRU LG INT LES (Begin 1989)","ICD-9-CM"
"4549","96","OR LGI prcs","DESTRUC LG BOWEL LES NEC","ICD-9-CM"
"4550","96","OR LGI prcs","INTEST SEG ISOLAT NOS","ICD-9-CM"
"4551","96","OR LGI prcs","SM BOWEL SEGMENT ISOLAT","ICD-9-CM"
"4552","96","OR LGI prcs","LG BOWEL SEGMENT ISOLAT","ICD-9-CM"
"4561","75","Sm bowel res","MULT SEG SM BOWEL EXCIS","ICD-9-CM"
"4562","75","Sm bowel res","PART SM BOWEL RESECT NEC","ICD-9-CM"
"4563","75","Sm bowel res","TOTAL REMOVAL SM BOWEL","ICD-9-CM"
"4571","78","Colorec resc","MULT SEG LG BOWEL EXCIS","ICD-9-CM"
"4572","78","Colorec resc","CECECTOMY","ICD-9-CM"
"4573","78","Colorec resc","RIGHT HEMICOLECTOMY","ICD-9-CM"
"4574","78","Colorec resc","TRANSVERSE COLON RESECT","ICD-9-CM"
"4575","78","Colorec resc","LEFT HEMICOLECTOMY (Begin 1988)","ICD-9-CM"
"4576","78","Colorec resc","SIGMOIDECTOMY","ICD-9-CM"
"4579","78","Colorec resc","PART LG BOWEL EXCIS NEC","ICD-9-CM"
"458","78","Colorec resc","TOT INTRA-ABD COLECTOMY (End 2008)","ICD-9-CM"
"4581","78","Colorec resc","LAP TOT INTR-AB COLECTMY (Begin 2008)","ICD-9-CM"
"4582","78","Colorec resc","OP TOT INTR-ABD COLECTMY (Begin 2008)","ICD-9-CM"
"4583","78","Colorec resc","TOT ABD COLECTMY NEC/NOS (Begin 2008)","ICD-9-CM"
"4590","96","OR LGI prcs","INTESTINAL ANASTOM NOS","ICD-9-CM"
"4591","96","OR LGI prcs","SM-TO-SM BOWEL ANASTOM","ICD-9-CM"
"4592","96","OR LGI prcs","SM BOWEL-RECT STUMP ANAS","ICD-9-CM"
"4593","96","OR LGI prcs","SMALL-TO-LARGE BOWEL NEC","ICD-9-CM"
"4594","96","OR LGI prcs","LG-TO-LG BOWEL ANASTOM","ICD-9-CM"
"4595","96","OR LGI prcs","ANAL ANASTOMOSIS (Begin 1987)","ICD-9-CM"
"4601","96","OR LGI prcs","SM BOWEL EXTERIORIZATION","ICD-9-CM"
"4602","96","OR LGI prcs","RESECT EXT SEG SM BOWEL","ICD-9-CM"
"4603","96","OR LGI prcs","LG BOWEL EXTERIORIZATION","ICD-9-CM"
"4604","96","OR LGI prcs","RESECT EXT SEG LG BOWEL","ICD-9-CM"
"4610","72","Colostomy","COLOSTOMY NOS","ICD-9-CM"
"4611","72","Colostomy","TEMPORARY COLOSTOMY","ICD-9-CM"
"4612","72","Colostomy","PERM MAGNETIC COLOSTOMY (End 1992)","ICD-9-CM"
"4613","72","Colostomy","PERMANENT COLOSTOMY NEC (Begin 1992)","ICD-9-CM"
"4614","72","Colostomy","DELAY OPENING COLOSTOMY","ICD-9-CM"
"4620","73","Ileostomy","ILEOSTOMY NOS","ICD-9-CM"
"4621","73","Ileostomy","TEMPORARY ILEOSTOMY","ICD-9-CM"
"4622","73","Ileostomy","CONTINENT ILEOSTOMY","ICD-9-CM"
"4623","73","Ileostomy","PERMANENT ILEOSTOMY NEC","ICD-9-CM"
"4624","73","Ileostomy","DELAY OPENING ILEOSTOMY","ICD-9-CM"
"4631","73","Ileostomy","DELAY OPENING ENTEROSTOM","ICD-9-CM"
"4632","73","Ileostomy","PERCU ENDOSC JEJUNOSTOMY (Begin 1989)","ICD-9-CM"
"4639","73","Ileostomy","ENTEROSTOMY NEC","ICD-9-CM"
"4640","96","OR LGI prcs","INTEST STOMA REVIS NOS","ICD-9-CM"
"4641","96","OR LGI prcs","SM BOWEL STOMA REVISION","ICD-9-CM"
"4642","96","OR LGI prcs","PERICOLOST HERNIA REPAIR","ICD-9-CM"
"4643","96","OR LGI prcs","LG BOWEL STOMA REVIS NEC","ICD-9-CM"
"4650","96","OR LGI prcs","INTEST STOMA CLOSURE NOS","ICD-9-CM"
"4651","96","OR LGI prcs","SM BOWEL STOMA CLOSURE","ICD-9-CM"
"4652","96","OR LGI prcs","LG BOWEL STOMA CLOSURE","ICD-9-CM"
"4660","96","OR LGI prcs","INTESTINAL FIXATION NOS","ICD-9-CM"
"4661","96","OR LGI prcs","SM BOWEL-ABD WALL FIXAT","ICD-9-CM"
"4662","96","OR LGI prcs","SMALL BOWEL FIXATION NEC","ICD-9-CM"
"4663","96","OR LGI prcs","LG BOWEL-ABD WALL FIXAT","ICD-9-CM"
"4664","96","OR LGI prcs","LARGE BOWEL FIXATION NEC","ICD-9-CM"
"4671","96","OR LGI prcs","DUODENAL LACERAT SUTURE","ICD-9-CM"
"4672","96","OR LGI prcs","DUODENAL FISTULA CLOSURE","ICD-9-CM"
"4673","96","OR LGI prcs","SMALL BOWEL SUTURE NEC","ICD-9-CM"
"4674","96","OR LGI prcs","CLOSE SM BOWEL FIST NEC","ICD-9-CM"
"4675","96","OR LGI prcs","SUTURE LG BOWEL LACERAT","ICD-9-CM"
"4676","96","OR LGI prcs","CLOSE LG BOWEL FISTULA","ICD-9-CM"
"4679","96","OR LGI prcs","REPAIR OF INTESTINE NEC","ICD-9-CM"
"4680","96","OR LGI prcs","INTRA-AB BOWEL MANIP NOS","ICD-9-CM"
"4681","96","OR LGI prcs","INTRA-ABD SM BOWEL MANIP","ICD-9-CM"
"4682","96","OR LGI prcs","INTRA-ABD LG BOWEL MANIP","ICD-9-CM"
"4685","95","nOR LGI prcs","DILATION OF INTESTINE (Begin 1989)","ICD-9-CM"
"4686","95","nOR LGI prcs","Endo insrt colonic stent (Begin 2009)","ICD-9-CM"
"4687","95","nOR LGI prcs","Insert colonic stent NEC (Begin 2009)","ICD-9-CM"
"4691","96","OR LGI prcs","MYOTOMY OF SIGMOID COLON","ICD-9-CM"
"4692","96","OR LGI prcs","MYOTOMY OF COLON NEC","ICD-9-CM"
"4693","96","OR LGI prcs","REVISE SM BOWEL ANASTOM","ICD-9-CM"
"4694","96","OR LGI prcs","REVISE LG BOWEL ANASTOM","ICD-9-CM"
"4695","95","nOR LGI prcs","LOCAL SM BOWEL PERFUSION","ICD-9-CM"
"4696","95","nOR LGI prcs","LOCAL LG BOWEL PERFUSION","ICD-9-CM"
"4697","176","Ot orgn tran","TRANSPLANT OF INTESTINE (Begin 2000)","ICD-9-CM"
"4699","96","OR LGI prcs","INTESTINAL OP NEC","ICD-9-CM"
"470","80","Appendectomy","APPENDECTOMY (End 1996)","ICD-9-CM"
"4701","80","Appendectomy","LAPAROSCOP APPENDECT (Begin 1996)","ICD-9-CM"
"4709","80","Appendectomy","OTHER APPENDECT (Begin 1996)","ICD-9-CM"
"471","80","Appendectomy","INCIDENTAL APPENDECTOMY (End 1996)","ICD-9-CM"
"4711","80","Appendectomy","LAPAROSCOP INCID APPEND (Begin 1996)","ICD-9-CM"
"4719","80","Appendectomy","OTH INCID APPEND (Begin 1996)","ICD-9-CM"
"472","96","OR LGI prcs","DRAIN APPENDICEAL ABSC","ICD-9-CM"
"4791","96","OR LGI prcs","APPENDICOSTOMY","ICD-9-CM"
"4792","96","OR LGI prcs","CLOSE APPENDICEAL FISTUL","ICD-9-CM"
"4799","96","OR LGI prcs","APPENDICEAL OPS NEC","ICD-9-CM"
"480","96","OR LGI prcs","PROCTOTOMY","ICD-9-CM"
"481","96","OR LGI prcs","PROCTOSTOMY","ICD-9-CM"
"4821","92","Ot bowel Dx","TRANSAB PROCTOSIGMOIDOSC","ICD-9-CM"
"4822","92","Ot bowel Dx","PROCTOSIGMOIDOSC THRU ST","ICD-9-CM"
"4823","77","Proctoscopy","(OTH) PROCTOSIGMOIDOSCOPY(Begin 1988)","ICD-9-CM"
"4824","77","Proctoscopy","CLOSED RECTAL BX","ICD-9-CM"
"4825","92","Ot bowel Dx","OPEN RECTAL BX","ICD-9-CM"
"4826","77","Proctoscopy","PERIRECTAL TISSUE BIOPSY","ICD-9-CM"
"4829","92","Ot bowel Dx","RECT/PERIRECT DX OP NEC","ICD-9-CM"
"4831","95","nOR LGI prcs","RAD ELECTROCOAG-RECT LES","ICD-9-CM"
"4832","95","nOR LGI prcs","ELECTROCOAG RECT LES NEC","ICD-9-CM"
"4833","95","nOR LGI prcs","LASER DESTRUC RECTAL LES","ICD-9-CM"
"4834","95","nOR LGI prcs","CRYOSURG DESTR RECT LES","ICD-9-CM"
"4835","96","OR LGI prcs","LOCAL EXCIS RECTAL LES","ICD-9-CM"
"4836","95","nOR LGI prcs","ENDOSCOP POLYPECT RECTUM (Begin 1995)","ICD-9-CM"
"4840","78","Colorec resc","PULL-THRU RES RECTUM NOS (Begin 2008)","ICD-9-CM"
"4841","78","Colorec resc","SOAVE SUBMUC RECT RESECT","ICD-9-CM"
"4842","78","Colorec resc","LAP PULL-THRU RES RECTUM (Begin 2008)","ICD-9-CM"
"4843","78","Colorec resc","OPN PULL-THRU RES RECTUM (Begin 2008)","ICD-9-CM"
"4849","78","Colorec resc","PULL-THRU RECT RESEC NEC","ICD-9-CM"
"485","78","Colorec resc","ABD-PERINEAL RECT RESECT (End 2008)","ICD-9-CM"
"4850","78","Colorec resc","ABDPERNEAL RES RECTM NOS (Begin 2008)","ICD-9-CM"
"4851","78","Colorec resc","LAP ABDPERNEAL RESC REC (Begin 2008)","ICD-9-CM"
"4852","78","Colorec resc","OPN ABDPERNEAL RESC REC (Begin 2008)","ICD-9-CM"
"4859","78","Colorec resc","ABDPERNEAL RESC RECT NEC (Begin 2008)","ICD-9-CM"
"4861","78","Colorec resc","TRANSSAC RECTOSIGMOIDECT","ICD-9-CM"
"4862","78","Colorec resc","ANT RECT RESECT W COLOST","ICD-9-CM"
"4863","78","Colorec resc","ANTERIOR RECT RESECT NEC","ICD-9-CM"
"4864","78","Colorec resc","POSTERIOR RECT RESECTION","ICD-9-CM"
"4865","78","Colorec resc","DUHAMEL RECTAL RESECTION","ICD-9-CM"
"4866","78","Colorec resc","HARTMANN RESECTION RECTUM (Begin 1980 End 1988)","ICD-9-CM"
"4869","78","Colorec resc","RECTAL RESECTION NEC","ICD-9-CM"
"4871","96","OR LGI prcs","SUTURE OF RECTAL LACER","ICD-9-CM"
"4872","96","OR LGI prcs","CLOSURE OF PROCTOSTOMY","ICD-9-CM"
"4873","96","OR LGI prcs","CLOSE RECTAL FIST NEC","ICD-9-CM"
"4874","96","OR LGI prcs","RECTORECTOSTOMY","ICD-9-CM"
"4875","96","OR LGI prcs","ABDOMINAL PROCTOPEXY","ICD-9-CM"
"4876","96","OR LGI prcs","PROCTOPEXY NEC","ICD-9-CM"
"4879","96","OR LGI prcs","REPAIR OF RECTUM NEC","ICD-9-CM"
"4881","96","OR LGI prcs","PERIRECTAL INCISION","ICD-9-CM"
"4882","96","OR LGI prcs","PERIRECTAL EXCISION","ICD-9-CM"
"4891","96","OR LGI prcs","INCIS RECTAL STRICTURE","ICD-9-CM"
"4892","96","OR LGI prcs","ANORECTAL MYOMECTOMY","ICD-9-CM"
"4893","96","OR LGI prcs","REPAIR PERIRECT FISTULA","ICD-9-CM"
"4899","96","OR LGI prcs","RECTAL PERIRECT OP NEC","ICD-9-CM"
"4901","96","OR LGI prcs","INCIS PERIANAL ABSCESS","ICD-9-CM"
